Rk,X,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y.A,TD.1,Tgt,Rec,Yds.2,Y.R,TD.2,FantPt,DKPt,FDPt,VBD,PosRank,OvRank,namecode
16,Torry Holt*\HoltTo00,STL,WR,29,14,14,0,0,0,0,0,1,2,2.00,0,163,102,1331,13.05,9,187,291.3,236.3,71,7,16,HoltTo00
17,Chris Chambers*\ChamCh00,MIA,WR,27,16,16,0,0,0,0,0,12,92,7.67,0,166,82,1118,13.63,11,187,269.5,223.0,70,8,17,ChamCh00
18,Marvin Harrison*\HarrMa00,IND,WR,33,15,15,0,0,0,0,0,0,0,,0,134,82,1146,13.98,12,187,271.6,227.6,70,9,18,HarrMa00
19,Carson Palmer*\PalmCa00,CIN,QB,26,16,16,345,509,3836,32,12,34,41,1.21,1,0,0,0,,0,270,282.0,276.5,60,1,19,PalmCa00
20,Thomas Jones\JoneTh00,CHI,RB,27,15,15,0,0,0,0,0,314,1335,4.25,9,39,26,143,5.50,0,202,232.8,212.8,59,9,20,JoneTh00
21,Mike Anderson\AndeMi00,DEN,RB,32,15,15,0,0,0,0,0,239,1014,4.24,12,21,18,212,11.78,1,201,223.6,207.6,58,10,21,AndeMi00
22,Jeremy Shockey*\ShocJe00,NYG,TE,25,15,15,0,0,0,0,0,0,0,,0,121,65,891,13.71,7,133,201.1,165.6,56,2,22,ShocJe00
23,Steven Jackson\JackSt00,STL,RB,22,15,15,0,0,0,0,0,254,1046,4.12,8,55,43,320,7.44,2,197,244.1,215.1,54,11,23,JackSt00
24,Todd Heap\HeapTo00,BAL,TE,25,16,16,0,0,0,0,0,0,0,,0,114,75,855,11.40,7,128,204.5,163.0,51,3,24,HeapTo00
25,Hines Ward\WardHi00,PIT,WR,29,15,15,0,0,0,0,0,3,10,3.33,0,114,69,975,14.13,11,165,236.0,198.0,48,10,25,WardHi00
26,Plaxico Burress\BurrPl00,NYG,WR,28,16,15,0,0,0,0,0,0,0,,0,166,76,1214,15.97,7,163,241.9,200.4,47,11,26,BurrPl00
27,Tom Brady*\BradTo00,NWE,QB,28,16,16,334,530,4110,26,14,27,89,3.30,1,0,0,0,,0,255,270.3,265.3,45,2,27,BradTo00
28,Warrick Dunn*\DunnWa00,ATL,RB,30,16,16,0,0,0,0,0,280,1416,5.06,3,37,29,220,7.59,1,188,221.1,199.1,45,12,28,DunnWa00
29,Terry Glenn\GlenTe00,DAL,WR,31,16,16,0,0,0,0,0,2,-4,-2.00,1,119,62,1136,18.32,7,161,226.2,192.2,45,12,29,GlenTe00
30,Alge Crumpler*\CrumAl00,ATL,TE,28,16,16,0,0,0,0,0,0,0,,0,118,65,877,13.49,5,120,187.2,151.2,43,4,30,CrumAl00
31,Chris Cooley\CoolCh00,WAS,TE,23,16,16,0,0,0,0,0,0,0,,0,103,71,774,10.90,7,119,191.9,151.9,42,5,31,CoolCh00
32,Peyton Manning*+\MannPe00,IND,QB,29,16,16,305,453,3747,28,10,33,45,1.36,0,0,0,0,,0,248,258.9,253.4,38,3,32,MannPe00
33,Donald Driver\DrivDo00,GNB,WR,30,16,16,0,0,0,0,0,2,13,6.50,0,146,86,1221,14.20,5,153,242.4,196.4,37,13,33,DrivDo00
34,Jason Witten*\WittJa00,DAL,TE,23,16,16,0,0,0,0,0,0,0,,0,89,66,757,11.47,6,112,180.7,144.7,35,6,34,WittJa00
35,T.J. Houshmandzadeh\HousTJ00,CIN,WR,28,14,12,0,0,0,0,0,8,62,7.75,1,115,78,956,12.26,7,150,230.3,187.8,33,14,35,HousTJ00
36,Randy Moss\MossRa00,OAK,WR,28,16,15,0,0,0,0,0,0,0,,0,123,60,1005,16.75,8,149,211.5,178.5,32,15,36,MossRa00
37,Rod Smith*\SmitRo01,DEN,WR,35,16,16,0,1,0,0,0,1,7,7.00,0,126,85,1105,13.00,6,147,234.2,187.7,31,16,37,SmitRo01
38,Keenan McCardell\McCaKe00,SDG,WR,35,16,16,0,0,0,0,0,2,6,3.00,0,108,70,917,13.10,9,146,219.3,181.3,30,17,38,McCaKe00
39,Willis McGahee\McGaWi00,BUF,RB,24,16,15,0,0,0,0,0,325,1247,3.84,5,37,28,178,6.36,0,173,206.0,185.5,29,13,39,McGaWi00
40,Reuben Droughns\DrouRe00,CLE,RB,27,16,16,0,0,0,0,0,309,1232,3.99,2,56,39,369,9.46,0,172,214.1,185.6,29,14,40,DrouRe00
41,Willie Parker\ParkWi00,PIT,RB,25,15,15,0,0,0,0,0,255,1202,4.71,4,24,18,218,12.11,1,172,194.0,177.0,29,15,41,ParkWi00
42,Eddie Kennison\KennEd00,KAN,WR,32,16,16,0,0,0,0,0,7,43,6.14,0,108,68,1102,16.21,5,145,215.0,177.5,28,18,42,KennEd00
43,Corey Dillon\DillCo00,NWE,RB,31,12,10,0,0,0,0,0,209,733,3.51,12,26,22,181,8.23,1,169,196.9,179.4,26,16,43,DillCo00
44,Tony Gonzalez*\GonzTo00,KAN,TE,29,16,16,0,0,0,0,0,0,0,,0,116,78,905,11.60,2,103,183.5,141.5,26,7,44,GonzTo00
45,Matt Hasselbeck*\HassMa00,SEA,QB,30,16,16,294,449,3459,24,9,36,124,3.44,1,0,0,0,,0,235,247.8,239.8,25,4,45,HassMa00
46,Domanick Williams\DaviDo01,HOU,RB,25,11,11,0,1,0,0,0,230,976,4.24,2,48,39,337,8.64,4,167,211.3,184.8,24,17,46,DaviDo01
47,Brian Westbrook\WestBr00,PHI,RB,26,12,12,0,0,0,0,0,156,617,3.96,3,96,61,616,10.10,4,167,234.3,197.8,24,18,47,WestBr00
48,Jimmy Smith\SmitJi00,JAX,WR,36,16,16,0,0,0,0,0,0,0,,0,128,70,1023,14.61,6,138,211.3,173.3,22,19,48,SmitJi00
49,Reggie Wayne\WaynRe00,IND,WR,27,16,16,0,0,0,0,0,0,0,,0,122,83,1055,12.71,5,138,221.0,176.0,21,20,49,WaynRe00
50,Donte' Stallworth\StalDo00,NOR,WR,25,16,13,0,0,0,0,0,2,2,1.00,0,129,70,945,13.50,7,137,209.2,170.7,20,21,50,StalDo00
51,Cadillac Williams\WillCa02,TAM,RB,23,14,14,0,0,0,0,0,290,1178,4.06,6,25,20,81,4.05,0,162,183.4,168.9,19,19,51,WillCa02
52,Eli Manning\MannEl00,NYG,QB,24,16,16,294,557,3762,24,17,29,80,2.76,1,0,0,0,,0,228,244.0,236.5,19,5,52,MannEl00
53,Michael Vick*\VickMi00,ATL,QB,25,15,15,214,387,2412,15,13,102,597,5.85,6,1,1,-14,-14.00,0,227,241.3,229.3,17,6,53,VickMi00
54,Chris Brown\BrowCh03,TEN,RB,24,15,14,0,0,0,0,0,224,851,3.80,5,37,25,327,13.08,2,160,188.8,168.3,17,20,54,BrowCh03
55,Deion Branch\BranDe00,NWE,WR,26,16,15,0,0,0,0,0,0,0,,0,125,78,998,12.79,5,130,210.8,168.8,13,22,55,BranDe00
56,Joe Jurevicius\JureJo00,SEA,WR,31,16,12,0,0,0,0,0,0,0,,0,84,55,694,12.62,10,129,186.9,155.9,13,23,56,JureJo00
57,Drew Bledsoe\BledDr00,DAL,QB,33,16,16,300,499,3639,23,17,34,50,1.47,2,0,0,0,,0,223,234.1,222.6,13,7,57,BledDr00
58,Jake Plummer*\PlumJa00,DEN,QB,31,16,16,277,456,3366,18,7,46,151,3.28,2,0,0,0,,0,222,232.7,224.7,12,8,58,PlumJa00
59,Randy McMichael\McMiRa01,MIA,TE,26,16,16,0,0,0,0,0,0,0,,0,104,60,582,9.70,5,88,150.7,117.2,11,8,59,McMiRa01
60,Drew Brees\BreeDr00,SDG,QB,26,16,16,323,500,3576,24,15,21,49,2.33,1,1,0,0,,0,220,233.9,226.9,10,9,60,BreeDr00
61,L.J. Smith\SmitL.00,PHI,TE,25,16,16,0,0,0,0,0,0,0,,0,107,61,682,11.18,3,86,149.7,115.7,9,9,61,SmitL.00
62,Trent Green*\GreeTr00,KAN,QB,35,16,16,317,507,4014,17,10,35,82,2.34,0,0,0,0,,0,219,227.8,220.8,9,10,62,GreeTr00
63,Derrick Mason\MasoDe00,BAL,WR,31,16,16,0,0,0,0,0,0,0,,0,137,86,1073,12.48,3,125,213.8,167.3,9,24,63,MasoDe00
64,Antonio Bryant\BryaAn00,CLE,WR,24,16,15,0,0,0,0,0,1,3,3.00,0,123,69,1009,14.62,4,125,196.7,158.7,9,25,64,BryaAn00
65,Jerramy Stevens\StevJe00,SEA,TE,26,16,11,0,0,0,0,0,0,0,,0,68,45,554,12.31,5,85,133.4,107.9,8,10,65,StevJe00
66,Julius Jones\JoneJu01,DAL,RB,24,13,12,0,0,0,0,0,257,993,3.86,5,45,35,218,6.23,0,151,190.1,164.6,8,21,66,JoneJu01
67,Tatum Bell\BellTa00,DEN,RB,24,15,1,0,0,0,0,0,173,921,5.32,8,28,18,104,5.78,0,151,173.0,156.5,7,22,67,BellTa00
68,Jerry Porter\PortJe00,OAK,WR,27,16,14,0,0,0,0,0,1,-8,-8.00,0,142,76,942,12.39,5,123,201.9,160.4,7,26,68,PortJe00
69,Kerry Collins\CollKe00,OAK,QB,33,15,15,302,565,3759,20,12,17,39,2.29,1,0,0,0,,0,216,224.8,215.3,6,11,69,CollKe00
70,Kevin Curtis\CurtKe00,STL,WR,27,16,9,0,0,0,0,0,1,5,5.00,1,97,60,801,13.35,6,123,184.6,150.6,6,27,70,CurtKe00
71,Keyshawn Johnson\JohnKe00,DAL,WR,33,16,14,0,1,0,0,0,1,3,3.00,0,123,71,839,11.82,6,122,194.7,154.7,6,28,71,JohnKe00
72,Heath Miller\MillHe00,PIT,TE,23,16,15,0,0,0,0,0,0,0,,0,52,39,459,11.77,6,82,123.9,101.4,5,11,72,MillHe00
73,Lee Evans\EvanLe00,BUF,WR,24,16,15,0,0,0,0,0,4,38,9.50,0,92,48,743,15.48,7,120,171.1,144.1,3,29,73,EvanLe00
74,Ronnie Brown\BrowRo05,MIA,RB,24,15,14,0,0,0,0,0,207,907,4.38,4,47,32,232,7.25,1,144,179.9,155.9,1,23,74,BrowRo05
75,Corey McIntyre\McInCo00,CLE,,26,15,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,1,75,McInCo00
76,DeShaun Foster\FostDe00,CAR,RB,25,15,5,0,1,0,0,0,205,879,4.29,2,48,34,372,10.94,1,143,182.1,158.1,,24,76,FostDe00
77,Sean McHugh\McHuSe00,DET,,23,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,2,77,McHuSe00
78,Jake Delhomme*\DelhJa00,CAR,QB,30,16,16,262,435,3421,24,16,24,31,1.29,1,0,0,0,,0,210,222.9,213.9,,12,78,DelhJa00
79,Mark Brunell\BrunMa00,WAS,QB,35,16,15,262,454,3050,23,10,42,111,2.64,0,0,0,0,,0,207,217.6,206.1,,13,,BrunMa00
80,Steve McNair*\McNaSt00,TEN,QB,32,14,14,292,476,3161,16,11,32,139,4.34,1,0,0,0,,0,188,201.8,192.3,,14,,McNaSt00
81,Brett Favre\FavrBr00,GNB,QB,36,16,16,372,607,3881,20,29,18,62,3.44,0,0,0,0,,0,187,214.4,206.4,,15,,FavrBr00
82,Aaron Brooks\BrooAa00,NOR,QB,29,13,13,240,431,2882,13,17,45,281,6.24,2,0,0,0,,0,173,194.4,186.4,,16,,BrooAa00
83,David Carr\CarrDa00,HOU,QB,26,16,16,256,423,2488,14,11,56,308,5.50,1,0,0,0,,0,172,180.8,166.3,,17,,CarrDa00
84,Gus Frerotte\FrerGu00,MIA,QB,34,16,15,257,494,2996,18,13,27,61,2.26,0,0,0,0,,0,172,181.4,171.9,,18,,FrerGu00
85,Ben Roethlisberger\RoetBe00,PIT,QB,23,12,12,168,268,2385,17,9,31,69,2.23,3,0,0,0,,0,170,181.3,177.3,,19,,RoetBe00
86,Donovan McNabb\McNaDo00,PHI,QB,29,9,9,211,357,2507,16,9,25,55,2.20,1,0,0,0,,0,160,167.8,160.8,,20,,McNaDo00
87,Byron Leftwich\LeftBy00,JAX,QB,25,11,11,175,302,2123,15,5,31,67,2.16,2,0,0,0,,0,154,157.6,150.6,,21,,LeftBy00
88,Kurt Warner\WarnKu00,ARI,QB,34,10,10,242,375,2713,11,9,13,28,2.15,0,1,1,0,0.00,0,139,147.8,139.8,,22,,WarnKu00
89,Jamal Lewis\LewiJa00,BAL,RB,26,15,15,0,0,0,0,0,269,906,3.37,3,44,32,191,5.97,1,134,169.2,144.7,,25,,LewiJa00
90,Marc Bulger\BulgMa00,STL,QB,28,8,8,192,287,2297,14,9,9,29,3.22,0,1,1,1,1.00,0,133,143.9,138.4,,23,,BulgMa00
91,Stephen Davis\DaviSt00,CAR,RB,31,13,11,0,0,0,0,0,180,549,3.05,12,12,5,45,9.00,0,131,138.4,131.9,,26,,DaviSt00
92,Brad Johnson\JohnBr00,MIN,QB,37,15,9,184,294,1885,12,4,18,53,2.94,0,0,0,0,,0,121,125.2,119.7,,24,,JohnBr00
93,Ricky Williams\WillRi00,MIA,RB,28,12,3,0,0,0,0,0,168,743,4.42,6,20,17,93,5.47,0,120,139.1,127.1,,27,,WillRi00
94,Mewelde Moore\MoorMe00,MIN,RB,23,16,8,0,0,0,0,0,155,662,4.27,1,49,37,339,9.16,2,118,166.1,140.6,,28,,MoorMe00
95,Trent Dilfer\DilfTr00,CLE,QB,33,11,11,199,333,2321,11,12,20,46,2.30,0,0,0,0,,0,117,127.9,120.4,,25,,DilfTr00
96,Roy Williams\WillRo04,DET,WR,24,13,12,0,0,0,0,0,0,0,,0,94,45,687,15.27,8,117,164.7,139.2,,30,,WillRo04
97,Laveranues Coles\ColeLa00,NYJ,WR,28,16,16,0,0,0,0,0,0,0,,0,132,73,845,11.58,5,115,190.0,150.0,,31,,ColeLa00
98,Curtis Martin\MartCu00,NYJ,RB,32,12,12,0,0,0,0,0,220,735,3.34,5,30,24,118,4.92,0,115,144.3,125.3,,29,,MartCu00
99,Terrell Owens\OwenTe00,PHI,WR,32,7,7,0,0,0,0,0,1,2,2.00,0,92,47,763,16.23,6,113,162.5,136.0,,32,,OwenTe00
100,Joey Harrington\HarrJo00,DET,QB,27,12,11,188,330,2021,12,12,24,80,3.33,0,1,1,-4,-4.00,0,112,124.9,117.9,,26,,HarrJo00
101,Chris Simms\SimmCh00,TAM,QB,25,11,10,191,313,2035,10,7,19,31,1.63,0,1,1,-3,-3.00,0,110,118.2,111.7,,27,,SimmCh00
102,Amani Toomer\ToomAm00,NYG,WR,31,16,15,0,0,0,0,0,0,0,,0,109,60,684,11.40,7,110,173.4,140.4,,33,,ToomAm00
103,Ernest Wilford\WilfEr00,JAX,WR,26,16,8,0,0,0,0,0,0,0,,0,74,41,681,16.61,7,110,154.1,130.6,,34,,WilfEr00
104,Samkon Gado\GadoSa00,GNB,RB,23,8,5,0,1,0,0,0,143,582,4.07,6,12,10,77,7.70,1,108,118.9,108.9,,30,,GadoSa00
105,Priest Holmes\HolmPr00,KAN,RB,32,7,7,0,0,0,0,0,119,451,3.79,6,32,21,197,9.38,1,107,133.3,116.3,,32,,HolmPr00
106,Kevin Jones\JoneKe02,DET,RB,23,13,13,0,0,0,0,0,186,664,3.57,5,28,20,109,5.45,0,107,132.3,115.3,,31,,JoneKe02
107,Eric Moulds\MoulEr00,BUF,WR,32,15,15,0,0,0,0,0,0,0,,0,129,81,816,10.07,4,106,189.6,146.1,,35,,MoulEr00
108,Kyle Boller\BollKy00,BAL,QB,24,9,9,171,293,1799,11,12,23,66,2.87,1,1,0,0,,0,105,115.6,108.6,,28,,BollKy00
109,Fred Taylor\TaylFr00,JAX,RB,29,11,11,0,0,0,0,0,194,787,4.06,3,18,13,83,6.38,0,105,121.0,111.5,,33,,TaylFr00
110,Brandon Lloyd\LloyBr00,SFO,WR,24,16,15,0,0,0,0,0,0,0,,0,109,48,733,15.27,5,103,153.8,126.3,,36,,LloyBr00
111,Josh McCown\McCoJo01,ARI,QB,26,9,6,163,270,1836,9,11,29,139,4.79,0,0,0,0,,0,101,115.8,107.3,,29,,McCoJo01
112,Kevan Barlow\BarlKe00,SFO,RB,26,12,12,0,0,0,0,0,176,581,3.30,3,42,31,241,7.77,0,100,136.2,113.7,,34,,BarlKe00
113,Muhsin Muhammad\MuhaMu00,CHI,WR,32,15,15,0,0,0,0,0,0,0,,0,136,64,750,11.72,4,99,166.0,131.0,,37,,MuhaMu00
114,Drew Bennett\BennDr00,TEN,WR,27,13,10,0,1,0,0,0,1,3,3.00,0,109,58,738,12.72,4,98,159.1,127.1,,38,,BennDr00
115,Bobby Engram\EngrBo00,SEA,WR,32,13,13,0,0,0,0,0,0,0,,0,97,67,778,11.61,3,96,164.8,127.3,,40,,EngrBo00
116,David Garrard\GarrDa00,JAX,QB,27,7,5,98,168,1117,4,1,31,172,5.55,3,0,0,0,,0,96,100.9,92.9,,30,,GarrDa00
117,Eric Parker\ParkEr00,SDG,WR,26,15,9,0,0,0,0,0,4,55,13.75,0,80,57,725,12.72,3,96,155.0,122.5,,39,,ParkEr00
118,Marion Barber\BarbMa01,DAL,RB,22,13,2,0,0,0,0,0,138,538,3.90,5,25,18,115,6.39,0,95,117.8,101.3,,35,,BarbMa01
119,Jerome Bettis\BettJe00,PIT,RB,33,12,0,0,0,0,0,0,110,368,3.35,9,4,4,40,10.00,0,95,101.8,96.8,,36,,BettJe00
120,Brooks Bollinger\BollBr00,NYJ,QB,26,11,9,150,266,1558,7,6,35,135,3.86,0,0,0,0,,0,92,102.3,94.8,,31,,BollBr00
121,T.J. Duckett\DuckT.00,ATL,RB,24,14,0,0,0,0,0,0,121,380,3.14,8,7,6,63,10.50,0,92,100.3,93.3,,37,,DuckT.00
122,Frank Gore\GoreFr00,SFO,RB,22,14,1,0,0,0,0,0,127,608,4.79,3,22,15,131,8.73,0,92,111.9,97.4,,38,,GoreFr00
123,Kelly Holcomb\HolcKe00,BUF,QB,32,10,8,155,230,1509,10,8,18,11,0.61,1,0,0,0,,0,91,96.0,86.5,,32,,HolcKe00
124,Ashley Lelie\LeliAs00,DEN,WR,25,16,13,0,0,0,0,0,5,84,16.80,0,88,42,770,18.33,1,91,136.4,112.4,,41,,LeliAs00
125,Michael Bennett\BennMi00,MIN,RB,27,16,6,0,0,0,0,0,126,473,3.75,3,31,27,124,4.59,2,90,120.2,98.2,,39,,BennMi00
126,Kyle Orton\OrtoKy00,CHI,QB,23,15,15,190,368,1869,9,13,24,44,1.83,0,0,0,0,,0,89,99.2,90.2,,33,,OrtoKy00
127,Antowain Smith\SmitAn00,NOR,RB,33,16,7,0,0,0,0,0,166,659,3.97,3,15,12,46,3.83,0,89,102.5,92.5,,40,,SmitAn00
128,Greg Jones\JoneGr01,JAX,RB,24,14,13,0,0,0,0,0,151,575,3.81,4,15,10,65,6.50,0,88,101.0,93.0,,41,,JoneGr01
129,Marty Booker\BookMa00,MIA,WR,29,15,12,0,1,0,0,0,0,0,,0,86,39,686,17.59,3,87,128.6,106.1,,43,,BookMa00
130,David Givens\GiveDa00,NWE,WR,25,13,10,0,0,0,0,0,2,13,6.50,0,96,59,738,12.51,2,87,149.1,116.6,,42,,GiveDa00
131,Michael Pittman\PittMi00,TAM,RB,30,16,4,0,0,0,0,0,70,436,6.23,1,46,36,300,8.33,1,86,127.1,102.6,,42,,PittMi00
132,Daunte Culpepper\CulpDa00,MIN,QB,28,7,7,139,216,1564,6,12,24,147,6.13,1,0,0,0,,0,85,100.8,92.3,,34,,CulpDa00
133,J.P. Losman\LosmJ.00,BUF,QB,24,9,8,113,228,1340,8,8,31,154,4.97,0,0,0,0,,0,85,95.5,86.0,,35,,LosmJ.00
134,Travis Taylor\TaylTr01,MIN,WR,26,16,13,0,0,0,0,0,2,3,1.50,0,90,50,604,12.08,4,85,137.2,108.7,,44,,TaylTr01
135,Justin McCareins\McCaJu00,NYJ,WR,27,16,16,0,0,0,0,0,1,8,8.00,0,102,43,713,16.58,2,84,130.1,105.6,,45,,McCaJu00
136,Marcus Robinson\RobiMa00,MIN,WR,30,15,9,0,0,0,0,0,0,0,,0,57,31,515,16.61,5,84,117.5,99.0,,46,,RobiMa00
137,Chester Taylor\TaylCh01,BAL,RB,26,15,1,0,0,0,0,0,117,487,4.16,0,53,41,292,7.12,1,84,129.4,101.4,,43,,TaylCh01
138,Reggie Brown\BrowRe01,PHI,WR,24,16,11,0,0,0,0,0,1,5,5.00,0,79,43,571,13.28,4,82,127.1,102.1,,48,,BrowRe01
139,Andre Johnson\JohnAn02,HOU,WR,24,13,13,0,0,0,0,0,6,10,1.67,0,114,63,688,10.92,2,82,147.3,112.3,,47,,JohnAn02
140,Mike McMahon\McMaMi00,PHI,QB,26,9,7,94,207,1158,5,8,34,118,3.47,3,0,0,0,,0,80,90.1,80.1,,36,,McMaMi00
141,Brian Finneran\FinnBr00,ATL,WR,29,16,7,0,0,0,0,0,0,0,,0,81,50,611,12.22,2,79,132.1,104.1,,49,,FinnBr00
142,Matt Jones\JoneMa00,JAX,WR,22,16,1,2,3,12,0,0,12,51,4.25,0,69,36,432,12.00,5,79,116.8,94.8,,50,,JoneMa00
143,Chris Henry\HenrCh00,CIN,WR,22,14,5,0,0,0,0,0,0,0,,0,50,31,422,13.61,6,78,111.2,91.7,,51,,HenrCh00
144,Ben Troupe\TrouBe00,TEN,TE,23,15,11,0,0,0,0,0,0,0,,0,80,55,530,9.64,4,77,134.0,102.5,,12,,TrouBe00
145,Antwaan Randle El\RandAn00,PIT,WR,26,16,15,3,3,67,1,0,12,73,6.08,0,69,35,558,15.94,1,76,123.8,101.3,,52,,RandAn00
146,Anthony Wright\WrigAn00,BAL,QB,29,9,7,164,266,1582,6,9,18,68,3.78,0,0,0,0,,0,76,85.6,80.1,,37,,WrigAn00
147,Corey Bradford\BradCo00,HOU,WR,30,16,6,0,0,0,0,0,1,-2,-2.00,0,66,34,436,12.82,5,75,112.4,92.4,,53,,BradCo00
148,Mike Alstott\AlstMi00,TAM,RB,32,16,7,0,0,0,0,0,34,80,2.35,6,38,25,222,8.88,1,74,102.2,86.7,,45,,AlstMi00
149,Doug Gabriel\GabrDo00,OAK,WR,25,14,2,0,0,0,0,0,1,5,5.00,0,72,37,554,14.97,3,74,113.9,92.4,,54,,GabrDo00
150,Jonathan Wells\WellJo00,HOU,RB,26,15,6,0,0,0,0,0,90,325,3.61,4,27,22,179,8.14,0,74,101.9,84.4,,44,,WellJo00
151,Dallas Clark\ClarDa00,IND,TE,26,15,14,0,0,0,0,0,0,0,,0,52,37,488,13.19,4,73,112.8,91.3,,13,,ClarDa00
152,Chris Perry\PerrCh00,CIN,RB,24,14,2,0,0,0,0,0,61,279,4.57,0,62,51,328,6.43,2,73,128.7,96.2,,46,,PerrCh00
153,Isaac Bruce\BrucIs00,STL,WR,33,11,10,0,0,0,0,0,0,0,,0,71,36,525,14.58,3,71,109.5,88.5,,57,,BrucIs00
154,Joe Horn\HornJo00,NOR,WR,33,13,13,0,0,0,0,0,0,0,,0,103,49,654,13.35,1,71,122.4,93.9,,55,,HornJo00
155,Samie Parker\ParkSa00,KAN,WR,24,12,9,0,0,0,0,0,0,0,,0,58,36,533,14.81,3,71,109.3,87.3,,56,,ParkSa00
156,Artose Pinner\PinnAr00,DET,RB,27,16,2,0,0,0,0,0,106,349,3.29,3,25,21,181,8.62,0,71,98.0,81.5,,47,,PinnAr00
157,Marcel Shipp\ShipMa00,ARI,RB,27,15,11,0,0,0,0,0,157,451,2.87,0,44,35,255,7.29,0,71,109.6,84.1,,48,,ShipMa00
158,Marcus Pollard\PollMa00,DET,TE,33,16,16,0,0,0,0,0,0,0,,0,79,46,516,11.22,3,70,118.1,91.6,,14,,PollMa00
159,Braylon Edwards\EdwaBr00,CLE,WR,22,10,7,0,0,0,0,0,0,0,,0,59,32,512,16.00,3,69,104.2,85.2,,58,,EdwaBr00
160,Michael Jenkins\JenkMi00,ATL,WR,23,14,12,0,0,0,0,0,0,0,,0,71,36,508,14.11,3,69,107.3,85.8,,59,,JenkMi00
161,Mark Clayton\ClayMa01,BAL,WR,23,14,10,0,1,0,0,0,8,33,4.13,1,87,44,471,10.70,2,68,115.4,90.4,,60,,ClayMa01
162,Ben Watson\WatsBe00,NWE,TE,25,15,9,0,0,0,0,0,0,0,,0,54,29,441,15.21,4,68,99.6,81.6,,15,,WatsBe00
163,Darrell Jackson\JackDa00,SEA,WR,27,6,6,0,0,0,0,0,1,7,7.00,0,55,38,482,12.68,3,67,107.9,85.9,,62,,JackDa00
164,Ricky Proehl\ProeRi00,CAR,WR,37,16,0,0,0,0,0,0,1,-8,-8.00,0,50,25,441,17.64,4,67,95.3,79.8,,61,,ProeRi00
165,Marshall Faulk\FaulMa00,STL,RB,32,16,1,0,0,0,0,0,65,292,4.49,0,58,44,291,6.61,1,66,115.3,86.3,,49,,FaulMa00
166,Erron Kinney\KinnEr00,TEN,TE,28,14,14,0,0,0,0,0,0,0,,0,72,55,543,9.87,2,66,124.3,93.8,,16,,KinnEr00
