Rk,X,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y.A,TD.1,Tgt,Rec,Yds.2,Y.R,TD.2,FantPt,DKPt,FDPt,VBD,PosRank,OvRank,namecode
16,Roddy White*\WhitRo00,ATL,WR,28,16,16,0,0,0,0,0,1,2,2.00,0,165,85,1153,13.56,11,182,269.0,223.0,72,7,16,WhitRo00
17,Drew Brees*\BreeDr00,NOR,QB,30,15,15,363,514,4388,34,11,22,33,1.50,2,1,1,-4,-4.00,0,306,316.4,307.9,70,2,17,BreeDr00
18,Sidney Rice*\RiceSi01,MIN,WR,23,16,14,0,1,0,0,0,0,0,,0,121,83,1312,15.81,8,179,264.7,219.7,70,8,18,RiceSi01
19,Ricky Williams\WillRi00,MIA,RB,32,16,7,0,1,0,0,1,241,1121,4.65,11,53,35,264,7.54,2,217,256.0,230.0,66,7,19,WillRi00
20,Brandon Marshall*\MarsBr00,DEN,WR,25,15,13,0,0,0,0,0,7,39,5.57,0,154,101,1120,11.09,10,176,279.9,226.4,66,9,20,MarsBr00
21,Antonio Gates*\GateAn00,SDG,TE,29,16,16,0,0,0,0,0,0,0,,0,114,79,1157,14.65,8,164,245.2,202.2,65,3,21,GateAn00
22,Vincent Jackson*\JackVi00,SDG,WR,26,15,15,0,0,0,0,0,3,11,3.67,0,108,68,1167,17.16,9,172,242.8,205.8,62,10,22,JackVi00
23,Ryan Grant\GranRy00,GNB,RB,27,16,16,0,0,0,0,0,282,1253,4.44,11,30,25,197,7.88,0,211,241.5,222.5,61,8,23,GranRy00
24,Steve Smith*\SmitSt02,NYG,WR,24,16,15,0,0,0,0,0,0,0,,0,157,107,1220,11.40,7,164,274.0,217.5,54,11,24,SmitSt02
25,Wes Welker*+\WelkWe00,NWE,WR,28,14,13,0,0,0,0,0,5,36,7.20,0,162,123,1348,10.96,4,162,287.4,221.9,53,12,25,WelkWe00
26,Marques Colston\ColsMa00,NOR,WR,26,16,14,0,0,0,0,0,1,6,6.00,0,107,70,1074,15.34,9,162,234.0,195.0,52,13,26,ColsMa00
27,Chad Johnson*\JohnCh01,CIN,WR,31,16,15,0,0,0,0,0,3,32,10.67,0,117,72,1047,14.54,9,162,235.9,195.9,52,14,27,JohnCh01
28,Brett Favre*\FavrBr00,MIN,QB,40,16,16,363,531,4202,33,7,9,7,0.78,0,1,1,-2,-2.00,0,287,296.6,292.1,50,3,28,FavrBr00
29,Joseph Addai\AddaJo00,IND,RB,26,15,15,1,1,22,1,0,219,828,3.78,10,63,51,336,6.59,3,199,255.8,223.8,49,9,29,AddaJo00
30,Matt Schaub*\SchaMa00,HOU,QB,28,16,16,396,583,4770,29,15,48,57,1.19,0,0,0,0,,0,285,301.0,296.5,48,4,30,SchaMa00
31,Steven Jackson*\JackSt00,STL,RB,26,15,15,0,0,0,0,0,324,1416,4.37,4,75,51,322,6.31,0,198,253.8,221.3,48,10,31,JackSt00
32,Brent Celek\CeleBr00,PHI,TE,24,16,15,0,0,0,0,0,0,0,,0,112,76,971,12.78,8,145,224.1,183.1,47,4,32,CeleBr00
33,Santonio Holmes\HolmSa00,PIT,WR,25,16,16,0,1,0,0,0,3,6,2.00,0,138,79,1248,15.80,5,155,237.4,194.9,46,15,33,HolmSa00
34,Tony Romo*\RomoTo00,DAL,QB,29,16,16,347,550,4483,26,9,35,105,3.00,1,0,0,0,,0,282,293.8,284.8,46,5,34,RomoTo00
35,Jonathan Stewart\StewJo00,CAR,RB,22,16,3,0,0,0,0,0,221,1133,5.13,10,26,18,139,7.72,1,193,215.7,199.2,43,11,35,StewJo00
36,Hines Ward\WardHi00,PIT,WR,33,16,16,0,0,0,0,0,0,0,,0,137,95,1167,12.28,6,153,249.7,198.2,43,16,36,WardHi00
37,Peyton Manning*+\MannPe00,IND,QB,33,16,16,393,571,4500,33,16,19,-13,-0.68,0,0,0,0,,0,279,296.7,292.7,43,6,37,MannPe00
38,Jamaal Charles\CharJa00,KAN,RB,23,15,10,0,0,0,0,0,190,1120,5.89,7,55,40,297,7.43,1,192,241.7,213.7,42,12,38,CharJa00
39,Philip Rivers*\RivePh00,SDG,QB,28,16,16,317,486,4254,28,9,26,50,1.92,1,0,0,0,,0,275,284.2,278.2,39,7,39,RivePh00
40,Tom Brady*\BradTo00,NWE,QB,32,16,16,371,565,4398,28,13,29,44,1.52,1,0,0,0,,0,274,288.3,283.3,38,8,40,BradTo00
41,Ben Roethlisberger\RoetBe00,PIT,QB,27,15,15,337,506,4328,26,12,40,82,2.05,2,0,0,0,,0,273,284.8,278.3,37,9,41,RoetBe00
42,Derrick Mason\MasoDe00,BAL,WR,35,16,16,0,0,0,0,0,1,2,2.00,0,134,73,1028,14.08,7,145,221.0,181.5,35,17,42,MasoDe00
43,Rashard Mendenhall\MendRa00,PIT,RB,22,16,12,0,0,0,0,0,242,1108,4.58,7,32,25,261,10.44,1,185,214.4,194.4,35,13,43,MendRa00
44,Steve Smith\SmitSt01,CAR,WR,30,15,15,0,0,0,0,0,5,22,4.40,0,129,65,982,15.11,7,144,211.9,175.9,35,18,44,SmitSt01
45,Donald Driver\DrivDo00,GNB,WR,34,16,16,0,0,0,0,0,1,13,13.00,0,113,70,1061,15.16,6,143,215.4,176.4,34,19,45,DrivDo00
46,DeAngelo Williams*\WillDe02,CAR,RB,26,13,13,0,0,0,0,0,216,1117,5.17,7,41,29,252,8.69,0,181,214.4,192.4,31,14,46,WillDe02
47,Greg Jennings\JennGr00,GNB,WR,26,16,13,0,0,0,0,0,0,0,,0,119,68,1113,16.37,4,139,210.3,173.3,30,20,47,JennGr00
48,Calvin Johnson\JohnCa00,DET,WR,24,14,14,0,0,0,0,0,7,73,10.43,0,137,67,984,14.69,5,136,204.2,166.2,26,21,48,JohnCa00
49,Robert Meachem\MeacRo00,NOR,WR,25,16,7,0,0,0,0,0,6,82,13.67,0,64,45,722,16.04,9,134,187.4,160.9,25,22,49,MeacRo00
50,Tony Gonzalez\GonzTo00,ATL,TE,33,16,16,0,0,0,0,0,0,0,,0,134,83,867,10.45,6,123,208.7,164.2,24,5,50,GonzTo00
51,Visanthe Shiancoe\ShiaVi00,MIN,TE,29,16,13,0,0,0,0,0,0,0,,0,79,56,566,10.11,11,123,181.6,150.6,24,6,51,ShiaVi00
52,Anquan Boldin\BoldAn00,ARI,WR,29,15,15,0,0,0,0,0,3,12,4.00,1,127,84,1024,12.19,4,134,219.1,172.6,24,23,52,BoldAn00
53,Kellen Winslow\WinsKe01,TAM,TE,26,16,14,0,0,0,0,0,1,7,7.00,0,127,77,884,11.48,5,121,199.1,157.6,23,7,53,WinsKe01
54,Fred Jackson\JackFr02,BUF,RB,28,16,11,1,1,27,1,0,237,1062,4.48,2,61,46,371,8.07,2,172,222.4,191.4,22,15,54,JackFr02
55,Cedric Benson\BensCe00,CIN,RB,27,13,13,0,0,0,0,0,301,1251,4.16,6,24,17,111,6.53,0,172,194.7,179.7,22,16,55,BensCe00
56,Knowshon Moreno\MoreKn00,DEN,RB,22,16,9,0,0,0,0,0,247,947,3.83,7,41,28,213,7.61,2,170,202.0,180.0,20,17,56,MoreKn00
57,Mike Sims-Walker\WalkMi01,JAX,WR,25,15,14,0,0,0,0,0,0,0,,0,111,63,869,13.79,7,129,193.9,158.4,19,24,57,WalkMi01
58,Percy Harvin*\HarvPe00,MIN,WR,21,15,8,0,0,0,0,0,15,135,9.00,0,91,60,790,13.17,6,129,206.0,169.5,19,25,58,HarvPe00
59,Jason Witten*\WittJa00,DAL,TE,27,16,16,0,0,0,0,0,0,0,,0,124,94,1030,10.96,2,115,212.0,162.0,17,8,59,WittJa00
60,Heath Miller*\MillHe00,PIT,TE,27,16,16,0,0,0,0,0,0,0,,0,98,76,789,10.38,6,115,192.9,150.9,16,9,60,MillHe00
61,Matt Forte\FortMa00,CHI,RB,24,16,16,0,0,0,0,0,258,929,3.60,4,72,57,471,8.26,0,166,226.0,188.5,16,18,61,FortMa00
62,Terrell Owens\OwenTe00,BUF,WR,36,16,16,0,0,0,0,0,6,54,9.00,1,109,55,829,15.07,5,124,181.8,150.8,15,26,62,OwenTe00
63,Eli Manning\MannEl00,NYG,QB,28,16,16,317,509,4021,27,14,17,65,3.82,0,0,0,0,,0,247,257.8,248.3,11,10,63,MannEl00
64,Greg Olsen\OlseGr00,CHI,TE,24,16,15,0,0,0,0,0,0,0,,0,108,60,612,10.20,8,109,172.2,139.2,11,10,64,OlseGr00
65,LaDainian Tomlinson\TomlLa00,SDG,RB,30,14,14,0,1,0,0,0,223,730,3.27,12,30,20,154,7.70,0,160,185.4,168.4,10,19,65,TomlLa00
66,Pierre Thomas\ThomPi00,NOR,RB,25,14,6,0,0,0,0,0,147,793,5.39,6,45,39,302,7.74,2,158,201.5,175.0,7,20,66,ThomPi00
67,Marion Barber\BarbMa01,DAL,RB,26,15,15,0,0,0,0,0,214,932,4.36,7,36,26,221,8.50,0,157,188.3,168.3,7,21,67,BarbMa01
68,Mike Wallace\WallMi00,PIT,WR,23,16,4,0,0,0,0,0,5,48,9.60,0,72,39,756,19.38,6,116,157.9,134.9,7,27,68,WallMi00
69,Hakeem Nicks\NickHa01,NYG,WR,21,14,6,0,0,0,0,0,2,8,4.00,0,74,47,790,16.81,6,116,164.8,137.3,6,28,69,NickHa01
70,Donovan McNabb*\McNaDo00,PHI,QB,33,14,14,267,443,3553,22,10,37,140,3.78,2,1,1,1,1.00,0,240,252.2,240.7,4,11,70,McNaDo00
71,Mario Manningham\MannMa01,NYG,WR,23,14,10,0,0,0,0,0,0,0,,0,99,57,822,14.42,5,112,171.7,139.7,3,29,71,MannMa01
72,John Carlson\CarlJo00,SEA,TE,25,16,16,0,0,0,0,0,0,0,,0,83,51,574,11.25,7,99,153.4,124.9,1,11,72,CarlJo00
73,Michael Turner\TurnMi00,ATL,RB,27,11,11,0,0,0,0,0,178,871,4.89,10,7,5,35,7.00,0,151,156.6,149.1,,22,73,TurnMi00
74,Tim Hightower\HighTi00,ARI,RB,23,16,16,0,0,0,0,0,143,598,4.18,8,80,63,428,6.79,0,151,217.1,177.1,,23,74,HighTi00
75,Zach Miller\MillZa01,OAK,TE,24,15,15,0,0,0,0,0,0,0,,0,99,66,805,12.20,3,99,167.5,131.5,,12,75,MillZa01
76,Austin Collie\CollAu00,IND,WR,24,16,5,0,0,0,0,0,2,1,0.50,0,89,60,676,11.27,7,110,172.7,139.7,,30,76,CollAu00
77,Jerome Harrison\HarrJe00,CLE,RB,26,14,7,0,0,0,0,0,194,862,4.44,5,50,34,220,6.47,2,150,189.2,165.2,,24,77,HarrJe00
78,David Garrard*\GarrDa00,JAX,QB,31,16,16,314,516,3597,15,10,77,323,4.19,3,0,0,0,,0,236,245.2,232.2,,12,78,GarrDa00
79,Jay Cutler\CutlJa00,CHI,QB,26,16,16,336,555,3666,27,26,40,173,4.33,1,0,0,0,,0,230,257.4,246.9,,13,,CutlJa00
80,Kurt Warner\WarnKu00,ARI,QB,38,15,15,339,513,3753,26,14,21,10,0.48,0,0,0,0,,0,227,238.6,230.1,,14,,WarnKu00
81,Jason Campbell\CampJa00,WAS,QB,28,16,16,327,507,3618,20,15,46,236,5.13,1,0,0,0,,0,224,238.8,226.3,,15,,CampJa00
82,Kyle Orton\OrtoKy00,DEN,QB,27,16,15,336,541,3802,21,12,24,71,2.96,0,0,0,0,,0,219,232.2,227.2,,16,,OrtoKy00
83,Carson Palmer\PalmCa00,CIN,QB,30,16,16,282,466,3094,21,13,39,93,2.38,3,0,0,0,,0,213,226.1,220.1,,17,,PalmCa00
84,Joe Flacco\FlacJo00,BAL,QB,24,16,16,315,499,3613,21,12,35,56,1.60,0,0,0,0,,0,210,221.1,214.1,,18,,FlacJo00
85,Matt Ryan\RyanMa00,ATL,QB,24,14,14,263,451,2916,22,14,30,49,1.63,1,0,0,0,,0,188,202.0,196.5,,19,,RyanMa00
86,Matt Cassel\CassMa00,KAN,QB,27,15,15,271,493,2924,16,16,50,189,3.78,0,1,0,0,,0,170,184.9,171.9,,20,,CassMa00
87,Matt Hasselbeck\HassMa00,SEA,QB,34,14,14,293,488,3029,17,17,26,119,4.58,0,0,0,0,,0,167,184.6,173.1,,21,,HassMa00
88,Willis McGahee\McGaWi00,BAL,RB,28,16,1,0,0,0,0,0,109,544,4.99,12,22,15,85,5.67,2,147,164.4,153.4,,25,,McGaWi00
89,Alex Smith\SmitAl03,SFO,QB,25,11,10,225,372,2350,18,12,24,51,2.13,0,1,1,-6,-6.00,0,147,161.0,156.0,,22,,SmitAl03
90,Kevin Smith\SmitKe02,DET,RB,23,13,13,0,0,0,0,0,217,747,3.44,4,57,41,415,10.12,1,146,191.7,163.7,,26,,SmitKe02
91,Cadillac Williams\WillCa02,TAM,RB,27,16,15,0,0,0,0,0,211,823,3.90,4,39,28,217,7.75,3,146,179.5,159.0,,27,,WillCa02
92,Chad Henne\HennCh01,MIA,QB,24,14,13,274,451,2878,12,14,16,32,2.00,1,0,0,0,,0,144,159.3,154.3,,23,,HennCh01
93,Ahmad Bradshaw\BradAh00,NYG,RB,23,15,1,0,0,0,0,0,163,778,4.77,7,30,21,207,9.86,0,141,166.0,148.0,,28,,BradAh00
94,Vince Young*\YounVi00,TEN,QB,26,12,10,152,259,1879,10,7,55,281,5.11,2,0,0,0,,0,141,150.3,140.3,,24,,YounVi00
95,Laurence Maroney\MaroLa00,NWE,RB,24,15,5,0,0,0,0,0,194,757,3.90,9,18,14,99,7.07,0,140,154.6,142.6,,29,,MaroLa00
96,Brandon Jacobs\JacoBr00,NYG,RB,27,15,15,0,0,0,0,0,224,835,3.73,5,31,18,184,10.22,1,138,160.9,144.9,,30,,JacoBr00
97,Mark Sanchez\SancMa00,NYJ,QB,23,15,15,196,364,2444,12,20,36,106,2.94,3,0,0,0,,0,138,159.4,148.4,,25,,SancMa00
98,Beanie Wells\WellCh00,ARI,RB,21,16,0,0,0,0,0,0,176,793,4.51,7,16,12,143,11.92,0,136,151.6,137.6,,31,,WellCh00
99,Ronnie Brown\BrowRo05,MIA,RB,28,9,9,2,6,22,1,0,147,648,4.41,8,20,14,98,7.00,0,127,144.0,133.5,,32,,BrowRo05
100,Justin Forsett\ForsJu00,SEA,RB,24,16,2,0,0,0,0,0,114,619,5.43,4,57,41,350,8.54,1,127,171.9,143.4,,34,,ForsJu00
101,Steve Slaton\SlatSt00,HOU,RB,23,11,10,0,0,0,0,0,131,437,3.34,3,55,44,417,9.48,4,127,173.9,142.4,,33,,SlatSt00
102,Matthew Stafford\StafMa00,DET,QB,21,10,10,201,377,2267,13,20,20,108,5.40,2,0,0,0,,0,127,151.5,143.5,,26,,StafMa00
103,Reggie Bush\BushRe00,NOR,RB,24,14,8,0,0,0,0,0,70,390,5.57,5,68,47,335,7.13,3,121,171.5,140.0,,35,,BushRe00
104,LeSean McCoy\McCoLe01,PHI,RB,21,16,4,0,0,0,0,0,155,637,4.11,4,55,40,308,7.70,0,121,165.5,138.5,,36,,McCoLe01
105,Jason Snelling\SnelJa00,ATL,RB,26,14,2,0,0,0,0,0,142,613,4.32,4,39,30,259,8.63,1,117,152.2,130.2,,37,,SnelJa00
106,Julius Jones\JoneJu01,SEA,RB,28,14,14,0,0,0,0,0,177,663,3.75,2,43,35,232,6.63,2,114,154.5,131.0,,38,,JoneJu01
107,T.J. Houshmandzadeh\HousTJ00,SEA,WR,32,16,16,0,0,0,0,0,0,0,,0,135,79,911,11.53,3,109,190.1,146.6,,31,,HousTJ00
108,Santana Moss\MossSa00,WAS,WR,30,16,16,0,0,0,0,0,2,8,4.00,0,120,70,902,12.89,3,109,181.0,142.0,,32,,MossSa00
109,Jerricho Cotchery\CotcJe00,NYJ,WR,27,14,12,0,0,0,0,0,2,7,3.50,1,96,57,821,14.40,3,107,166.3,134.3,,33,,CotcJe00
110,Chris Chambers\ChamCh00,2TM,WR,31,16,14,0,0,0,0,0,0,0,,0,92,45,730,16.22,5,103,151.0,125.5,,35,,ChamCh00
111,Lee Evans\EvanLe00,BUF,WR,28,16,16,0,0,0,0,0,0,0,,0,96,44,612,13.91,7,103,150.2,125.2,,34,,EvanLe00
112,Pierre Garcon\GarcPi00,IND,WR,23,14,13,0,0,0,0,0,2,10,5.00,0,92,47,765,16.28,4,102,151.0,124.0,,37,,GarcPi00
113,Roy Williams\WillRo04,DAL,WR,28,15,13,0,0,0,0,0,0,0,,0,86,38,596,15.68,7,102,142.1,119.6,,36,,WillRo04
114,Jeremy Maclin\MaclJe00,PHI,WR,21,15,13,0,0,0,0,0,2,-7,-3.50,0,91,56,773,13.80,4,101,159.6,128.6,,38,,MaclJe00
115,Nate Burleson\BurlNa00,SEA,WR,28,13,12,0,0,0,0,0,2,4,2.00,0,103,63,812,12.89,3,100,164.1,128.1,,39,,BurlNa00
116,Josh Freeman\FreeJo00,TAM,QB,21,10,9,158,290,1855,10,18,30,161,5.37,0,1,0,1,,0,100,117.4,106.4,,27,,FreeJo00
117,Jermichael Finley\FinlJe00,GNB,TE,22,13,10,0,0,0,0,0,0,0,,0,72,55,676,12.29,5,98,155.1,124.1,,13,,FinlJe00
118,Felix Jones\JoneFe00,DAL,RB,22,14,1,0,0,0,0,0,116,685,5.91,3,22,19,119,6.26,0,98,121.9,104.9,,39,,JoneFe00
119,Mike Bell\BellMi00,NOR,RB,26,13,3,0,0,0,0,0,172,654,3.80,5,4,4,12,3.00,0,97,102.6,96.6,,40,,BellMi00
120,Todd Heap\HeapTo00,BAL,TE,29,16,16,0,0,0,0,0,1,2,2.00,0,75,53,593,11.19,6,96,151.0,121.0,,14,,HeapTo00
121,Patrick Crayton\CrayPa00,DAL,WR,30,16,6,0,0,0,0,0,4,28,7.00,0,67,37,622,16.81,5,95,145.0,121.5,,40,,CrayPa00
122,Steve Breaston\BreaSt00,ARI,WR,26,15,6,0,0,0,0,0,2,44,22.00,0,82,55,712,12.95,3,94,150.6,119.1,,44,,BreaSt00
123,Correll Buckhalter\BuckCo00,DEN,RB,31,14,7,0,0,0,0,0,120,642,5.35,1,38,31,240,7.74,0,94,129.7,106.7,,41,,BuckCo00
124,Braylon Edwards\EdwaBr00,2TM,WR,26,16,15,0,1,0,0,0,0,0,,0,95,45,680,15.11,4,94,141.5,115.5,,42,,EdwaBr00
125,Devery Henderson\HendDe00,NOR,WR,27,16,11,0,0,0,0,0,4,13,3.25,0,83,51,804,15.76,2,94,147.7,119.2,,43,,HendDe00
126,Devin Hester\HestDe99,CHI,WR,27,13,12,0,0,0,0,0,6,-1,-0.17,0,91,57,757,13.28,3,94,152.1,119.1,,45,,HestDe99
127,Nate Washington\WashNa00,TEN,WR,26,16,15,0,0,0,0,0,2,15,7.50,0,95,47,569,12.11,6,94,143.9,116.9,,41,,WashNa00
128,Ryan Fitzpatrick\FitzRy00,BUF,QB,27,10,8,127,227,1422,9,10,31,141,4.55,1,0,0,0,,0,93,107.5,100.0,,28,,FitzRy00
129,Donnie Avery\AverDo00,STL,WR,25,16,16,0,0,0,0,0,4,30,7.50,0,97,47,589,12.53,5,92,140.9,113.4,,46,,AverDo00
130,Brady Quinn\QuinBr00,CLE,QB,25,10,9,136,256,1339,8,7,20,98,4.90,1,1,1,18,18.00,0,89,98.2,92.7,,29,,QuinBr00
131,Kevin Boss\BossKe00,NYG,TE,25,15,15,0,0,0,0,0,1,16,16.00,0,69,42,567,13.50,5,88,133.3,109.3,,15,,BossKe00
132,Kenny Britt\BritKe00,TEN,WR,21,16,6,0,0,0,0,0,0,0,,0,75,42,701,16.69,3,88,132.6,108.1,,47,,BritKe00
133,Michael Bush\BushMi00,OAK,RB,25,16,7,0,1,0,0,0,123,589,4.79,3,19,17,105,6.18,0,87,109.4,93.9,,42,,BushMi00
134,Fred Davis\DaviFr01,WAS,TE,23,16,10,0,0,0,0,0,0,0,,0,76,48,509,10.60,6,87,137.9,110.9,,16,,DaviFr01
135,Earl Bennett\BennEa00,CHI,WR,22,16,15,0,0,0,0,0,0,0,,0,88,54,717,13.28,2,86,147.7,116.7,,49,,BennEa00
136,Bernard Berrian\BerrBe00,MIN,WR,29,16,15,0,0,0,0,0,0,0,,0,92,55,618,11.24,4,86,143.8,113.3,,48,,BerrBe00
137,Jake Delhomme\DelhJa00,CAR,QB,34,11,11,178,321,2015,8,18,17,60,3.53,0,0,0,0,,0,85,102.6,96.6,,30,,DelhJa00
138,Jabar Gaffney\GaffJa00,DEN,WR,29,16,7,0,0,0,0,0,0,0,,0,87,54,732,13.56,2,85,142.2,112.2,,50,,GaffJa00
139,Chester Taylor\TaylCh01,MIN,RB,30,16,0,0,0,0,0,0,94,338,3.60,1,59,44,389,8.84,1,85,133.7,104.7,,43,,TaylCh01
140,Antonio Bryant\BryaAn00,TAM,WR,28,13,11,0,0,0,0,0,0,0,,0,86,39,600,15.38,4,84,126.0,103.5,,51,,BryaAn00
141,Malcom Floyd\FloyMa00,SDG,WR,28,16,9,0,0,0,0,0,0,0,,0,76,45,776,17.24,1,84,131.6,106.1,,52,,FloyMa00
142,Dwayne Bowe\BoweDw00,KAN,WR,25,11,9,0,0,0,0,0,0,0,,0,87,47,589,12.53,4,83,132.4,105.4,,53,,BoweDw00
143,Laveranues Coles\ColeLa00,CIN,WR,32,16,13,0,0,0,0,0,2,10,5.00,0,77,43,514,11.95,5,82,128.4,103.9,,54,,ColeLa00
144,Owen Daniels\DaniOw00,HOU,TE,27,8,8,0,0,0,0,0,0,0,,0,58,40,519,12.98,5,82,124.4,100.9,,17,,DaniOw00
145,Kevin Faulk\FaulKe00,NWE,RB,33,15,7,0,0,0,0,0,62,335,5.40,2,53,37,301,8.14,1,82,124.1,99.1,,44,,FaulKe00
146,Mohamed Massaquoi\MassMo00,CLE,WR,23,16,11,0,0,0,0,0,1,-3,-3.00,0,95,34,624,18.35,3,80,116.6,96.1,,55,,MassMo00
147,Ryan Moats\MoatRy00,HOU,RB,27,14,2,0,0,0,0,0,101,390,3.86,4,15,13,106,8.15,1,80,97.1,83.1,,45,,MoatRy00
148,Jason Avant\AvanJa00,PHI,WR,26,16,9,0,0,0,0,0,0,0,,0,58,41,587,14.32,3,79,122.2,98.2,,57,,AvanJa00
149,Louis Murphy\MurpLo00,OAK,WR,22,16,9,0,0,0,0,0,6,31,5.17,0,96,34,521,15.32,4,79,116.2,96.2,,56,,MurpLo00
150,Justin Fargas\FargJu00,OAK,RB,29,12,4,0,0,0,0,0,129,491,3.81,3,21,17,113,6.65,0,78,100.9,85.9,,46,,FargJu00
151,Brian Hartline\HartBr00,MIA,WR,23,16,2,0,0,0,0,0,4,29,7.25,1,56,31,506,16.32,3,78,111.5,93.0,,58,,HartBr00
152,Josh Morgan\MorgJo00,SFO,WR,24,16,15,0,0,0,0,0,5,61,12.20,0,80,52,527,10.13,3,77,131.8,102.8,,59,,MorgJo00
153,Kevin Walter\WaltKe00,HOU,WR,28,14,14,0,0,0,0,0,4,26,6.50,0,70,53,611,11.53,2,76,131.7,102.2,,60,,WaltKe00
154,Michael Crabtree\CrabMi00,SFO,WR,22,11,11,0,0,0,0,0,0,0,,0,86,48,625,13.02,2,75,125.0,97.5,,61,,CrabMi00
155,Marshawn Lynch\LyncMa00,BUF,RB,23,13,6,0,0,0,0,0,120,450,3.75,2,37,28,179,6.39,0,75,107.4,85.9,,47,,LyncMa00
156,Jeremy Shockey\ShocJe00,NOR,TE,29,13,12,0,0,0,0,0,0,0,,0,67,48,569,11.85,3,75,125.9,98.9,,18,,ShocJe00
157,James Jones\JoneJa04,GNB,WR,25,16,3,0,0,0,0,0,0,0,,0,62,32,440,13.75,5,74,109.0,90.0,,62,,JoneJa04
158,Derrick Ward\WardDe01,TAM,RB,29,14,1,0,0,0,0,0,114,409,3.59,1,24,20,150,7.50,2,74,99.9,83.9,,48,,WardDe01
159,Maurice Morris\MorrMa00,DET,RB,30,14,3,0,0,0,0,0,93,384,4.13,2,38,26,210,8.08,0,73,104.9,85.4,,49,,MorrMa00
160,Torry Holt\HoltTo00,JAX,WR,33,15,12,0,0,0,0,0,0,0,,0,103,51,722,14.16,0,72,125.7,96.7,,63,,HoltTo00
161,Michael Jenkins\JenkMi00,ATL,WR,27,15,9,0,0,0,0,0,0,0,,0,90,50,635,12.70,1,70,122.5,94.5,,64,,JenkMi00
162,Matt Moore\MoorMa01,CAR,QB,25,7,5,85,138,1053,8,2,12,-3,-0.25,0,0,0,0,,0,70,73.8,69.8,,31,,MoorMa01
163,Ben Watson\WatsBe00,NWE,TE,29,16,7,0,0,0,0,0,0,0,,0,41,29,404,13.93,5,70,102.4,84.9,,19,,WatsBe00
164,Leonard Weaver*+\WeavLe00,PHI,RB,27,16,8,0,0,0,0,0,70,323,4.61,2,26,15,140,9.33,2,70,91.3,77.8,,50,,WeavLe00
165,Marc Bulger\BulgMa00,STL,QB,32,9,8,140,247,1469,5,6,8,22,2.75,0,0,0,0,,0,69,75.0,69.0,,33,,BulgMa00
