Rk,X,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y.A,TD.1,Tgt,Rec,Yds.2,Y.R,TD.2,FantPt,DKPt,FDPt,VBD,PosRank,OvRank,namecode
166,Bruce Gradkowski\GradBr00,OAK,QB,26,7,4,82,150,1007,6,3,18,108,6.00,0,0,0,0,,0,69,75.6,67.1,,32,,GradBr00
167,Tashard Choice\ChoiTa00,DAL,RB,25,16,0,0,0,0,0,0,64,349,5.45,3,22,15,132,8.80,0,68,89.1,75.6,,51,,ChoiTa00
168,Trent Edwards\EdwaTr01,BUF,QB,26,8,7,110,183,1169,6,7,14,106,7.57,0,0,0,0,,0,67,79.9,73.4,,34,,EdwaTr01
169,Dustin Keller\KellDu00,NYJ,TE,25,16,12,0,0,0,0,0,1,7,7.00,0,82,45,522,11.60,2,67,114.4,88.4,,20,,KellDu00
170,Clinton Portis\PortCl00,WAS,RB,28,8,8,0,1,0,0,0,124,494,3.98,1,12,9,57,6.33,1,67,78.6,70.6,,52,,PortCl00
171,Shonn Greene\GreeSh00,NYJ,RB,24,14,0,0,0,0,0,0,108,540,5.00,2,5,0,0,,0,66,67.5,63.0,,55,,GreeSh00
172,Larry Johnson\JohnLa00,2TM,RB,30,14,7,0,0,0,0,0,178,581,3.26,0,21,15,80,5.33,0,66,83.1,71.6,,54,,JohnLa00
173,Darren McFadden\McFaDa00,OAK,RB,22,12,7,0,0,0,0,0,104,357,3.43,1,36,21,245,11.67,0,66,90.7,71.7,,53,,McFaDa00
174,Kerry Collins\CollKe00,TEN,QB,37,7,6,119,216,1225,6,8,11,15,1.36,1,0,0,0,,0,65,74.0,69.5,,35,,CollKe00
175,Marcedes Lewis\LewiMa00,JAX,TE,25,15,15,0,0,0,0,0,0,0,,0,59,32,518,16.19,2,64,98.3,78.8,,21,,LewiMa00
176,Muhsin Muhammad\MuhaMu00,CAR,WR,36,14,13,0,0,0,0,0,0,0,,0,89,53,581,10.96,1,64,120.1,90.6,,65,,MuhaMu00
177,Donald Brown\BrowDo00,IND,RB,22,11,1,0,0,0,0,0,78,281,3.60,3,14,11,169,15.36,0,63,79.5,67.5,,56,,BrowDo00
178,Andre Caldwell\CaldAn00,CIN,WR,24,16,3,0,0,0,0,0,3,22,7.33,0,80,51,432,8.47,3,63,115.4,84.9,,66,,CaldAn00
179,Mark Clayton\ClayMa01,BAL,WR,27,14,12,1,1,0,0,0,4,28,7.00,0,74,34,480,14.12,2,63,99.3,78.8,,67,,ClayMa01
180,Josh Cribbs*+\CribJo01,CLE,WR,26,16,12,1,4,18,0,1,55,381,6.93,1,37,20,135,6.75,1,62,110.3,91.3,,68,,CribJo01
181,Sammy Morris\MorrSa00,NWE,RB,32,12,5,0,0,0,0,0,73,319,4.37,2,27,19,180,9.47,0,62,85.9,69.4,,57,,MorrSa00
182,Shaun Hill\HillSh00,SFO,QB,29,6,6,87,155,943,5,2,8,70,8.75,0,0,0,0,,0,61,64.2,59.7,,36,,HillSh00
183,Jamal Lewis\LewiJa00,CLE,RB,30,9,8,0,0,0,0,0,143,500,3.50,0,11,8,88,11.00,0,61,71.8,64.8,,58,,LewiJa00
184,Bryant Johnson\JohnBr02,DET,WR,28,16,16,0,0,0,0,0,0,0,,0,87,35,417,11.91,3,60,97.7,77.2,,69,,JohnBr02
185,Mike Tolbert\TolbMi00,SDG,RB,24,16,3,0,0,0,0,0,25,148,5.92,1,22,17,192,11.29,3,58,80.5,65.5,,59,,TolbMi00
186,Brian Westbrook\WestBr00,PHI,RB,30,8,7,0,1,0,0,0,61,274,4.49,1,34,25,181,7.24,1,58,88.5,70.0,,60,,WestBr00
187,Brandon Stokley\StokBr00,DEN,WR,33,16,2,0,0,0,0,0,0,0,,0,33,19,327,17.21,4,57,78.7,66.2,,70,,StokBr00
188,Justin Gage\GageJu00,TEN,WR,28,12,10,0,0,0,0,0,0,0,,0,67,28,383,13.68,3,56,87.3,70.3,,71,,GageJu00
189,Ted Ginn\GinnTe00,MIA,WR,24,16,12,0,0,0,0,0,7,48,6.86,0,78,38,454,11.95,1,56,108.2,85.2,,72,,GinnTe00
190,Deion Branch\BranDe00,SEA,WR,30,14,5,0,0,0,0,0,1,-8,-8.00,0,79,45,437,9.71,2,55,102.9,77.4,,75,,BranDe00
191,Greg Camarillo\CamaGr00,MIA,WR,27,16,16,0,0,0,0,0,0,0,,0,72,50,552,11.04,0,55,108.2,80.2,,73,,CamaGr00
192,Kelley Washington\WashKe00,BAL,WR,30,15,2,0,0,0,0,0,1,1,1.00,0,48,34,431,12.68,2,55,92.2,72.2,,74,,WashKe00
193,Devin Aromashodu\AromDe00,CHI,WR,25,10,2,0,0,0,0,0,0,0,,0,43,24,298,12.42,4,54,80.8,65.8,,76,,AromDe00
194,Tony Scheffler\ScheTo00,DEN,TE,26,15,9,0,0,0,0,0,0,0,,0,50,31,416,13.42,2,54,87.6,69.1,,22,,ScheTo00
195,Rock Cartwright\CartRo01,WAS,RB,30,16,2,0,0,0,0,0,64,228,3.56,0,32,27,242,8.96,1,53,86.0,66.5,,62,,CartRo01
196,Arian Foster\FostAr00,HOU,RB,23,6,1,0,0,0,0,0,54,257,4.76,3,9,8,93,11.63,0,53,63.5,56.0,,61,,FostAr00
197,Fred Taylor\TaylFr00,NWE,RB,33,6,1,0,0,0,0,0,63,269,4.27,4,3,2,17,8.50,0,53,57.1,52.6,,63,,TaylFr00
198,Ladell Betts\BettLa00,WAS,RB,30,10,2,0,0,0,0,0,56,210,3.75,2,21,17,179,10.53,0,51,73.9,59.4,,65,,BettLa00
199,Willie Parker\ParkWi00,PIT,RB,29,14,3,0,0,0,0,0,98,389,3.97,0,7,6,64,10.67,1,51,59.3,52.3,,64,,ParkWi00
200,Chris Brown\BrowCh03,HOU,RB,28,14,4,0,1,0,0,1,79,267,3.38,3,21,16,74,4.63,0,50,69.6,58.1,,66,,BrowCh03
201,Brandon Jackson\JackBr00,GNB,RB,24,12,0,0,0,0,0,0,37,111,3.00,2,26,21,187,8.90,1,50,76.3,59.3,,67,,JackBr00
202,Jerious Norwood\NorwJe00,ATL,RB,26,10,4,0,0,0,0,0,76,252,3.32,0,22,19,186,9.79,1,50,74.3,58.3,,68,,NorwJe00
203,Bo Scaife\ScaiBo00,TEN,TE,28,14,10,0,0,0,0,0,0,0,,0,70,45,440,9.78,1,50,97.5,71.5,,23,,ScaiBo00
204,Devin Thomas\ThomDe02,WAS,WR,23,14,10,0,0,0,0,0,3,-2,-0.67,0,47,25,325,13.00,3,50,78.3,62.8,,77,,ThomDe02
205,Bobby Wade\WadeBo00,KAN,WR,28,12,6,0,0,0,0,0,3,11,3.67,0,74,36,367,10.19,2,50,87.3,64.8,,78,,WadeBo00
206,Chaz Schilens\SchiCh00,OAK,WR,24,8,8,0,0,0,0,0,0,0,,0,52,29,365,12.59,2,49,80.5,63.0,,79,,SchiCh00
207,Quinton Ganther\GantQu00,WAS,RB,25,8,4,0,0,0,0,0,62,201,3.24,3,10,9,99,11.00,0,48,60.0,52.5,,69,,GantQu00
208,Will Heller\HellWi00,DET,TE,28,16,9,0,0,0,0,0,0,0,,0,50,29,296,10.21,3,48,79.6,62.1,,24,,HellWi00
209,Mark Bradley\BradMa00,KAN,WR,27,13,6,1,1,26,0,0,2,20,10.00,0,57,24,320,13.33,2,47,74.0,59.0,,80,,BradMa00
210,Daunte Culpepper\CulpDa00,DET,QB,32,8,5,89,157,945,3,6,18,91,5.06,0,0,0,0,,0,47,53.9,48.9,,37,,CulpDa00
211,Brandon Pettigrew\PettBr00,DET,TE,24,11,11,0,0,0,0,0,0,0,,0,54,30,346,11.53,2,47,79.1,60.6,,25,,PettBr00
212,Anthony Fasano\FasaAn00,MIA,TE,25,14,14,0,0,0,0,0,0,0,,0,53,31,339,10.94,2,46,78.9,59.4,,26,,FasaAn00
213,Kevin Kolb\KolbKe00,PHI,QB,25,5,2,62,96,741,4,3,5,-1,-0.20,1,0,0,0,,0,46,50.5,46.5,,39,,KolbKe00
214,JaMarcus Russell\RussJa00,OAK,QB,24,12,9,120,246,1287,3,11,18,44,2.44,0,0,0,0,,0,46,55.4,47.9,,38,,RussJa00
215,Sam Aiken\AikeSa00,NWE,WR,29,14,7,0,0,0,0,0,0,0,,0,41,20,326,16.30,2,45,67.6,54.6,,81,,AikeSa00
216,Chris Cooley\CoolCh00,WAS,TE,27,7,7,0,0,0,0,0,0,0,,0,45,29,332,11.45,2,45,76.7,58.7,,28,,CoolCh00
217,Daniel Fells\FellDa00,STL,TE,26,14,4,0,0,0,0,0,0,0,,0,35,21,273,13.00,3,45,68.8,54.8,,27,,FellDa00
218,Seneca Wallace\WallSe00,SEA,QB,29,13,2,78,120,700,3,2,16,2,0.13,1,3,2,29,14.50,0,45,49.6,43.1,,40,,WallSe00
219,Kyle Boller\BollKy00,STL,QB,28,7,4,98,176,899,3,6,13,76,5.85,0,0,0,0,,0,44,51.6,47.6,,41,,BollKy00
220,Le'Ron McClain*\McClLe00,BAL,RB,25,16,14,0,0,0,0,0,46,180,3.91,2,27,21,141,6.71,0,44,71.1,54.6,,70,,McClLe00
221,Jordy Nelson\NelsJo00,GNB,WR,24,13,0,0,0,0,0,0,0,0,,0,31,22,320,14.55,2,44,67.5,52.0,,83,,NelsJo00
222,Chansi Stuckey\StucCh20,2TM,WR,26,15,3,0,0,0,0,0,2,6,3.00,0,66,30,318,10.60,2,44,77.4,59.4,,82,,StucCh20
223,Lex Hilliard\HillLe00,MIA,RB,25,16,0,0,0,0,0,0,23,89,3.87,1,20,20,158,7.90,2,43,65.7,52.7,,72,,HillLe00
224,Mewelde Moore\MoorMe00,PIT,RB,27,16,0,1,1,6,1,0,35,118,3.37,0,31,21,153,7.29,2,43,70.3,53.8,,71,,MoorMe00
225,Dante Rosario\RosaDa00,CAR,TE,25,14,8,0,0,0,0,0,0,0,,0,48,26,313,12.04,2,43,72.3,56.3,,29,,RosaDa00
226,Maurice Stovall\StovMa00,TAM,WR,24,15,7,0,0,0,0,0,0,0,,0,47,24,366,15.25,1,43,69.6,54.6,,84,,StovMa00
227,Julian Edelman\EdelJu00,NWE,WR,23,11,7,0,0,0,0,0,2,5,2.50,0,54,37,359,9.70,1,42,81.9,59.9,,85,,EdelJu00
228,Josh Johnson\JohnJo05,TAM,QB,23,6,4,63,125,685,4,8,22,148,6.73,0,0,0,0,,0,42,52.7,43.2,,42,,JohnJo05
229,Chris Redman\RedmCh00,ATL,QB,32,6,2,69,119,781,4,3,6,4,0.67,0,0,0,0,,0,42,47.1,43.6,,43,,RedmCh00
230,David Thomas\ThomDa02,NOR,TE,26,15,8,0,0,0,0,0,0,0,,0,48,35,356,10.17,1,42,79.6,59.1,,30,,ThomDa02
231,Brandon Gibson\GibsBr00,2TM,WR,22,10,4,0,0,0,0,0,0,0,,0,69,34,348,10.24,1,41,76.8,55.8,,86,,GibsBr00
232,Derek Anderson\AndeDe00,CLE,QB,26,8,7,81,182,888,3,10,10,8,0.80,2,0,0,0,,0,40,50.8,45.3,,44,,AndeDe00
233,Randy McMichael\McMiRa01,STL,TE,30,16,16,0,0,0,0,0,0,0,,0,62,34,332,9.76,1,39,76.2,56.2,,31,,McMiRa01
234,Sammie Stroughter\StroSa00,TAM,WR,23,13,0,0,0,0,0,0,0,0,,0,60,31,334,10.77,1,39,79.4,60.9,,87,,StroSa00
235,Joel Dreessen\DreeJo00,HOU,TE,27,16,11,0,0,0,0,0,0,0,,0,39,26,320,12.31,1,38,67.0,51.0,,33,,DreeJo00
236,John Paul Foschi\FoscJo00,CIN,TE,27,15,10,0,0,0,0,0,0,0,,0,37,27,260,9.63,2,38,67.5,50.5,,34,,FoscJo00
237,Jeff King\KingJe00,CAR,TE,26,16,15,0,0,0,0,0,0,0,,0,33,25,200,8.00,3,38,65.5,49.5,,32,,KingJe00
238,Legedu Naanee\NaanLe00,SDG,WR,26,15,1,1,1,21,0,0,3,7,2.33,0,29,24,242,10.08,2,38,64.7,49.7,,88,,NaanLe00
239,David Anderson\AndeDa01,HOU,TE,26,16,8,0,0,0,0,0,0,0,,0,53,38,370,9.74,0,37,78.0,56.0,,35,,AndeDa01
240,Glen Coffee\CoffGl00,SFO,RB,22,14,2,0,0,0,0,0,83,226,2.72,1,18,11,76,6.91,0,36,50.2,41.7,,74,,CoffGl00
241,Chris Henry\HenrCh00,CIN,WR,26,8,0,0,0,0,0,0,0,0,,0,23,12,236,19.67,2,36,50.6,41.6,,89,,HenrCh00
242,Rashad Jennings\JennRa00,JAX,RB,24,15,0,0,0,0,0,0,39,202,5.18,1,18,16,101,6.31,0,36,58.3,44.3,,73,,JennRa00
243,LenDale White\WhitLe01,TEN,RB,25,13,0,0,0,0,0,0,64,222,3.47,2,5,3,14,4.67,0,36,41.1,36.1,,75,,WhitLe01
244,Daniel Graham\GrahDa00,DEN,TE,31,16,14,0,0,0,0,0,0,0,,0,43,28,289,10.32,1,35,65.9,48.9,,36,,GrahDa00
245,Malcolm Kelly\KellMa01,WAS,WR,23,16,10,0,0,0,0,0,0,0,,0,41,25,347,13.88,0,35,62.7,47.2,,91,,KellMa01
246,Josh Reed\ReedJo01,BUF,WR,29,14,4,0,0,0,0,0,0,0,,0,45,27,291,10.78,1,35,63.6,45.6,,90,,ReedJo01
247,Eddie Royal\RoyaEd00,DEN,WR,23,14,12,0,0,0,0,0,1,1,1.00,0,79,37,345,9.32,0,35,86.1,64.1,,92,,RoyaEd00
248,Chris Jennings\JennCh00,CLE,RB,24,9,1,0,0,0,0,0,63,220,3.49,1,13,9,56,6.22,0,34,45.6,38.1,,76,,JennCh00
249,Byron Leftwich\LeftBy00,TAM,QB,29,3,3,58,107,594,4,3,6,6,1.00,0,0,0,0,,0,34,39.4,35.4,,45,,LeftBy00
250,Zach Miller\MillZa02,JAX,TE,25,14,0,0,0,0,0,0,1,3,3.00,0,27,21,212,10.10,2,34,57.5,44.0,,37,,MillZa02
251,Brad Smith\SmitBr01,NYJ,QB,26,13,2,1,1,27,0,0,18,207,11.50,1,12,7,63,9.00,0,34,50.1,43.6,,46,,SmitBr01
252,Donald Lee\LeexDo00,GNB,TE,29,16,10,0,0,0,0,0,0,0,,0,54,37,260,7.03,1,32,72.0,50.5,,38,,LeexDo00
253,Brian Leonard\LeonBr00,CIN,RB,25,14,1,0,0,0,0,0,27,84,3.11,0,35,30,217,7.23,0,32,64.6,46.1,,77,,LeonBr00
254,Michael Clayton\ClayMi00,TAM,WR,27,13,11,0,1,0,0,0,0,0,,0,48,16,230,14.38,1,31,50.0,39.0,,93,,ClayMi00
255,Mike Sellers\SellMi00,WAS,RB,34,15,7,0,0,0,0,0,0,0,,0,26,17,176,10.35,2,30,49.1,37.1,,78,,SellMi00
256,Lynell Hamilton\HamiLy20,NOR,RB,24,9,1,0,0,0,0,0,35,125,3.57,2,7,5,48,9.60,0,29,37.3,31.8,,79,,HamiLy20
257,Lance Moore\MoorLa00,NOR,WR,26,7,0,0,0,0,0,0,0,0,,0,19,14,153,10.93,2,29,44.3,34.3,,94,,MoorLa00
258,Michael Vick\VickMi00,PHI,QB,29,12,1,6,13,86,1,0,24,95,3.96,2,0,0,0,,0,29,28.9,28.9,,47,,VickMi00
259,Aaron Brown\BrowAa00,DET,RB,24,15,2,0,0,0,0,0,27,131,4.85,0,15,9,84,9.33,1,28,39.5,32.0,,80,,BrowAa00
260,Alge Crumpler\CrumAl00,TEN,TE,32,16,14,0,0,0,0,0,0,0,,0,37,27,222,8.22,1,28,57.7,40.7,,39,,CrumAl00
261,Joey Haynos\HaynJo00,MIA,TE,25,16,8,0,0,0,0,0,0,0,,0,37,19,162,8.53,2,28,49.7,36.7,,40,,HaynJo00
262,Johnnie Lee Higgins\HiggJo00,OAK,WR,26,15,5,0,0,0,0,0,2,21,10.50,0,45,19,263,13.84,0,28,48.4,33.9,,95,,HiggJo00
263,Desmond Clark\ClarDe00,CHI,TE,32,11,7,0,0,0,0,0,0,0,,0,34,19,145,7.63,2,27,48.5,36.0,,42,,ClarDe00
264,Early Doucet\DoucEa00,ARI,WR,24,9,0,0,0,0,0,0,0,0,,0,24,17,214,12.59,1,27,47.4,35.9,,96,,DoucEa00
265,Heath Evans\EvanHe00,NOR,RB,31,6,5,0,0,0,0,0,5,16,3.20,1,13,10,70,7.00,2,27,36.6,31.6,,82,,EvanHe00
266,Ben Patrick\PatrBe00,ARI,TE,25,9,7,0,0,0,0,0,0,0,,0,16,12,146,12.17,2,27,41.6,32.6,,41,,PatrBe00
267,Delanie Walker\WalkHu00,SFO,RB,25,16,8,0,0,0,0,0,3,34,11.33,0,33,21,233,11.10,0,27,49.7,35.2,,81,,WalkHu00
268,Chris Baker\BakeCh00,NWE,TE,30,16,7,0,0,0,0,0,0,0,,0,19,14,142,10.14,2,26,43.2,33.2,,43,,BakeCh00
269,Isaac Bruce\BrucIs00,SFO,WR,37,10,7,0,0,0,0,0,1,-8,-8.00,0,49,21,264,12.57,0,26,49.6,36.1,,97,,BrucIs00
270,Kellen Davis\DaviKe01,CHI,TE,24,16,2,0,0,0,0,0,0,0,,0,14,9,75,8.33,3,26,34.5,30.0,,44,,DaviKe01
271,Dwayne Jarrett\JarrDw00,CAR,WR,23,13,2,0,0,0,0,0,0,0,,0,31,17,196,11.53,1,26,45.6,34.1,,98,,JarrDw00
272,Sean Ryan\RyanSe00,KAN,TE,29,10,8,0,0,0,0,0,0,0,,0,27,14,135,9.64,2,26,42.5,32.5,,45,,RyanSe00
273,Marty Booker\BookMa00,ATL,WR,33,16,1,0,0,0,0,0,1,7,7.00,0,31,16,181,11.31,1,25,43.8,32.8,,101,,BookMa00
274,Keenan Burton\BurtKe00,STL,WR,25,9,6,0,0,0,0,0,0,0,,0,45,25,253,10.12,0,25,53.3,37.8,,99,,BurtKe00
275,David Clowney\ClowDa00,NYJ,WR,24,13,3,0,0,0,0,0,3,1,0.33,0,22,14,191,13.64,1,25,41.7,31.2,,100,,ClowDa00
276,Kenneth Darby\DarbKe00,STL,RB,27,16,1,0,0,0,0,0,27,152,5.63,0,24,18,96,5.33,0,25,45.8,33.8,,83,,DarbKe00
277,Domenik Hixon\HixoDo00,NYG,WR,25,14,2,0,0,0,0,0,0,0,,0,28,15,187,12.47,1,25,47.2,35.2,,102,,HixoDo00
278,John Kuhn\KuhnJo00,GNB,RB,27,14,6,0,0,0,0,0,8,18,2.25,1,7,7,47,6.71,2,25,31.5,28.0,,84,,KuhnJo00
279,Gary Barnidge\BarnGa01,CAR,TE,24,16,3,0,0,0,0,0,0,0,,0,21,12,242,20.17,0,24,38.7,29.2,,46,,BarnGa01
280,Ahman Green\GreeAh00,GNB,RB,32,8,0,0,0,0,0,0,41,160,3.90,1,5,3,18,6.00,0,24,29.8,25.3,,85,,GreeAh00
281,Justin Peelle\PeelJu00,ATL,TE,30,15,8,0,0,0,0,0,0,0,,0,15,12,115,9.58,2,24,38.5,29.5,,47,,PeelJu00
282,Charlie Frye\FryeCh00,OAK,QB,28,3,3,53,87,581,1,4,4,41,10.25,0,0,0,0,,0,23,30.3,27.3,,48,,FryeCh00
283,Leonard Pope\PopeLe00,KAN,TE,26,13,8,0,0,0,0,0,0,0,,0,30,20,174,8.70,1,23,46.4,33.4,,48,,PopeLe00
284,Laurent Robinson\RobiLa01,STL,WR,24,3,3,0,0,0,0,0,0,0,,0,23,13,167,12.85,1,23,38.7,29.2,,103,,RobiLa01
285,Kahlil Bell\BellKa00,CHI,RB,23,7,0,0,0,0,0,0,40,220,5.50,0,3,1,4,4.00,0,22,26.4,22.9,,86,,BellKa00
286,David Carr\CarrDa00,NYG,QB,30,6,0,21,33,225,1,0,9,27,3.00,1,0,0,0,,0,22,21.2,20.7,,49,,CarrDa00
287,Vonta Leach\LeacVo00,HOU,RB,28,16,4,0,0,0,0,0,0,0,,0,26,20,155,7.75,1,22,44.5,31.5,,88,,LeacVo00
288,Shawn Nelson\NelsSh00,BUF,TE,24,12,12,0,0,0,0,0,0,0,,0,29,17,156,9.18,1,22,40.6,28.1,,49,,NelsSh00
289,Chad Simpson\SimpCh00,IND,RB,24,14,0,0,0,0,0,0,15,102,6.80,2,4,3,1,0.33,0,22,34.3,29.8,,87,,SimpCh00
290,Eric Weems\WeemEr00,ATL,WR,24,16,0,0,0,0,0,0,8,53,6.63,0,6,6,50,8.33,2,22,26.8,22.3,,104,,WeemEr00
291,Jason Hill\HillJa00,SFO,WR,24,11,0,0,0,0,0,0,0,0,,0,16,9,90,10.00,2,21,30.0,25.5,,105,,HillJa00
292,Darrius Heyward-Bey\HeywDa00,OAK,WR,22,11,11,0,0,0,0,0,2,19,9.50,0,40,9,124,13.78,1,20,32.3,24.8,,106,,HeywDa00
293,Brad Hoover\HoovBr00,CAR,RB,33,11,4,0,0,0,0,0,20,52,2.60,1,9,4,23,5.75,1,20,23.0,20.5,,89,,HoovBr00
294,Demetrius Williams\WillDe03,BAL,WR,26,12,0,0,0,0,0,0,0,0,,0,17,8,142,17.75,1,20,31.2,24.2,,107,,WillDe03
295,Marcus Mason\MasoMa00,WAS,RB,25,10,0,0,0,0,0,0,32,127,3.97,0,7,6,58,9.67,0,19,27.5,21.5,,92,,MasoMa00
296,Robert Royal\RoyaRo00,CLE,TE,30,13,11,0,0,0,0,0,0,0,,0,26,11,134,12.18,1,19,33.4,24.9,,50,,RoyaRo00
297,Jerramy Stevens\StevJe00,TAM,TE,30,16,8,0,0,0,0,0,0,0,,0,32,15,130,8.67,1,19,37.0,26.5,,51,,StevJe00
298,Jerheme Urban\UrbaJe00,ARI,WR,29,10,0,0,0,0,0,0,0,0,,0,29,18,186,10.33,0,19,39.6,27.6,,108,,UrbaJe00
299,Garrett Wolfe\WolfGa00,CHI,RB,25,8,0,0,0,0,0,0,22,120,5.45,1,3,2,12,6.00,0,19,24.2,20.2,,90,,WolfGa00
300,Jason Wright\WrigJa01,ARI,RB,27,16,0,0,0,0,0,0,3,17,5.67,0,11,9,53,5.89,2,19,28.0,23.5,,91,,WrigJa01
301,Todd Yoder\YodeTo00,WAS,TE,31,16,1,0,0,0,0,0,0,0,,0,5,4,9,2.25,3,19,22.9,20.9,,52,,YodeTo00
302,Deon Butler\ButlDe00,SEA,WR,23,16,0,0,0,0,0,0,0,0,,0,42,15,175,11.67,0,18,35.5,25.0,,111,,ButlDe00
303,Jeff Dugan\DugaJe00,MIN,TE,28,16,4,0,0,0,0,0,3,7,2.33,0,6,6,52,8.67,2,18,23.9,20.9,,54,,DugaJe00
304,Jerome Felton\FeltJe00,DET,RB,23,13,8,0,0,0,0,0,15,46,3.07,0,17,13,133,10.23,0,18,33.9,24.4,,95,,FeltJe00
305,Earnest Graham\GrahEa00,TAM,RB,29,13,6,0,0,0,0,0,14,66,4.71,0,22,14,109,7.79,0,18,34.5,24.5,,96,,GrahEa00
306,Justin Griffith\GrifJu00,SEA,RB,29,13,11,0,0,0,0,0,4,6,1.50,0,26,19,118,6.21,1,18,39.9,26.9,,94,,GrifJu00
307,Mike Hart\HartMi00,IND,RB,23,9,0,0,0,0,0,0,26,70,2.69,1,8,5,54,10.80,0,18,23.4,20.9,,93,,HartMi00
308,Sam Hurd\HurdSa00,DAL,WR,24,16,1,0,0,0,0,0,0,0,,0,12,7,121,17.29,1,18,28.1,21.6,,109,,HurdSa00
309,Lance Long\LongLa00,2TM,WR,24,8,1,0,0,0,0,0,1,-1,-1.00,0,38,20,178,8.90,0,18,40.2,26.7,,110,,LongLa00
310,Ernest Wilford\WilfEr00,JAX,TE,30,15,7,0,0,0,0,0,0,0,,0,21,11,123,11.18,1,18,32.3,23.8,,53,,WilfEr00
311,Brodie Croyle\CroyBr00,KAN,QB,26,3,1,23,40,230,2,0,0,0,,0,0,0,0,,0,17,16.7,16.2,,52,,CroyBr00
312,Dennis Dixon\DixoDe00,PIT,QB,24,1,1,12,26,145,1,1,3,27,9.00,1,0,0,0,,0,17,17.5,17.5,,53,,DixoDe00
313,Keith Null\NullKe00,STL,QB,24,4,4,73,119,566,3,9,5,6,1.20,0,0,0,0,,0,17,27.7,23.2,,50,,NullKe00
314,Chad Pennington\PennCh01,MIA,QB,33,3,3,51,74,413,1,2,3,7,2.33,0,0,0,0,,0,17,20.7,16.2,,51,,PennCh01
315,Lousaka Polite\PoliLo00,MIA,RB,28,16,9,0,0,0,0,0,37,123,3.32,0,23,11,51,4.64,0,17,30.9,21.9,,97,,PoliLo00
316,Martellus Bennett\BennMa00,DAL,TE,22,14,6,0,0,0,0,0,0,0,,0,30,15,159,10.60,0,16,33.9,23.4,,55,,BennMa00
317,Derek Hagan\HagaDe00,NYG,WR,25,16,0,0,0,0,0,0,0,0,,0,8,8,101,12.63,1,16,27.1,20.1,,112,,HagaDe00
318,Greg Lewis\LewiGr01,MIN,WR,29,13,1,0,0,0,0,0,0,0,,0,11,8,96,12.00,1,16,23.6,19.6,,113,,LewiGr01
319,Evan Moore\MoorEv00,CLE,TE,24,5,0,0,0,0,0,0,0,0,,0,23,12,158,13.17,0,16,30.8,21.8,,56,,MoorEv00
320,Reggie Brown\BrowRe01,PHI,WR,28,14,2,0,0,0,0,0,1,-3,-3.00,0,24,9,155,17.22,0,15,27.2,19.7,,114,,BrowRe01
321,Daniel Coats\CoatDa00,CIN,TE,25,16,11,0,0,0,0,0,0,0,,0,31,16,150,9.38,0,15,33.0,21.0,,57,,CoatDa00
322,Danny Ware\WareDa00,NYG,RB,24,8,0,0,0,0,0,0,13,73,5.62,1,4,3,15,5.00,0,15,17.3,15.3,,98,,WareDa00
323,Danny Woodhead\WoodDa02,NYJ,WR,24,10,0,0,0,0,0,0,15,64,4.27,0,14,8,87,10.88,0,15,23.1,19.1,,115,,WoodDa02
324,Mike Cox\Cox_Mi20,KAN,RB,24,16,10,0,0,0,0,0,3,5,1.67,1,13,10,79,7.90,0,14,24.4,19.4,,99,,Cox_Mi20
325,Brian Hoyer\HoyeBr00,NWE,QB,24,5,0,19,27,142,0,0,10,25,2.50,1,0,0,0,,0,14,14.2,14.2,,54,,HoyeBr00
326,Edgerrin James\JameEd00,SEA,RB,31,7,0,0,0,0,0,0,46,125,2.72,0,3,3,19,6.33,0,14,19.9,14.9,,100,,JameEd00
327,Michael Bennett\BennMi00,SDG,RB,31,6,0,0,0,0,0,0,23,65,2.83,0,7,6,65,10.83,0,13,19.0,16.0,,106,,BennMi00
328,Tim Castille\CastTi20,KAN,RB,25,7,0,0,1,0,0,1,14,55,3.93,0,6,4,37,9.25,1,13,17.7,15.2,,102,,CastTi20
329,Casey Fitzsimmons\FitzCa00,DET,TE,29,12,1,0,0,0,0,0,0,0,,0,27,18,128,7.11,0,13,33.3,20.8,,59,,FitzCa00
330,BenJarvus Green-Ellis\GreeBe00,NWE,RB,24,12,0,0,0,0,0,0,26,114,4.38,0,5,2,11,5.50,0,13,17.5,13.5,,107,,GreeBe00
331,Steve Heiden\HeidSt00,CLE,TE,33,7,6,0,0,0,0,0,0,0,,0,17,10,73,7.30,1,13,22.8,17.3,,58,,HeidSt00
332,Peyton Hillis\HillPe00,DEN,RB,23,14,2,0,0,0,0,0,13,54,4.15,1,6,4,19,4.75,0,13,16.8,14.3,,101,,HillPe00
333,Nate Hughes\HughNa00,JAX,WR,24,8,0,0,0,0,0,0,0,0,,0,12,5,70,14.00,1,13,18.0,15.5,,116,,HughNa00
334,Moran Norris\NorrMo00,SFO,RB,31,16,7,0,0,0,0,0,14,41,2.93,1,11,7,31,4.43,0,13,19.7,15.7,,104,,NorrMo00
335,Tyrell Sutton\SuttTy00,CAR,RB,23,7,1,0,0,0,0,0,12,68,5.67,0,11,6,62,10.33,0,13,19.0,16.0,,105,,SuttTy00
