Rk,X,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y.A,TD.1,Tgt,Rec,Yds.2,Y.R,TD.2,FantPt,DKPt,FDPt,VBD,PosRank,OvRank,namecode
336,Derrius Thompson\ThomDe00,WAS,WR,24,16,0,0,0,0,0,0,0,0,,0,6,3,52,17.33,1,11,14.2,12.7,,120,,ThomDe00
337,Damon Washington\WashDa00,NYG,RB,24,10,0,0,0,0,0,0,28,89,3.18,0,6,4,25,6.25,0,11,14.4,11.4,,107,,WashDa00
338,Na Brown\BrowNa00,PHI,WR,24,16,2,0,0,0,0,0,0,0,,0,17,7,95,13.57,0,10,16.5,13.0,,124,,BrowNa00
339,Mark Bruener\BrueMa00,PIT,TE,29,9,9,0,0,0,0,0,0,0,,0,19,12,98,8.17,0,10,21.8,15.8,,56,,BrueMa00
340,Brock Huard\HuarBr00,SEA,QB,25,1,0,9,17,127,1,0,1,11,11.00,0,0,0,0,,0,10,10.2,10.2,,51,,HuarBr00
341,Kevin Kasper\KaspKe00,DEN,WR,24,10,4,0,0,0,0,0,3,19,6.33,0,12,8,84,10.50,0,10,18.3,14.3,,123,,KaspKe00
342,Wane McGarity\McGaWa00,2TM,WR,25,12,1,0,0,0,0,0,0,0,,0,12,7,43,6.14,1,10,16.3,11.8,,122,,McGaWa00
343,Scottie Montgomery\MontSc00,DEN,WR,23,8,0,0,0,0,0,0,1,5,5.00,0,22,11,99,9.00,0,10,21.4,15.9,,121,,MontSc00
344,Stephen Alexander\AlexSt00,WAS,TE,26,7,5,0,0,0,0,0,0,0,,0,23,9,85,9.44,0,9,17.5,13.0,,58,,AlexSt00
345,Avion Black\BlacAv00,BUF,WR,24,14,0,0,0,0,0,0,0,0,,0,14,8,90,11.25,0,9,17.0,13.0,,126,,BlacAv00
346,Travis Brown\BrowTr01,BUF,QB,24,1,0,15,33,201,1,2,1,10,10.00,0,0,0,0,,0,9,10.5,10.0,,52,,BrowTr01
347,Tony Carter\CartTo00,DEN,RB,29,16,6,0,0,0,0,0,1,4,4.00,0,14,11,83,7.55,0,9,19.2,13.2,,115,,CartTo00
348,Jameel Cook\CookJa00,TAM,RB,22,16,3,0,0,0,0,0,2,2,1.00,0,23,17,89,5.24,0,9,26.1,17.6,,112,,CookJa00
349,James Hodgins\HodgJa00,STL,RB,24,16,11,0,0,0,0,0,2,5,2.50,0,7,4,24,6.00,1,9,12.9,10.9,,113,,HodgJa00
350,Kelly Holcomb\HolcKe00,CLE,QB,28,1,0,7,12,114,1,0,1,0,0.00,0,0,0,0,,0,9,8.6,8.6,,54,,HolcKe00
351,Dan Kreider\KreiDa00,PIT,RB,24,13,1,0,0,0,0,0,7,29,4.14,1,4,2,5,2.50,0,9,11.4,10.4,,111,,KreiDa00
352,Charles Lee\LeexCh00,GNB,WR,24,7,0,0,0,0,0,0,0,0,,0,4,3,32,10.67,1,9,12.2,10.7,,125,,LeexCh00
353,Justin McCareins\McCaJu00,TEN,WR,23,4,1,0,0,0,0,0,0,0,,0,3,3,88,29.33,0,9,11.8,10.3,,127,,McCaJu00
354,Frank Moreau\MoreFr00,JAX,RB,25,3,1,0,0,0,0,0,8,27,3.38,1,0,0,0,,0,9,8.2,7.7,,116,,MoreFr00
355,Chad Pennington\PennCh01,NYJ,QB,25,2,0,10,20,92,1,0,1,11,11.00,0,0,0,0,,0,9,8.8,8.8,,53,,PennCh01
356,Aaron Shea\SheaAa00,CLE,TE,25,12,5,0,0,0,0,0,0,0,,0,20,14,86,6.14,0,9,22.6,15.6,,57,,SheaAa00
357,Paul Smith\SmitPa00,SFO,RB,23,15,0,0,0,0,0,0,4,27,6.75,1,0,0,0,,0,9,8.2,7.7,,114,,SmitPa00
358,Steve Bush\BushSt00,ARI,TE,27,9,6,0,0,0,0,0,0,0,,0,12,8,80,10.00,0,8,16.0,12.0,,60,,BushSt00
359,Matt Cushing\CushMa00,PIT,TE,26,13,3,0,0,0,0,0,0,0,,0,6,5,24,4.80,1,8,13.4,10.9,,59,,CushMa00
360,Ray Lucas\LucaRa00,MIA,QB,29,10,0,2,3,45,0,0,8,6,0.75,1,0,0,0,,0,8,8.4,8.4,,55,,LucaRa00
361,Herman Moore\MoorHe00,DET,WR,32,3,1,0,0,0,0,0,0,0,,0,8,4,76,19.00,0,8,11.6,9.6,,128,,MoorHe00
362,Rabih Abdullah\AbduRa00,TAM,RB,26,16,0,0,0,0,0,0,11,40,3.64,0,2,2,26,13.00,0,7,8.6,7.6,,119,,AbduRa00
363,John Davis\DaviJo00,CHI,TE,28,16,7,0,0,0,0,0,0,0,,0,17,11,68,6.18,0,7,17.8,12.3,,63,,DaviJo00
364,James Dearth\DearJa00,NYJ,TE,25,16,1,0,0,0,0,0,0,0,,0,4,3,10,3.33,1,7,10.0,8.5,,62,,DearJa00
365,Jammi German\GermJa00,CLE,WR,27,6,0,0,0,0,0,0,0,0,,0,9,7,65,9.29,0,7,13.5,10.0,,132,,GermJa00
366,Andrew Jordan\JordAn00,MIN,TE,29,16,4,0,0,0,0,0,0,0,,0,7,3,11,3.67,1,7,10.1,8.6,,61,,JordAn00
367,Shaun King\KingSh00,TAM,QB,24,3,0,21,31,210,0,1,5,-12,-2.40,0,0,0,0,,0,7,8.2,8.2,,56,,KingSh00
368,Fred McCrary\McCrFr00,SDG,RB,29,16,12,0,0,0,0,0,2,3,1.50,0,23,13,71,5.46,0,7,20.4,13.9,,117,,McCrFr00
369,Rondell Mealey\MealRo00,GNB,RB,24,11,0,0,0,0,0,0,11,37,3.36,0,2,2,31,15.50,0,7,14.8,13.8,,118,,MealRo00
370,Chris Sanders\SandCh00,TEN,WR,29,4,0,0,0,0,0,0,0,0,,0,18,5,74,14.80,0,7,12.4,9.9,,129,,SandCh00
371,Chris Walsh\WalsCh00,MIN,WR,33,16,0,0,0,0,0,0,0,0,,0,14,9,67,7.44,0,7,15.7,11.2,,131,,WalsCh00
372,Milton Wynn\WynnMi00,TAM,WR,23,1,0,0,0,0,0,0,0,0,,0,6,4,69,17.25,0,7,10.9,8.9,,130,,WynnMi00
373,Mike Bartrum\BartMi00,PHI,TE,31,16,0,0,0,0,0,0,0,0,,0,2,1,4,4.00,1,6,7.4,6.9,,64,,BartMi00
374,Aveion Cason\CasoAv00,2TM,RB,22,6,0,0,0,0,0,0,11,31,2.82,0,4,4,32,8.00,0,6,9.3,6.3,,120,,CasoAv00
375,KaRon Coleman\ColeKa00,DEN,RB,23,4,0,0,0,0,0,0,4,17,4.25,0,11,6,45,7.50,0,6,12.2,9.2,,121,,ColeKa00
376,Sheldon Jackson\JackSh00,BUF,TE,25,16,1,0,0,0,0,0,0,0,,0,5,1,1,1.00,1,6,7.1,6.6,,65,,JackSh00
377,Doug Johnson\JohnDo00,ATL,QB,24,3,0,3,5,23,1,0,5,12,2.40,0,0,0,0,,0,6,5.1,4.1,,57,,JohnDo00
378,Curtis Keaton\KeatCu00,CIN,RB,25,13,0,0,0,0,0,0,5,48,9.60,0,1,1,9,9.00,0,6,6.7,6.2,,124,,KeatCu00
379,Brandon Manumaleuna\ManuBr00,STL,TE,21,16,0,0,0,0,0,0,0,0,,0,1,1,1,1.00,1,6,7.1,6.6,,66,,ManuBr00
380,Quentin McCord\McCoQu00,ATL,WR,23,7,0,0,0,0,0,0,2,11,5.50,0,4,3,53,17.67,0,6,9.4,7.9,,133,,McCoQu00
381,Kevin McDougal\McDoKe01,IND,RB,24,9,0,0,0,0,0,0,17,48,2.82,0,2,1,10,10.00,0,6,6.8,6.3,,123,,McDoKe01
382,Derek Rackley\RackDe00,ATL,TE,24,16,0,0,0,0,0,0,0,0,,0,1,1,1,1.00,1,6,7.1,6.6,,67,,RackDe00
383,Stephen Trejo\TrejSt00,DET,RB,24,14,0,0,0,0,0,0,0,0,,0,10,5,61,12.20,0,6,11.1,8.6,,122,,TrejSt00
384,Jon Witman\WitmJo00,PIT,RB,29,15,12,0,0,0,0,0,5,24,4.80,0,8,6,32,5.33,0,6,11.6,8.6,,125,,WitmJo00
385,Alex Bannister\BannAl00,SEA,WR,22,16,0,0,0,0,0,0,0,0,,0,7,4,50,12.50,0,5,9.0,7.0,,134,,BannAl00
386,Fred Coleman\ColeFr00,NWE,WR,26,8,0,0,0,0,0,0,0,0,,0,4,2,50,25.00,0,5,7.0,6.0,,135,,ColeFr00
387,Jay Graham\GrahJa00,SEA,RB,26,11,0,0,0,0,0,0,12,43,3.58,0,1,1,6,6.00,0,5,5.9,5.4,,126,,GrahJa00
388,Todd Yoder\YodeTo00,TAM,TE,23,16,1,0,0,0,0,0,0,0,,0,7,4,48,12.00,0,5,8.8,6.8,,68,,YodeTo00
389,Matthew Hatchette\HatcMa00,NYJ,WR,27,11,0,0,0,0,0,0,0,0,,0,15,2,44,22.00,0,4,6.4,5.4,,136,,HatcMa00
390,Johnny Huggins\HuggJo00,DAL,TE,25,10,2,0,0,0,0,0,0,0,,0,12,8,36,4.50,0,4,11.6,7.6,,70,,HuggJo00
391,Jarious Jackson\JackJa01,DEN,QB,24,1,0,7,12,73,0,0,5,7,1.40,0,0,0,0,,0,4,2.6,1.6,,59,,JackJa01
392,J.J. Johnson\JohnJ.00,MIA,RB,27,10,0,0,0,0,0,0,5,22,4.40,0,6,4,21,5.25,0,4,8.3,6.3,,127,,JohnJ.00
393,Matt Lytle\LytlMa00,CAR,QB,26,3,1,17,30,133,1,3,2,8,4.00,0,0,0,0,,0,4,7.1,7.1,,58,,LytlMa00
394,Brian Natkin\NatkBr00,TEN,TE,23,3,1,0,0,0,0,0,0,0,,0,3,2,42,21.00,0,4,6.2,5.2,,69,,NatkBr00
395,Keith Poole\PoolKe00,DEN,WR,27,6,3,0,0,0,0,0,0,0,,0,10,5,38,7.60,0,4,8.8,6.3,,137,,PoolKe00
396,Rod Rutledge\RutlRo00,NWE,TE,26,15,14,0,0,0,0,0,0,0,,0,8,5,35,7.00,0,4,8.5,6.0,,71,,RutlRo00
397,Patrick Washington\WashPa00,JAX,RB,23,16,6,0,0,0,0,0,0,0,,0,9,5,36,7.20,0,4,8.6,6.1,,128,,WashPa00
398,Pat Batteaux\BattPa00,SDG,WR,23,5,0,0,0,0,0,0,0,0,,0,8,3,25,8.33,0,3,5.5,4.0,,146,,BattPa00
399,Eddie Berlin\BerlEd00,TEN,WR,23,11,0,0,0,0,0,0,0,0,,0,6,2,28,14.00,0,3,4.8,3.8,,143,,BerlEd00
400,Dameyune Craig\CraiDa00,CAR,QB,27,2,0,4,8,34,0,0,3,20,6.67,0,0,0,0,,0,3,2.9,2.4,,61,,CraiDa00
401,Thabiti Davis\DaviTh00,NYG,WR,26,16,0,0,0,0,0,0,0,0,,0,8,3,34,11.33,0,3,6.4,4.9,,139,,DaviTh00
402,Matt Dominguez\DomiMa00,DEN,TE,23,12,0,0,0,0,0,0,0,0,,0,5,3,26,8.67,0,3,5.6,4.1,,76,,DomiMa00
403,Damon Gibson\GibsDa00,JAX,WR,26,16,0,0,0,0,0,0,2,19,9.50,0,3,2,13,6.50,0,3,3.7,1.2,,140,,GibsDa00
404,Hunter Goodwin\GoodHu00,MIA,TE,29,16,11,0,0,0,0,0,0,0,,0,10,4,27,6.75,0,3,6.7,4.7,,75,,GoodHu00
405,Reggie Jones\JoneRe00,SDG,WR,30,9,0,0,0,0,0,0,0,0,,0,9,5,29,5.80,0,3,6.9,3.4,,142,,JoneRe00
406,Shad Meier\MeieSh00,TEN,TE,23,11,1,0,0,0,0,0,0,0,,0,5,3,31,10.33,0,3,6.1,4.6,,73,,MeieSh00
407,Pete Mitchell\MitcPe00,DET,TE,30,5,1,0,0,0,0,0,0,0,,0,5,5,29,5.80,0,3,7.9,5.4,,74,,MitcPe00
408,Santana Moss\MossSa00,NYJ,WR,22,5,0,0,0,0,0,0,1,-6,-6.00,0,17,2,40,20.00,0,3,5.4,4.4,,138,,MossSa00
409,Ken-Yon Rambo\RambKe00,DAL,WR,23,13,0,0,0,0,0,0,0,0,,0,6,3,28,9.33,0,3,5.8,4.3,,144,,RambKe00
410,Gari Scott\ScotGa00,PHI,WR,23,3,0,0,0,0,0,0,0,0,,0,4,2,26,13.00,0,3,4.6,3.6,,145,,ScotGa00
411,Torrance Small\SmalTo00,NWE,WR,31,3,0,0,0,0,0,0,0,0,,0,7,4,29,7.25,0,3,6.9,4.9,,141,,SmalTo00
412,Akili Smith\SmitAk00,CIN,QB,26,2,1,5,8,37,0,0,6,20,3.33,0,0,0,0,,0,3,3.5,3.5,,60,,SmitAk00
413,Jerald Sowell\SoweJe00,NYJ,RB,27,16,0,0,0,0,0,0,4,9,2.25,0,1,1,19,19.00,0,3,3.8,3.3,,129,,SoweJe00
414,Jeff Thomason\ThomJe00,PHI,TE,32,14,0,0,0,0,0,0,0,0,,0,9,5,33,6.60,0,3,8.3,5.8,,72,,ThomJe00
415,Luther Broughton\BrouLu00,CAR,TE,27,15,0,0,0,0,0,0,0,0,,0,4,2,22,11.00,0,2,4.2,3.2,,77,,BrouLu00
416,Chris Coleman\ColeCh01,TEN,WR,24,16,0,0,0,0,0,0,0,0,,0,4,1,19,19.00,0,2,2.9,2.4,,151,,ColeCh01
417,Todd Collins\CollTo00,KAN,QB,30,1,0,3,4,40,0,0,2,6,3.00,0,0,0,0,,0,2,2.2,2.2,,63,,CollTo00
418,Phillip Crosby\CrosPh00,BUF,RB,25,16,2,0,0,0,0,0,0,0,,0,2,2,16,8.00,0,2,3.6,2.6,,130,,CrosPh00
419,Lamont Hall\HallLa00,NOR,TE,27,16,6,0,0,0,0,0,0,0,,0,2,2,15,7.50,0,2,3.0,1.5,,79,,HallLa00
420,Curtis Jackson\JackCu00,NWE,WR,28,2,0,0,0,0,0,0,0,0,,0,2,2,16,8.00,0,2,3.6,2.6,,154,,JackCu00
421,James Jett\JettJa00,OAK,WR,31,11,0,0,0,0,0,0,0,0,,0,3,2,19,9.50,0,2,3.9,2.9,,150,,JettJa00
422,Kirk McMullen\McMuKi00,CIN,TE,24,7,2,0,0,0,0,0,0,0,,0,6,2,15,7.50,0,2,3.5,2.5,,78,,McMuKi00
423,Ahmad Merritt\MerrAh00,CHI,WR,24,2,0,0,0,0,0,0,0,0,,0,6,2,20,10.00,0,2,4.0,3.0,,149,,MerrAh00
424,Eric Metcalf\MetcEr00,WAS,WR,33,10,0,0,0,0,0,0,0,0,,0,5,4,19,4.75,0,2,9.9,5.9,,152,,MetcEr00
425,Jake Moreland\MoreJa00,CLE,RB,24,4,0,0,0,0,0,0,0,0,,0,4,3,15,5.00,0,2,4.5,3.0,,131,,MoreJa00
426,Mark Rypien\RypiMa00,IND,QB,39,4,0,5,9,57,0,0,0,0,,0,0,0,0,,0,2,2.3,2.3,,62,,RypiMa00
427,Tony Simmons\SimmTo00,2TM,WR,27,7,0,0,0,0,0,0,0,0,,0,6,2,17,8.50,0,2,3.7,2.7,,153,,SimmTo00
428,Vinny Sutherland\SuthVi00,SFO,WR,23,15,0,0,0,0,0,0,1,16,16.00,0,1,1,5,5.00,0,2,2.6,1.6,,148,,SuthVi00
429,Alvis Whitted\WhitAl00,JAX,WR,27,11,0,0,0,0,0,0,1,4,4.00,0,7,2,17,8.50,0,2,4.1,3.1,,147,,WhitAl00
430,Will Blackwell\BlacWi00,PIT,WR,26,1,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,1,1.8,1.3,,155,,BlacWi00
431,Casey Crawford\CrawCa00,CAR,TE,24,3,1,0,0,0,0,0,0,0,,0,2,1,10,10.00,0,1,8.0,7.5,,82,,CrawCa00
432,Howard Cross\CrosHo00,NYG,TE,34,16,6,0,0,0,0,0,0,0,,0,3,1,5,5.00,0,1,1.5,1.0,,85,,CrosHo00
433,Tyrone Davis\DaviTy00,GNB,TE,29,4,2,0,0,0,0,0,0,0,,0,5,3,14,4.67,0,1,4.4,2.9,,80,,DaviTy00
434,Koy Detmer\DetmKo00,PHI,QB,28,16,0,5,14,51,0,1,8,6,0.75,0,0,0,0,,0,1,1.6,1.6,,67,,DetmKo00
435,Heath Evans\EvanHe00,SEA,RB,23,16,0,0,0,0,0,0,2,11,5.50,0,0,0,0,,0,1,1.1,1.1,,135,,EvanHe00
436,Jeff George\GeorJe00,WAS,QB,34,2,2,23,42,168,0,3,4,0,0.00,0,0,0,0,,0,1,2.7,1.7,,66,,GeorJe00
437,Derrick Harris\HarrDe00,SDG,RB,29,16,0,0,0,0,0,0,0,0,,0,3,1,7,7.00,0,1,7.7,7.2,,137,,HarrDe00
438,Travis Jervey\JervTr00,ATL,RB,29,16,0,0,0,0,0,0,3,6,2.00,0,0,0,0,,0,1,0.6,0.6,,140,,JervTr00
439,John Jones\JoneJo00,BAL,TE,26,15,2,0,0,0,0,0,0,0,,0,3,2,13,6.50,0,1,3.3,2.3,,81,,JoneJo00
440,Tee Martin\MartTe00,PIT,QB,23,1,0,0,0,0,0,0,1,8,8.00,0,0,0,0,,0,1,0.8,0.8,,65,,MartTe00
441,Dennis McKinley\McKiDe00,ARI,RB,25,14,0,0,0,0,0,0,1,1,1.00,0,1,1,10,10.00,0,1,2.1,1.6,,133,,McKiDe00
442,Brock Olivo\OlivBr00,DET,RB,25,16,0,0,0,0,0,0,1,6,6.00,0,1,0,0,,0,1,0.6,0.6,,139,,OlivBr00
443,Tim Rattay\RattTi00,SFO,QB,24,3,0,2,2,21,0,0,5,-3,-0.60,0,0,0,0,,0,1,,-0.5,,68,,RattTi00
444,Jamie Reader\ReadJa00,PHI,RB,27,16,0,0,0,0,0,0,0,0,,0,5,2,14,7.00,0,1,3.4,2.4,,132,,ReadJa00
445,Rod Smart\SmarRo00,PHI,RB,24,6,0,0,0,0,0,0,2,6,3.00,0,0,0,0,,0,1,0.6,0.6,,138,,SmarRo00
446,Dave Stachelski\StacDa00,NOR,TE,24,5,0,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,1,1.5,1.0,,84,,StacDa00
447,Marques Tuiasosopo\TuiaMa00,OAK,QB,22,1,0,3,4,34,0,0,1,1,1.00,0,0,0,0,,0,1,1.5,1.5,,64,,TuiaMa00
448,John Waerig\WaerJo00,DET,TE,25,1,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,1,1.6,1.1,,83,,WaerJo00
449,Jermaine Williams\WillJe00,2TM,RB,28,12,2,0,0,0,0,0,0,0,,0,3,2,11,5.50,0,1,3.1,2.1,,134,,WillJe00
450,Terry Witherspoon\WithTe00,DAL,RB,24,3,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,1,1.9,1.4,,136,,WithTe00
451,Dan Alexander\AlexDa21,TEN,,23,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,150,,AlexDa21
452,Bill Baber\BabeBi00,KAN,,22,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,87,,BabeBi00
453,Tim Baker\BakeTi20,PIT,,24,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,159,,BakeTi20
454,Bradford Banta\BantBr00,DET,,31,16,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,-0.5,-1.0,,91,,BantBr00
455,Jeff Blake\BlakJe00,NOR,QB,31,1,0,0,1,0,0,0,1,-1,-1.00,0,0,0,0,,0,,-0.1,-0.1,,77,,BlakJe00
456,Fabien Bownes\BownFa00,SEA,,29,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,163,,BownFa00
457,Dave Brown\BrowDa00,ARI,,31,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,69,,BrowDa00
458,Jonathan Carter\CartJo01,NYG,,22,2,0,0,0,0,0,0,0,0,,0,3,0,0,,0,,,,,173,,CartJo01
459,Bobby Collins\CollBo00,GNB,TE,25,4,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,,1.3,0.8,,86,,CollBo00
460,Joe Davenport\DaveJo00,IND,,25,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,103,,DaveJo00
461,Autry Denson\DensAu00,CHI,RB,25,16,0,0,0,0,0,0,1,4,4.00,0,0,0,0,,0,,-0.1,-0.6,,141,,DensAu00
462,Scott Dragos\DragSc00,CHI,,26,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,1,,DragSc00
463,Carl Fair\FairCa20,CLE,,22,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,147,,FairCa20
464,James Fenderson\FendJa00,NOR,,25,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,153,,FendJa00
465,Robert Ferguson\FergRo00,GNB,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,172,,FergRo00
466,Jim Finn\FinnJi00,IND,,25,15,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,8,,FinnJi00
467,Mondriel Fulcher\FulcMo20,OAK,,25,13,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,96,,FulcMo20
468,Cory Geason\GeasCo00,PIT,,26,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,89,,GeasCo00
469,Bryan Gilmore\GilmBr00,ARI,,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,170,,GilmBr00
470,Herbert Goodman\GoodHe00,GNB,RB,24,7,0,0,0,0,0,0,1,-1,-1.00,0,0,0,0,,0,,-0.1,-0.1,,154,,GoodHe00
471,Karl Hankton\HankKa00,CAR,,31,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,160,,HankKa00
472,Lawrence Hart\HartLa20,ARI,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,107,,HartLa20
473,Windrell Hayes\HayeWi00,NYJ,,25,1,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,174,,HayeWi00
474,Lenzie Jackson\JackLe00,PIT,,24,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,161,,JackLe00
475,Nate Jacquet\JacqNa00,MIN,,26,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,-2.0,-4.0,,167,,JacqNa00
476,Brian Jennings\JennBr00,SFO,,25,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,-0.5,-1.0,,94,,JennBr00
477,Rudi Johnson\JohnRu00,CIN,,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,145,,JohnRu00
478,Trey Junkin\JunkTr20,ARI,,40,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,-0.5,-1.0,,93,,JunkTr20
479,Marcus Knight\KnigMa00,OAK,,23,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,162,,KnigMa00
480,George Layne\LaynGe00,ATL,,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,148,,LaynGe00
481,Mike Leach\LeacMi00,TEN,,25,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,92,,LeacMi00
482,Brody Liddiard\LiddBr20,MIN,,24,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,97,,LiddBr20
483,Dustin Lyman\LymaDu00,CHI,,25,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,104,,LymaDu00
484,Jamie Martin\MartJa00,STL,QB,31,5,0,3,3,22,0,0,8,-9,-1.13,0,0,0,0,,0,,,,,75,,MartJa00
485,Fred McAfee\McAfFr00,NOR,RB,33,16,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,,0.2,0.2,,143,,McAfFr00
486,Sean McDermott\McDeSe20,TAM,,25,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,88,,McDeSe20
487,Phil McGeoghan\McGePh20,DEN,,22,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,156,,McGePh20
488,Travis McGriff\McGrTr00,DEN,,25,5,0,0,0,0,0,0,0,0,,0,4,0,0,,0,,,,,158,,McGrTr00
489,Rodrick Monroe\MonrRo00,CLE,,26,7,3,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,108,,MonrRo00
490,Sean Morey\MoreSe00,PHI,,25,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,166,,MoreSe00
491,Yo Murphy\MurpYo00,STL,,28,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,164,,MurpYo00
492,Moran Norris\NorrMo00,NOR,,23,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,4,,NorrMo00
493,Dan O'Leary\OLeaDa20,BUF,,24,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,95,,OLeaDa20
494,Wes Ours\OursWe00,TEN,RB,24,3,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,,1.3,0.8,,142,,OursWe00
495,Doug Pederson\PedeDo00,GNB,QB,33,16,0,0,0,0,0,0,1,-1,-1.00,0,0,0,0,,0,,-0.1,-0.1,,76,,PedeDo00
496,Rodney Peete\PeetRo00,OAK,,35,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,73,,PeetRo00
497,Ed Perry\PerrEd00,MIA,,27,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,-0.5,-1.0,,90,,PerrEd00
498,Ryan Prince\PrinRy20,JAX,,24,8,2,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,105,,PrinRy20
499,Stanley Pritchett\PritSt00,CHI,,28,6,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,5,,PritSt00
500,Chris Redman\RedmCh00,BAL,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,71,,RedmCh00
501,Alan Ricard\RicaAl00,BAL,,24,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,6,,RicaAl00
502,Mike Roberg\RobeMi00,TAM,,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,106,,RobeMi00
503,Micah Ross\RossMi20,JAX,,25,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,-0.5,-1.0,,165,,RossMi20
504,Marcel Shipp\ShipMa00,ARI,,23,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,149,,ShipMa00
505,Detron Smith\SmitDe00,DEN,,27,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,144,,SmitDe00
506,Justin Snow\SnowJu00,IND,,25,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,101,,SnowJu00
507,Brad St. Louis\StLoBr00,CIN,,25,11,0,0,0,0,0,0,0,0,,0,3,0,0,,0,,,,,102,,StLoBr00
508,Tony Taylor\TaylTo00,DAL,RB,23,1,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,,,,,151,,TaylTo00
509,Nate Turner\TurnNa20,SDG,,23,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,157,,TurnNa20
510,Billy Volek\VoleBi00,TEN,QB,25,1,0,0,3,0,0,0,0,0,,0,0,0,0,,0,,,,,72,,VoleBi00
511,Justin Watson\WatsJu00,STL,RB,26,11,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,,,,,152,,WatsJu00
512,Josh Whitman\WhitJo21,SDG,,23,4,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,99,,WhitJo21
513,Reggie White\WhitRe20,JAX,,22,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,146,,WhitRe20
514,Daniel Wilcox\WilcDa01,NYJ,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,98,,WilcDa01
515,Nick Luchey\WillNi00,CIN,,24,4,2,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,3,,WillNi00
516,Randal Williams\WillRa01,DAL,,23,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,171,,WillRa01
517,Cedrick Wilson\WilsCe00,SFO,,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,169,,WilsCe00
