Rk,X,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y.A,TD.1,Tgt,Rec,Yds.2,Y.R,TD.2,FantPt,DKPt,FDPt,VBD,PosRank,OvRank,namecode
67,Derrick Mason\MasoDe00,BAL,WR,36,16,15,0,0,0,0,0,0,0,,0,100,61,802,13.15,7,122,186.2,152.7,5,27,67,MasoDe00
68,Brandon Jacobs\JacoBr00,NYG,RB,28,16,5,0,0,0,0,0,147,823,5.60,9,13,7,59,8.43,0,142,151.2,143.7,4,22,68,JacoBr00
69,Dustin Keller\KellDu00,NYJ,TE,26,16,13,0,0,0,0,0,0,0,,0,100,55,687,12.49,5,99,156.7,126.2,3,9,69,KellDu00
70,Zach Miller*\MillZa01,OAK,TE,25,15,15,0,0,0,0,0,0,0,,0,92,60,685,11.42,5,99,161.0,127.5,2,10,70,MillZa01
71,Brandon Marshall\MarsBr00,MIA,WR,26,14,14,0,1,0,0,0,2,3,1.50,0,146,86,1014,11.79,3,120,207.7,160.7,2,28,71,MarsBr00
72,Jahvid Best\BestJa00,DET,RB,21,16,9,0,1,0,0,0,171,555,3.25,4,80,58,487,8.40,2,140,203.7,168.2,2,23,72,BestJa00
73,Aaron Hernandez\HernAa00,NWE,TE,21,14,7,0,0,0,0,0,3,47,15.67,0,64,45,563,12.51,6,97,145.0,119.5,1,11,73,HernAa00
74,Deion Branch\BranDe00,2TM,WR,31,15,12,0,0,0,0,0,0,0,,0,92,61,818,13.41,6,118,181.3,147.3,,29,74,BranDe00
75,Marquis Johnson\JohnMa99,STL,,22,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,3,75,JohnMa99
76,LeGarrette Blount\BlouLe00,TAM,RB,24,13,7,0,0,0,0,0,201,1007,5.01,6,7,5,14,2.80,0,138,144.1,136.6,,24,76,BlouLe00
77,John Paul Foschi\FoscJo00,CIN,,28,2,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,1,77,FoscJo00
78,Mike Thomas\ThomMi01,JAX,WR,23,16,11,0,0,0,0,0,12,114,9.50,0,102,66,820,12.42,4,117,193.9,153.4,,30,78,ThomMi01
79,Matt Cassel*\CassMa00,KAN,QB,28,15,15,262,450,3116,27,7,33,125,3.79,0,0,0,0,,0,231,242.6,235.1,,12,,CassMa00
80,Carson Palmer\PalmCa00,CIN,QB,31,16,16,362,586,3970,26,20,32,50,1.56,0,0,0,0,,0,230,249.3,242.8,,13,,PalmCa00
81,David Garrard\GarrDa00,JAX,QB,32,14,14,236,366,2734,23,15,66,279,4.23,5,0,0,0,,0,229,244.8,233.3,,14,,GarrDa00
82,Jay Cutler\CutlJa00,CHI,QB,27,15,15,261,432,3274,23,16,50,232,4.64,1,0,0,0,,0,222,239.2,228.2,,15,,CutlJa00
83,Kyle Orton\OrtoKy00,DEN,QB,28,13,13,293,498,3653,20,9,22,98,4.45,0,0,0,0,,0,218,227.9,222.9,,16,,OrtoKy00
84,Ben Roethlisberger\RoetBe00,PIT,QB,28,12,12,240,389,3200,17,5,33,176,5.33,2,0,0,0,,0,216,223.6,214.6,,17,,RoetBe00
85,Ryan Fitzpatrick\FitzRy00,BUF,QB,28,13,13,255,441,3000,23,15,40,269,6.73,0,0,0,0,,0,209,225.9,215.9,,18,,FitzRy00
86,Mark Sanchez\SancMa00,NYJ,QB,24,16,16,278,507,3291,17,13,30,105,3.50,3,0,0,0,,0,204,218.6,208.1,,19,,SancMa00
87,Sam Bradford\BradSa00,STL,QB,23,16,16,354,590,3512,18,15,27,63,2.33,1,0,0,0,,0,195,209.3,202.8,,20,,BradSa00
88,Donovan McNabb\McNaDo00,WAS,QB,34,13,13,275,472,3377,14,15,29,151,5.21,0,0,0,0,,0,176,192.2,181.2,,21,,McNaDo00
89,Shaun Hill\HillSh00,DET,QB,30,11,10,257,416,2686,16,12,22,123,5.59,0,0,0,0,,0,162,178.2,170.7,,22,,HillSh00
90,Jason Campbell\CampJa00,OAK,QB,29,13,12,194,329,2387,13,8,47,222,4.72,1,0,0,0,,0,160,169.2,158.7,,23,,CampJa00
91,Chad Henne\HennCh01,MIA,QB,25,15,14,301,490,3301,15,19,35,52,1.49,0,0,0,0,,0,159,178.7,173.2,,25,,HennCh01
92,Jon Kitna\KitnJo00,DAL,QB,38,10,9,209,318,2365,16,12,31,147,4.74,1,0,0,0,,0,159,174.3,165.3,,24,,KitnJo00
93,Matt Hasselbeck\HassMa00,SEA,QB,35,14,14,266,444,3001,12,17,23,60,2.61,3,0,0,0,,0,158,174.5,168.0,,26,,HassMa00
94,Alex Smith\SmitAl03,SFO,QB,26,11,10,204,342,2370,14,10,18,60,3.33,0,0,0,0,,0,139,149.8,144.8,,27,,SmitAl03
95,Thomas Jones\JoneTh00,KAN,RB,32,16,10,0,0,0,0,0,245,896,3.66,6,20,14,122,8.71,0,138,156.3,141.8,,25,,JoneTh00
96,Felix Jones\JoneFe00,DAL,RB,23,16,7,0,0,0,0,0,185,800,4.32,1,52,48,450,9.38,1,137,190.0,159.0,,26,,JoneFe00
97,Michael Bush\BushMi00,OAK,RB,26,14,3,0,0,0,0,0,158,655,4.15,8,24,18,194,10.78,0,133,156.9,141.9,,27,,BushMi00
98,Brandon Jackson\JackBr00,GNB,RB,25,16,13,0,0,0,0,0,190,703,3.70,3,50,43,342,7.95,1,129,177.0,149.0,,29,,JackBr00
99,Danny Woodhead\WoodDa02,2TM,RB,25,15,3,0,0,0,0,0,97,547,5.64,5,44,34,379,11.15,1,129,168.1,144.6,,28,,WoodDa02
100,Ronnie Brown\BrowRo05,MIA,RB,29,16,16,0,2,0,0,0,200,734,3.67,5,43,33,242,7.33,0,128,165.1,141.1,,30,,BrowRo05
101,Marshawn Lynch\LyncMa00,2TM,RB,24,16,14,0,0,0,0,0,202,737,3.65,6,26,22,145,6.59,0,124,150.2,131.2,,32,,LyncMa00
102,Ryan Mathews\MathRy00,SDG,RB,23,12,9,0,0,0,0,0,158,678,4.29,7,26,22,145,6.59,0,124,149.8,130.3,,31,,MathRy00
103,Ryan Torain\ToraRy00,WAS,RB,24,10,8,0,0,0,0,0,164,742,4.52,4,27,18,125,6.94,2,123,145.7,129.7,,33,,ToraRy00
104,Tim Hightower\HighTi00,ARI,RB,24,16,13,0,0,0,0,0,153,736,4.81,5,42,21,136,6.48,0,117,141.7,122.7,,34,,HighTi00
105,Kerry Collins\CollKe00,TEN,QB,38,10,7,160,278,1823,14,8,10,1,0.10,0,0,0,0,,0,115,123.5,118.0,,28,,CollKe00
106,Pierre Garcon\GarcPi00,IND,WR,24,14,14,0,0,0,0,0,2,6,3.00,0,119,67,784,11.70,6,115,185.0,148.5,,31,,GarcPi00
107,Austin Collie\CollAu00,IND,WR,25,9,6,0,0,0,0,0,0,0,,0,71,58,649,11.19,8,113,173.4,140.9,,32,,CollAu00
108,Davone Bess\BessDa00,MIA,WR,25,16,8,0,0,0,0,0,2,-3,-1.50,0,125,79,820,10.38,5,112,192.2,148.2,,34,,BessDa00
109,Santonio Holmes\HolmSa00,NYJ,WR,26,12,10,0,0,0,0,0,2,17,8.50,0,96,52,746,14.35,6,112,166.3,136.3,,33,,HolmSa00
110,Michael Crabtree\CrabMi00,SFO,WR,23,16,15,0,0,0,0,0,0,0,,0,101,55,741,13.47,6,110,168.1,137.6,,35,,CrabMi00
111,Malcom Floyd\FloyMa00,SDG,WR,29,11,9,0,0,0,0,0,0,0,,0,77,37,717,19.38,6,108,147.2,125.2,,36,,FloyMa00
112,Nate Burleson\BurlNa00,DET,WR,29,14,14,0,0,0,0,0,7,81,11.57,0,86,55,625,11.36,6,107,163.6,132.1,,38,,BurlNa00
113,Brett Favre\FavrBr00,MIN,QB,41,13,13,217,358,2509,11,19,17,8,0.47,0,0,0,0,,0,107,125.7,119.2,,29,,FavrBr00
114,Chad Johnson\JohnCh01,CIN,,32,14,12,0,1,0,0,0,0,0,,0,104,67,831,12.40,4,107,177.1,140.6,,37,,JohnCh01
115,Anthony Armstrong\ArmsAn00,WAS,WR,27,15,11,0,0,0,0,0,0,0,,0,86,44,871,19.80,3,105,151.6,126.1,,40,,ArmsAn00
116,Jonathan Stewart\StewJo00,CAR,RB,23,14,7,0,0,0,0,0,178,770,4.33,2,14,8,103,12.88,1,105,117.3,105.3,,35,,StewJo00
117,Hines Ward\WardHi00,PIT,WR,34,16,15,0,0,0,0,0,1,-2,-2.00,0,95,59,755,12.80,5,105,166.8,133.8,,39,,WardHi00
118,Nate Washington\WashNa00,TEN,WR,27,16,16,0,0,0,0,0,1,-8,-8.00,0,94,42,687,16.36,6,104,148.9,124.9,,41,,WashNa00
119,Chris Ivory\IvorCh00,NOR,RB,22,12,4,0,0,0,0,0,137,716,5.23,5,1,1,17,17.00,0,103,105.3,99.8,,36,,IvorCh00
120,Shonn Greene\GreeSh00,NYJ,RB,25,15,2,0,0,0,0,0,185,766,4.14,2,24,16,120,7.50,0,101,121.1,105.6,,37,,GreeSh00
121,Jabar Gaffney\GaffJa00,DEN,WR,30,16,11,0,0,0,0,0,0,0,,0,112,65,875,13.46,2,100,167.0,131.0,,42,,GaffJa00
122,Tony Romo\RomoTo00,DAL,QB,30,6,6,148,213,1605,11,7,6,38,6.33,0,0,0,11,,0,99,109.1,106.1,,30,,RomoTo00
123,Tim Tebow\TeboTi00,DEN,QB,23,9,3,41,82,654,5,3,43,227,5.28,6,0,0,0,,0,99,107.4,100.9,,31,,TeboTi00
124,Ricky Williams\WillRi00,MIA,RB,33,16,0,0,0,0,0,0,159,673,4.23,2,30,19,141,7.42,1,99,122.4,104.9,,38,,WillRi00
125,James Jones\JoneJa04,GNB,WR,26,16,3,0,0,0,0,0,0,0,,0,87,50,679,13.58,5,98,149.4,119.9,,44,,JoneJa04
126,Mike Sims-Walker\WalkMi01,JAX,WR,26,14,13,0,0,0,0,0,0,0,,0,80,43,562,13.07,7,98,143.7,118.7,,43,,WalkMi01
127,Cadillac Williams\WillCa02,TAM,RB,28,16,9,0,0,0,0,0,125,437,3.50,2,64,46,355,7.72,1,97,148.7,119.2,,39,,WillCa02
128,Vince Young\YounVi00,TEN,QB,27,9,8,93,156,1255,10,3,25,125,5.00,0,0,0,0,,0,97,102.7,93.7,,32,,YounVi00
129,Brandon Pettigrew\PettBr00,DET,TE,25,16,16,0,0,0,0,0,0,0,,0,111,71,722,10.17,4,96,170.2,131.7,,12,,PettBr00
130,Danny Amendola\AmenDa00,STL,WR,25,16,6,0,0,0,0,0,7,81,11.57,0,123,85,689,8.11,3,95,182.0,135.5,,46,,AmenDa00
131,Derek Anderson\AndeDe00,ARI,QB,27,12,9,169,327,2065,7,10,5,25,5.00,0,0,0,0,,0,95,105.1,99.1,,33,,AndeDe00
132,Robert Meachem\MeacRo00,NOR,WR,26,16,7,0,0,0,0,0,4,14,3.50,0,66,44,638,14.50,5,95,142.2,117.2,,45,,MeacRo00
133,Mike Goodson\GoodMi00,CAR,RB,23,16,3,0,0,0,0,0,103,452,4.39,3,57,40,310,7.75,0,94,137.7,109.2,,40,,GoodMi00
134,Ben Watson\WatsBe00,CLE,TE,30,16,16,0,0,0,0,0,1,-1,-1.00,0,102,68,763,11.22,3,94,165.2,128.2,,13,,WatsBe00
135,Jason Snelling\SnelJa00,ATL,RB,27,14,0,0,0,0,0,0,87,324,3.72,2,51,44,303,6.89,3,93,141.7,112.7,,41,,SnelJa00
136,Dez Bryant\BryaDe01,DAL,WR,22,12,2,0,0,0,0,0,1,0,0.00,0,73,45,561,12.47,6,92,151.1,124.6,,48,,BryaDe01
137,Rashad Jennings\JennRa00,JAX,RB,25,13,3,0,0,0,0,0,84,459,5.46,4,35,26,223,8.58,0,92,124.2,105.2,,42,,JennRa00
138,Kevin Walter\WaltKe00,HOU,WR,29,16,16,0,0,0,0,0,0,0,,0,80,51,621,12.18,5,92,146.1,117.6,,47,,WaltKe00
139,Darren Sproles\SproDa00,SDG,RB,27,16,3,0,0,0,0,0,50,267,5.34,0,75,59,520,8.81,2,91,154.2,117.2,,43,,SproDa00
140,Justin Forsett\ForsJu00,SEA,RB,25,16,5,0,0,0,0,0,118,523,4.43,2,51,33,252,7.64,0,90,128.5,106.0,,44,,ForsJu00
141,Todd Heap\HeapTo00,BAL,TE,30,13,13,0,0,0,0,0,0,0,,0,64,40,599,14.98,5,90,132.4,108.9,,14,,HeapTo00
142,Colt McCoy\McCoCo00,CLE,QB,24,8,8,135,222,1576,6,9,28,136,4.86,1,1,1,13,13.00,0,90,105.4,98.4,,34,,McCoCo00
143,Jacoby Ford\FordJa01,OAK,WR,23,16,9,0,0,0,0,0,10,155,15.50,2,54,25,470,18.80,2,87,134.0,114.0,,51,,FordJa01
144,Eddie Royal\RoyaEd00,DEN,WR,24,16,10,0,0,0,0,0,6,61,10.17,0,105,59,627,10.63,3,87,146.8,112.3,,50,,RoyaEd00
145,Jacob Tamme\TammJa00,IND,TE,25,16,8,0,0,0,0,0,0,0,,0,93,67,631,9.42,4,87,157.1,120.6,,15,,TammJa00
146,Keiland Williams\WillKe03,WAS,RB,24,15,3,0,0,0,0,0,65,261,4.02,3,58,39,309,7.92,2,87,131.5,105.5,,45,,WillKe03
147,Mike Williams\WillMi03,SEA,WR,26,14,13,0,0,0,0,0,1,0,0.00,0,110,65,751,11.55,2,87,155.1,119.6,,49,,WillMi03
148,Joseph Addai\AddaJo00,IND,RB,27,8,7,0,0,0,0,0,116,495,4.27,4,26,19,124,6.53,0,86,109.9,93.4,,46,,AddaJo00
149,Roy Williams\WillRo04,DAL,WR,29,15,9,0,0,0,0,0,0,0,,0,64,37,530,14.32,5,85,123.5,100.5,,52,,WillRo04
150,Josh Morgan\MorgJo00,SFO,WR,25,16,11,0,0,0,0,0,2,17,8.50,0,80,44,698,15.86,2,84,129.5,103.5,,53,,MorgJo00
151,Kevin Boss\BossKe00,NYG,TE,26,15,13,0,0,0,0,0,0,0,,0,70,35,531,15.17,5,83,120.6,99.6,,16,,BossKe00
152,Steve Breaston\BreaSt00,ARI,WR,27,13,11,1,2,17,0,0,3,35,11.67,0,87,47,718,15.28,1,82,138.0,111.5,,54,,BreaSt00
153,Donald Brown\BrowDo00,IND,RB,23,13,8,0,0,0,0,0,129,497,3.85,2,28,20,205,10.25,0,82,108.2,92.2,,47,,BrowDo00
154,Lee Evans\EvanLe00,BUF,WR,29,13,13,0,0,0,0,0,0,0,,0,84,37,578,15.62,4,82,120.8,98.3,,55,,EvanLe00
155,Donald Driver\DrivDo00,GNB,WR,35,15,15,0,0,0,0,0,0,0,,0,85,51,565,11.08,4,81,134.0,105.0,,56,,DrivDo00
156,Maurice Morris\MorrMa00,DET,RB,31,14,7,0,0,0,0,0,90,336,3.73,5,31,25,170,6.80,0,81,111.1,92.1,,48,,MorrMa00
157,Willis McGahee\McGaWi00,BAL,RB,29,15,2,0,0,0,0,0,100,380,3.80,5,17,14,55,3.93,1,80,95.5,84.5,,49,,McGaWi00
158,Ben Obomanu\ObomBe00,SEA,TE,27,15,6,0,0,0,0,0,2,17,8.50,0,49,30,494,16.47,4,79,112.1,94.1,,17,,ObomBe00
159,Brian Westbrook\WestBr00,SFO,RB,31,14,5,0,0,0,0,0,77,340,4.42,4,24,16,150,9.38,1,79,101.0,87.0,,50,,WestBr00
160,Jordan Shipley\ShipJo00,CIN,WR,25,15,4,0,0,0,0,0,0,0,,0,74,52,600,11.54,3,78,133.0,104.0,,57,,ShipJo00
161,Anthony Fasano\FasaAn00,MIA,TE,26,15,15,0,0,0,0,0,0,0,,0,60,39,528,13.54,4,77,118.8,96.3,,18,,FasaAn00
162,Brandon Gibson\GibsBr00,STL,WR,23,14,12,0,0,0,0,0,3,28,9.33,0,91,53,620,11.70,2,77,132.8,103.3,,60,,GibsBr00
163,Jacoby Jones\JoneJa03,HOU,WR,26,15,7,0,0,0,0,0,2,7,3.50,0,78,51,562,11.02,3,77,130.4,101.4,,59,,JoneJa03
164,Louis Murphy\MurpLo00,OAK,WR,23,14,9,0,0,0,0,0,1,43,43.00,0,78,41,609,14.85,2,77,120.2,95.7,,58,,MurpLo00
165,Troy Smith\SmitTr02,SFO,QB,26,6,6,73,145,1176,5,4,23,121,5.26,1,0,0,0,,0,77,84.1,75.1,,35,,SmitTr02
166,Joel Dreessen\DreeJo00,HOU,TE,28,16,10,0,0,0,0,0,0,0,,0,55,36,518,14.39,4,76,114.3,92.8,,19,,DreeJo00
