,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
350,Stephen Davis\DaviSt00,CAR,RB,30,2,2,0,0,0,0,0,24,92,3.83,0,2,2,32,16.00,0,12,14.4,13.4,,105,
351,Jim Finn\FinnJi00,NYG,RB,28,16,9,0,0,0,0,0,3,7,2.33,0,18,15,112,7.47,0,12,29.9,19.4,,107,
352,Robert Holcombe\HolcRo00,TEN,RB,29,16,8,0,0,0,0,0,17,62,3.65,0,21,11,60,5.45,0,12,23.2,17.7,,106,
353,Michael Jenkins\JenkMi00,ATL,WR,22,16,0,0,0,0,0,0,1,2,2.00,0,20,7,119,17.00,0,12,22.1,15.6,,130,
354,Jeremi Johnson\JohnJe00,CIN,RB,24,16,6,0,0,0,0,0,3,5,1.67,0,18,16,53,3.31,1,12,27.3,18.8,,109,
355,Lorenzo Neal\NealLo00,SDG,RB,34,16,10,0,0,0,0,0,16,53,3.31,0,19,13,66,5.08,0,12,24.4,17.4,,108,
356,Jeff Robinson\RobiJe00,DAL,TE,34,16,0,0,0,0,0,0,0,0,,0,2,2,2,1.00,2,12,14.2,13.2,,62,
357,Matt Schaub\SchaMa00,ATL,QB,23,6,1,33,70,330,1,4,8,26,3.25,0,0,0,0,,0,12,18.3,14.8,,55,
358,Aaron Walker\WalkAa00,SFO,TE,24,16,4,0,0,0,0,0,0,0,,0,15,10,115,11.50,0,12,24.5,16.5,,63,
359,Mike Bartrum\BartMi00,PHI,TE,34,16,0,0,1,0,0,0,0,0,,0,7,5,45,9.00,1,11,15.0,12.0,,66,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
360,Chris Chandler\ChanCh00,STL,QB,39,5,2,35,62,463,2,8,1,2,2.00,0,0,0,0,,0,11,21.2,17.7,,56,
361,Malcom Floyd\FloyMa00,SDG,WR,23,4,2,0,0,0,0,0,0,0,,0,9,3,49,16.33,1,11,13.9,12.4,,131,
362,Ryan Hannam\HannRy00,SEA,TE,24,16,0,0,0,0,0,0,0,0,,0,12,8,110,13.75,0,11,22.0,15.0,,64,
363,Arlen Harris\HarrAr00,STL,RB,24,14,1,0,0,0,0,0,20,63,3.15,0,4,4,44,11.00,0,11,14.2,11.7,,112,
364,Daimon Shelton\ShelDa00,BUF,RB,32,16,12,0,0,0,0,0,0,0,,0,24,17,114,6.71,0,11,31.4,19.9,,110,
365,Tony Stewart\StewTo00,CIN,TE,25,16,9,0,0,0,0,0,0,0,,0,25,10,48,4.80,1,11,20.8,15.8,,65,
366,Michael Turner\TurnMi00,SDG,RB,22,14,1,0,0,0,0,0,20,104,5.20,0,5,4,8,2.00,0,11,17.7,12.2,,111,
367,Jameel Cook\CookJa00,TAM,RB,25,12,5,0,0,0,0,0,0,0,,0,12,7,44,6.29,1,10,17.4,13.9,,113,
368,Casey Fitzsimmons\FitzCa00,DET,TE,24,16,2,0,0,0,0,0,0,0,,0,14,10,103,10.30,0,10,23.3,15.3,,67,
369,James Jackson\JackJa00,2TM,RB,28,5,0,0,0,0,0,0,12,81,6.75,0,8,6,22,3.67,0,10,15.8,12.3,,114,
370,Marcellus Rivers\RiveMa00,NYG,TE,26,16,3,0,0,0,0,0,0,0,,0,12,5,36,7.20,1,10,14.1,11.1,,68,
371,Jamel White\WhitJa00,2TM,RB,27,13,0,0,0,0,0,0,27,82,3.04,0,9,6,21,3.50,0,10,16.3,13.3,,115,
372,Larry Croom\CrooLa00,ARI,RB,23,6,1,0,0,0,0,0,29,76,2.62,0,5,2,16,8.00,0,9,10.2,8.2,,117,
373,Tony Hollings\HollTo00,HOU,RB,23,7,0,0,0,0,0,0,11,47,4.27,0,7,5,46,9.20,0,9,14.3,11.8,,116,
374,Reggie Kelly\KellRe00,CIN,TE,27,16,15,0,0,0,0,0,0,0,,0,21,15,85,5.67,0,9,23.5,16.0,,72,
375,David Martin\MartDa00,GNB,TE,25,9,3,0,0,0,0,0,0,0,,0,12,5,88,17.60,0,9,13.8,11.3,,70,
376,Sage Rosenfels\RoseSa00,MIA,QB,26,3,1,16,39,264,1,3,0,0,,0,0,0,0,,0,9,10.6,9.6,,57,
377,Visanthe Shiancoe\ShiaVi00,NYG,TE,24,16,7,0,0,0,0,0,0,0,,0,7,5,25,5.00,1,9,13.5,11.0,,71,
378,Jed Weaver\WeavJe00,NWE,TE,28,10,1,0,0,0,0,0,0,0,,0,12,8,93,11.63,0,9,17.3,13.3,,69,
379,Rabih Abdullah\AbduRa00,NWE,RB,29,9,0,0,0,0,0,0,13,13,1.00,1,2,1,9,9.00,0,8,9.2,8.7,,119,
380,Brandon Bennett\BennBr00,CAR,RB,31,8,0,0,0,0,0,0,6,17,2.83,1,0,0,0,,0,8,7.7,7.7,,122,
381,Sean Berton\BertSe00,MIN,TE,25,14,7,0,0,0,0,0,0,0,,0,11,9,78,8.67,0,8,16.8,12.3,,73,
382,Jeff Blake\BlakJe00,PHI,QB,34,3,0,18,37,126,1,1,3,6,2.00,0,0,0,0,,0,8,8.1,7.6,,58,
383,Joe Burns\BurnJo00,BUF,RB,25,16,0,0,0,0,0,0,20,73,3.65,0,3,1,7,7.00,0,8,9.0,8.5,,120,
384,Jamie Martin\MartJa00,STL,QB,34,1,0,16,30,188,0,0,0,0,,0,0,0,0,,0,8,7.0,6.5,,59,
385,Josh Parry\ParrJo00,PHI,RB,26,13,4,0,0,0,0,0,0,0,,0,18,9,75,8.33,0,8,16.5,12.0,,124,
386,Stanley Pritchett\PritSt00,ATL,RB,31,14,2,0,0,0,0,0,6,18,3.00,0,4,2,5,2.50,1,8,10.3,9.3,,118,
387,Alan Ricard\RicaAl00,BAL,RB,27,16,9,0,0,0,0,0,10,36,3.60,0,14,11,39,3.55,0,8,18.5,13.0,,123,
388,Musa Smith\SmitMu00,BAL,RB,22,9,0,0,0,0,0,0,12,48,4.00,0,4,2,31,15.50,0,8,9.9,8.9,,121,
389,John Stone\StonJo00,OAK,WR,25,4,0,0,0,0,0,0,0,0,,0,5,3,80,26.67,0,8,11.0,9.5,,132,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
390,Steve Bush\BushSt00,SFO,TE,30,5,2,0,0,0,0,0,0,0,,0,3,2,10,5.00,1,7,9.0,8.0,,74,
391,Earnest Graham\GrahEa00,TAM,RB,24,9,0,0,0,0,0,0,13,73,5.62,0,1,0,0,,0,7,7.3,7.3,,125,
392,Nate Jackson\JackNa00,DEN,WR,25,12,0,0,0,0,0,0,0,0,,0,11,8,73,9.13,0,7,15.3,11.3,,133,
393,Darnerien McCants\McCaDa00,WAS,WR,26,5,1,0,0,0,0,0,0,0,,0,9,5,71,14.20,0,7,12.1,9.6,,134,
394,Eric McCoo\McCoEr00,PHI,RB,24,1,0,0,0,0,0,0,9,54,6.00,0,5,2,15,7.50,0,7,8.9,7.9,,126,
395,Richard Owens\OwenRi00,MIN,TE,24,7,2,0,0,0,0,0,0,0,,0,8,8,69,8.63,0,7,14.9,10.9,,75,
396,Nate Poole\PoolNa01,ARI,WR,27,9,1,0,0,0,0,0,0,0,,0,11,5,70,14.00,0,7,12.0,9.5,,135,
397,Kevin Walter\WaltKe00,CIN,WR,23,16,0,0,0,0,0,0,0,0,,0,9,8,67,8.38,0,7,14.7,10.7,,136,
398,Fred Beasley\BeasFr00,SFO,RB,30,14,10,0,0,0,0,0,9,15,1.67,0,25,10,44,4.40,0,6,15.9,10.9,,127,
399,Cam Cleeland\CleeCa00,STL,TE,29,16,9,0,0,0,0,0,1,-2,-2.00,0,12,7,57,8.14,0,6,12.5,9.0,,78,
400,Jerricho Cotchery\CotcJe00,NYJ,WR,22,12,0,0,0,0,0,0,0,0,,0,11,6,60,10.00,0,6,18.0,15.0,,137,
401,Lamont Hall\HallLa00,NOR,TE,30,16,2,0,0,0,0,0,0,0,,0,1,1,4,4.00,1,6,7.4,6.9,,76,
402,Drew Henson\HensDr00,DAL,QB,24,7,1,10,18,78,1,1,1,7,7.00,0,0,0,0,,0,6,6.3,5.8,,60,
403,Ryan Neufeld\NeufRy00,BUF,TE,29,16,5,0,0,0,0,0,0,0,,0,14,6,61,10.17,0,6,12.1,9.1,,77,
404,Bobby Shaw\ShawBo00,2TM,WR,29,11,0,0,0,0,0,0,1,1,1.00,0,13,5,59,11.80,0,6,11.0,8.5,,139,
405,Steve Smith\SmitSt01,CAR,WR,25,1,1,0,1,0,0,0,0,0,,0,9,6,60,10.00,0,6,12.0,9.0,,138,
406,Thomas Tapeh\TapeTh00,PHI,RB,24,7,0,0,0,0,0,0,12,42,3.50,0,2,2,15,7.50,0,6,7.7,6.7,,128,
407,Mark Bruener\BrueMa00,HOU,TE,32,16,11,0,0,0,0,0,0,0,,0,10,4,52,13.00,0,5,9.2,7.2,,79,
408,Cedric Cobbs\CobbCe00,NWE,RB,23,3,0,0,0,0,0,0,22,50,2.27,0,0,0,0,,0,5,4.5,4.0,,134,
409,Rickey Dudley\DudlRi00,TAM,TE,32,3,0,0,0,0,0,0,0,0,,0,4,3,48,16.00,0,5,7.8,6.3,,83,
410,Adimchinobe Echemandu\EcheAd00,CLE,RB,24,4,0,0,1,0,0,0,8,25,3.13,0,4,3,25,8.33,0,5,7.5,5.5,,133,
411,Eric Edwards\EdwaEr00,ARI,TE,24,16,1,0,0,0,0,0,0,0,,0,8,5,51,10.20,0,5,10.1,7.6,,81,
412,Brock Forsey\ForsBr00,MIA,RB,24,7,0,0,0,0,0,0,19,53,2.79,0,0,0,0,,0,5,4.8,4.3,,130,
413,Joey Harris\HarrJo01,CAR,RB,24,4,0,0,0,0,0,0,15,53,3.53,0,3,0,0,,0,5,5.3,5.3,,131,
414,Mike Karney\KarnMi00,NOR,RB,23,16,8,0,0,0,0,0,3,7,2.33,0,7,6,42,7.00,0,5,10.9,7.9,,136,
415,Andre King\KingAn00,CLE,WR,31,9,2,0,0,0,0,0,0,0,,0,8,5,49,9.80,0,5,9.9,7.4,,142,
416,Triandos Luke\LukeTr00,DEN,WR,23,10,0,0,0,0,0,0,0,0,,0,8,6,52,8.67,0,5,10.2,6.2,,140,
417,Shane Matthews\MattSh00,BUF,QB,34,3,0,2,3,44,1,0,2,-3,-1.50,0,0,0,0,,0,5,5.5,5.5,,61,
418,Fred McAfee\McAfFr00,NOR,RB,36,11,0,0,0,0,0,0,2,54,27.00,0,0,0,0,,0,5,5.4,5.4,,129,
419,Adrian Peterson\PeteAd00,CHI,RB,25,14,0,0,0,0,0,0,6,19,3.17,0,2,2,30,15.00,0,5,6.9,5.9,,135,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
420,Andrew Pinnock\PinnAn00,SDG,RB,24,1,0,0,0,0,0,0,9,26,2.89,0,3,3,26,8.67,0,5,7.7,5.7,,132,
421,Walter Rasby\RasbWa00,2TM,TE,32,10,8,0,0,0,0,0,0,0,,0,9,5,52,10.40,0,5,10.2,7.7,,80,
422,Philip Rivers\RivePh00,SDG,QB,23,2,0,5,8,33,1,0,4,-5,-1.25,0,0,0,0,,0,5,4.3,3.8,,62,
423,Terrelle Smith\SmitTe00,CLE,RB,26,16,9,0,0,0,0,0,4,9,2.25,0,12,7,39,5.57,0,5,11.8,8.3,,137,
424,Scottie Vines\VineSc00,DET,WR,25,6,1,0,0,0,0,0,0,0,,0,9,3,51,17.00,0,5,8.1,6.6,,141,
425,Kellen Winslow\WinsKe01,CLE,TE,21,2,2,0,0,0,0,0,0,0,,0,11,5,50,10.00,0,5,10.0,7.5,,82,
426,B.J. Askew\AskeB.00,NYJ,RB,24,16,0,0,0,0,0,0,6,23,3.83,0,2,2,12,6.00,0,4,5.5,4.5,,144,
427,Dwayne Blakley\BlakDw00,ATL,TE,25,15,1,0,0,0,0,0,0,0,,0,8,4,35,8.75,0,4,7.5,5.5,,85,
428,Koy Detmer\DetmKo00,PHI,QB,31,16,1,18,40,207,0,2,10,-7,-0.70,0,0,0,0,,0,4,5.1,4.6,,63,
429,Marc Edwards\EdwaMa00,JAX,RB,30,13,5,0,0,0,0,0,0,0,,0,8,7,41,5.86,0,4,11.1,7.6,,140,
430,Jason McAddley\McAdJa00,TEN,WR,25,11,1,0,0,0,0,0,0,0,,0,4,2,38,19.00,0,4,5.3,3.8,,143,
431,Jon Ritchie\RitcJo00,PHI,RB,30,3,0,0,0,0,0,0,0,0,,0,6,4,36,9.00,0,4,7.6,5.6,,143,
432,Cliff Russell\RussCl00,CIN,WR,25,13,1,0,0,0,0,0,3,15,5.00,0,3,1,21,21.00,0,4,3.6,2.1,,144,
433,Ian Smart\SmarIa00,TAM,RB,24,4,0,0,0,0,0,0,2,26,13.00,0,2,2,10,5.00,0,4,5.6,4.6,,142,
434,Ben Steele\SteeBe00,GNB,TE,26,15,0,0,0,0,0,0,0,0,,0,11,4,42,10.50,0,4,8.2,6.2,,84,
435,Stephen Trejo\TrejSt00,2TM,RB,27,13,2,0,0,0,0,0,0,0,,0,4,4,37,9.25,0,4,7.7,5.7,,141,
436,Nick Luchey\WillNi00,GNB,RB,27,16,6,0,0,0,0,0,10,24,2.40,0,4,2,20,10.00,0,4,6.4,5.4,,138,
437,Walter Williams\WillWa02,GNB,RB,27,1,0,0,0,0,0,0,6,42,7.00,0,0,0,0,,0,4,4.2,4.2,,139,
438,Brooks Bollinger\BollBr00,NYJ,QB,25,1,0,5,9,60,0,0,1,2,2.00,0,0,0,0,,0,3,2.6,2.6,,66,
439,Heath Evans\EvanHe00,SEA,RB,26,15,0,0,0,0,0,0,7,20,2.86,0,4,2,12,6.00,0,3,4.7,3.2,,147,
440,Michael Gaines\GainMi00,CAR,TE,24,15,6,0,0,0,0,0,0,0,,0,14,4,34,8.50,0,3,7.4,5.4,,86,
441,Karl Hankton\HankKa00,CAR,WR,34,15,0,0,0,0,0,0,0,0,,0,2,2,25,12.50,0,3,4.5,3.5,,147,
442,Ben Hartsock\HartBe00,IND,TE,24,16,3,0,0,0,0,0,0,0,,0,8,4,33,8.25,0,3,7.3,5.3,,87,
443,Chris Hetherington\HethCh00,OAK,RB,32,5,2,0,0,0,0,0,1,4,4.00,0,4,3,28,9.33,0,3,5.7,3.7,,146,
444,Doug Johnson\JohnDo00,TEN,QB,27,2,0,6,12,68,0,0,2,-2,-1.00,0,0,0,0,,0,3,2.5,2.5,,67,
445,Brian Kozlowski\KozlBr00,WAS,TE,34,11,1,0,0,0,0,0,0,0,,0,6,3,29,9.67,0,3,5.9,4.4,,88,
446,Mike McMahon\McMaMi00,DET,QB,25,1,0,11,15,77,0,1,2,18,9.00,0,0,0,0,,0,3,3.4,2.9,,64,
447,John Navarre\NavaJo00,ARI,QB,24,1,1,18,40,168,1,4,0,0,,0,0,0,0,,0,3,6.7,6.7,,65,
448,Chris Perry\PerrCh00,CIN,RB,23,2,0,0,0,0,0,0,2,1,0.50,0,3,3,33,11.00,0,3,6.4,4.9,,145,
449,Cecil Sapp\SappCe00,DEN,RB,26,5,0,0,0,0,0,0,4,32,8.00,0,2,0,0,,0,3,3.2,3.2,,148,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
450,Jonathan Smith\SmitJo00,BUF,WR,23,9,0,0,0,0,0,0,2,11,5.50,0,6,3,21,7.00,0,3,12.2,10.7,,145,
451,Rod Trafford\TrafRo00,BUF,TE,26,4,0,0,0,0,0,0,0,0,,0,4,3,25,8.33,0,3,5.5,4.0,,89,
452,Randal Williams\WillRa01,DAL,WR,26,2,2,0,0,0,0,0,1,13,13.00,0,3,1,14,14.00,0,3,3.7,3.2,,146,
453,Dan Campbell\CampDa00,DAL,TE,28,3,2,0,0,0,0,0,0,0,,0,2,2,16,8.00,0,2,3.6,2.6,,94,
454,Kerry Carter\CartKe01,SEA,RB,24,16,0,0,0,0,0,0,4,15,3.75,0,0,0,0,,0,2,1.5,1.5,,153,
455,Ki-Jana Carter\CartKi00,NOR,RB,31,2,0,0,0,0,0,0,10,17,1.70,0,1,0,0,,0,2,1.7,1.7,,151,
456,Todd Collins\CollTo00,KAN,QB,33,2,0,1,5,42,0,0,1,4,4.00,0,0,0,0,,0,2,2.1,2.1,,69,
457,Matt Cushing\CushMa00,PIT,TE,29,16,0,0,0,0,0,0,0,0,,0,1,1,17,17.00,0,2,2.7,2.2,,92,
458,Rohan Davey\DaveRo01,NWE,QB,26,4,0,4,10,54,0,0,4,-1,-0.25,0,0,0,0,,0,2,2.1,2.1,,70,
459,Lorenzo Diamond\DiamLo00,ARI,TE,25,5,4,0,0,0,0,0,0,0,,0,5,3,19,6.33,0,2,4.9,3.4,,91,
460,Talman Gardner\GardTa00,NOR,WR,24,11,1,0,0,0,0,0,0,0,,0,1,1,23,23.00,0,2,3.3,2.8,,149,
461,Vick King\KingVi00,MIA,RB,24,2,0,0,0,0,0,0,4,9,2.25,0,2,1,8,8.00,0,2,2.7,2.2,,152,
462,Jim Kleinsasser\KleiJi00,MIN,TE,27,1,1,0,0,0,0,0,0,0,,0,3,2,24,12.00,0,2,4.4,3.4,,90,
463,Nate Lawrie\LawrNa00,TAM,TE,23,2,0,0,0,0,0,0,0,0,,0,1,1,15,15.00,0,2,2.5,2.0,,96,
464,George Layne\LaynGe00,2TM,RB,26,4,0,0,0,0,0,0,1,12,12.00,0,1,1,6,6.00,0,2,2.8,2.3,,150,
465,Jamar Martin\MartJa01,MIA,RB,24,9,1,0,0,0,0,0,0,0,,0,8,4,15,3.75,0,2,5.0,2.5,,154,
466,Fred McCrary\McCrFr00,ATL,RB,32,3,2,0,0,0,0,0,0,0,,0,4,2,23,11.50,0,2,4.3,3.3,,149,
467,Billy McMullen\McMuBi00,PHI,WR,24,8,0,0,0,0,0,0,0,0,,0,17,3,24,8.00,0,2,5.4,3.9,,148,
468,Dave Moore\MoorDa00,TAM,TE,35,15,0,0,0,0,0,0,0,0,,0,4,3,17,5.67,0,2,4.7,3.2,,93,
469,Johnnie Morant\MoraJo00,OAK,WR,23,4,0,0,0,0,0,0,0,0,,0,2,1,20,20.00,0,2,3.0,2.5,,150,
470,Doug Pederson\PedeDo00,GNB,QB,36,4,0,11,23,120,0,2,2,15,7.50,0,0,0,0,,0,2,4.3,4.3,,68,
471,Dedric Ward\WardDe00,DAL,WR,30,8,0,0,0,0,0,0,1,11,11.00,0,8,1,5,5.00,0,2,2.1,1.1,,151,
472,Ben Watson\WatsBe00,NWE,TE,24,1,1,0,0,0,0,0,0,0,,0,4,2,16,8.00,0,2,3.6,2.6,,95,
473,David Allen\AlleDa00,JAX,RB,26,5,0,0,0,0,0,0,0,0,,0,2,2,8,4.00,0,1,1.8,-0.2,,160,
474,Bill Baber\BabeBi00,TAM,TE,25,1,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,1,1.7,1.2,,101,
475,Tony Banks\BankTo00,HOU,QB,31,5,0,1,2,16,0,0,0,0,,0,0,0,0,,0,1,0.6,0.6,,72,
476,Alex Bannister\BannAl00,SEA,WR,25,7,1,0,0,0,0,0,0,0,,0,3,2,10,5.00,0,1,3.0,2.0,,154,
477,Ronald Bellamy\BellRo00,MIA,WR,23,2,0,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,1,1.8,1.3,,156,
478,Tyrone Calico\CaliTy00,TEN,WR,24,1,0,0,0,0,0,0,0,0,,0,4,2,13,6.50,0,1,3.3,2.3,,152,
479,Greg Comella\ComeGr00,TAM,RB,29,7,0,0,0,0,0,0,0,0,,0,1,1,12,12.00,0,1,2.2,1.7,,156,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
480,Devard Darling\DarlDe00,BAL,WR,22,3,0,0,0,0,0,0,0,0,,0,2,2,5,2.50,0,1,2.0,0.5,,158,
481,John Gilmore\GilmJo00,CHI,TE,25,16,1,0,0,0,0,0,0,0,,0,1,1,11,11.00,0,1,2.1,1.6,,98,
482,J.P. Losman\LosmJ.00,BUF,QB,23,4,0,3,5,32,0,1,2,15,7.50,0,0,0,0,,0,1,1.3,0.8,,71,
483,Aaron Moorehead\MoorAa00,IND,WR,24,7,0,0,0,0,0,0,0,0,,0,3,1,7,7.00,0,1,1.7,1.2,,157,
484,Sean Morey\MoreSe00,PIT,WR,28,16,0,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,1,1.8,1.3,,155,
485,Chad Mustard\MustCh00,CLE,TE,27,7,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,1,1.9,1.4,,100,
486,Larry Ned\NedxLa00,MIN,RB,26,16,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,1,1.9,1.4,,158,
487,Reggie Newhouse\NewhRe00,ARI,WR,23,3,0,0,0,0,0,0,0,0,,0,2,1,5,5.00,0,1,1.5,1.0,,159,
488,Moran Norris\NorrMo00,HOU,RB,26,12,4,0,0,0,0,0,1,0,0.00,0,5,4,13,3.25,0,1,5.3,3.3,,155,
489,Mike Sellers\SellMi00,WAS,TE,29,16,1,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,1,2.4,1.9,,97,
490,Rod Smart\SmarRo00,CAR,RB,27,3,0,0,0,0,0,0,3,4,1.33,0,1,1,5,5.00,0,1,1.4,0.4,,159,
491,Andrae Thurman\ThurAn00,GNB,WR,24,2,0,0,0,0,0,0,0,0,,0,2,2,12,6.00,0,1,3.2,2.2,,153,
492,Kevin Ware\WareKe00,SFO,TE,24,5,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,1,1.9,1.4,,99,
493,Jason Wright\WrigJa01,ATL,RB,22,2,0,0,0,0,0,0,3,10,3.33,0,1,0,0,,0,1,1.0,1.0,,157,
494,Charlie Adams\AdamCh00,DEN,,25,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,175,
495,Damien Anderson\AndeDa00,ARI,RB,25,4,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,,0.2,0.2,,165,
496,Eugene Baker\BakeEu00,CAR,,28,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,163,
497,Bradford Banta\BantBr00,BUF,,34,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,120,
498,Jarrod Baxter\BaxtJa00,HOU,RB,25,8,1,0,0,0,0,0,2,1,0.50,0,2,1,3,3.00,0,,1.4,0.9,,161,
499,Todd Bouman\BoumTo00,NOR,,32,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,75,
500,Dante Brown\BrowDa02,PIT,RB,24,1,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,,0.2,0.2,,164,
501,Dee Brown\BrowDe02,CLE,,26,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,170,
502,Rock Cartwright\CartRo01,WAS,RB,25,13,0,0,0,0,0,0,2,0,0.00,0,1,0,0,,0,,,,,169,
503,Aveion Cason\CasoAv00,STL,,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,177,
504,Casey Cramer\CramCa00,CAR,,22,6,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,171,
505,Gabe Crecion\CrecGa20,SFO,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,112,
506,Carey Davis\DaviCa00,2TM,,23,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,176,
507,James Dearth\DearJa00,NYJ,,28,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,107,
508,Dahrran Diedrick\DiedDa20,WAS,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,168,
509,Chris Doering\DoerCh00,PIT,,31,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,182,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
510,Jeff Dugan\DugaJe00,MIN,,23,14,2,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,118,
511,Doug Easlick\EaslDo20,MIA,RB,24,3,1,0,0,0,0,0,0,0,,0,2,1,4,4.00,0,,1.4,0.9,,162,
512,Omar Easy\EasyOm00,KAN,RB,27,15,0,0,0,0,0,0,4,1,0.25,0,0,0,0,,0,,0.1,0.1,,166,
513,Jimmy Farris\FarrJi00,ATL,,26,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,178,
514,P.J. Fleck\FlecP.20,SFO,,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,171,
515,Carlos Francis\FranCa20,OAK,,23,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,-0.5,-1.0,,161,
516,Gus Frerotte\FrerGu00,MIN,QB,33,16,0,0,1,0,0,0,0,0,,0,0,0,0,,0,,,,,76,
517,Drew Haddad\HaddDr00,BUF,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,166,
518,Derrick Hamilton\HamiDe20,SFO,,23,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,169,
519,Lawrence Hamilton\HamiLa20,ARI,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,183,
520,Keith Heinrich\HeinKe00,CLE,TE,25,7,0,0,0,0,0,0,0,0,,0,1,1,1,1.00,0,,1.1,0.6,,102,
521,Devery Henderson\HendDe00,NOR,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,177,
522,Darrell Hill\HillDa20,TEN,,25,14,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,174,
523,Nathan Hodel\HodeNa20,ARI,,27,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,105,
524,Keenan Howry\HowrKe00,MIN,WR,23,3,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,,1.3,0.8,,160,
525,Jasen Isom\IsomJa00,SFO,RB,27,5,1,0,0,0,0,0,1,0,0.00,0,2,1,1,1.00,0,,1.1,0.6,,167,
526,Brian Jennings*\JennBr00,SFO,,28,16,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,122,
527,Daryl Jones\JoneDa02,CHI,,25,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,162,
528,Kevin Kasper\KaspKe00,NWE,,27,8,0,0,0,0,0,0,0,0,,0,3,0,0,,0,,,,,179,
529,Kelvin Kight\KighKe00,GNB,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,181,
530,Matt Kranchick\KranMa00,PIT,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,110,
531,Mike Leach\LeacMi00,DEN,,28,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,121,
532,Vonta Leach\LeacVo00,GNB,,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,175,
533,James Lynch\LyncJa20,CIN,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,174,
534,Dusty McGrorty\McGrDu20,STL,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,172,
