,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
350,Steve Heiden\HeidSt00,CLE,TE,27,9,9,0,0,0,0,0,0,0,,0,31,18,134,7.44,0,13,34.4,22.4,,52,
351,Tony Hollings\HollTo00,HOU,RB,22,14,1,0,0,0,0,0,38,102,2.68,0,6,2,25,12.50,0,13,16.7,11.7,,116,
352,Kurt Kittner\KittKu00,ATL,QB,23,7,4,44,114,391,2,6,8,13,1.63,0,0,0,0,,0,13,21.9,18.9,,54,
353,Josh Norman\NormJo00,SDG,TE,23,7,1,0,0,0,0,0,0,0,,0,12,6,72,12.00,1,13,19.2,16.2,,53,
354,Jeff Robinson\RobiJe00,DAL,TE,33,16,0,0,0,0,0,0,0,0,,0,2,2,8,4.00,2,13,14.8,13.8,,55,
355,Alex Bannister*\BannAl00,SEA,WR,24,16,2,0,0,0,0,0,0,0,,0,12,3,61,20.33,1,12,15.1,13.6,,128,
356,Erik Bickerstaff\BickEr00,DAL,RB,23,4,0,0,0,0,0,0,19,56,2.95,1,0,0,0,,0,12,11.6,11.6,,119,
357,Reche Caldwell\CaldRe00,SDG,WR,24,9,4,0,0,0,0,0,5,39,7.80,0,34,8,80,10.00,0,12,19.9,15.9,,129,
358,Jim Finn\FinnJi00,NYG,RB,27,15,9,0,0,0,0,0,0,0,,0,20,14,115,8.21,0,12,28.5,18.5,,120,
359,Verron Haynes\HaynVe00,PIT,RB,24,12,0,0,0,0,0,0,20,63,3.15,0,10,7,57,8.14,0,12,18.0,13.5,,117,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
360,Quentin McCord\McCoQu00,ATL,WR,25,9,2,0,0,0,0,0,2,2,1.00,0,23,9,121,13.44,0,12,24.3,16.8,,127,
361,Brian Mitchell\MitcBr00,NYG,RB,35,16,0,0,0,0,0,0,4,20,5.00,1,5,4,38,9.50,0,12,13.3,8.8,,118,
362,Eddie Berlin\BerlEd00,TEN,WR,25,14,0,0,0,0,0,0,0,0,,0,2,1,50,50.00,1,11,11.0,9.5,,131,
363,Dwayne Carswell\CarsDw00,DEN,TE,31,16,10,0,0,0,0,0,0,0,,0,18,6,53,8.83,1,11,17.3,14.3,,56,
364,Reggie Swinton\SwinRe00,2TM,WR,28,12,1,0,0,0,0,0,3,11,3.67,0,16,9,100,11.11,0,11,33.1,23.6,,130,
365,Jerame Tuman\TumaJe00,PIT,TE,27,16,12,0,0,0,0,0,0,0,,0,19,12,113,9.42,0,11,26.3,17.3,,57,
366,Damien Anderson\AndeDa00,ARI,RB,24,16,0,0,0,0,0,0,18,68,3.78,0,12,6,36,6.00,0,10,16.4,13.4,,121,
367,Rickey Dudley\DudlRi00,TAM,TE,31,7,2,0,0,0,0,0,0,0,,0,11,7,42,6.00,1,10,17.2,13.7,,58,
368,Dondre Gilliam\GillDo00,SDG,WR,26,5,1,0,0,0,0,0,0,0,,0,8,6,95,15.83,0,10,15.5,12.5,,134,
369,Taylor Jacobs\JacoTa00,WAS,WR,22,8,0,0,0,0,0,0,0,0,,0,6,3,37,12.33,1,10,12.7,11.2,,133,
370,Greg Lewis\LewiGr01,PHI,WR,23,11,0,0,0,0,0,0,0,0,,0,9,6,95,15.83,0,10,15.5,12.5,,135,
371,Aaron Moorehead\MoorAa00,IND,WR,23,7,0,0,0,0,0,0,0,0,,0,10,7,101,14.43,0,10,19.6,12.6,,132,
372,Rabih Abdullah\AbduRa00,CHI,RB,28,15,0,0,0,0,0,0,18,37,2.06,0,9,8,55,6.88,0,9,17.2,13.2,,122,
373,Reggie Barlow\BarlRe00,TAM,WR,30,11,0,0,0,0,0,0,0,0,,0,6,3,27,9.00,1,9,11.2,9.2,,138,
374,Todd Bouman\BoumTo00,NOR,QB,31,4,0,7,13,81,1,0,3,1,0.33,0,0,0,0,,0,9,8.8,8.3,,55,
375,Zeron Flemister\FlemZe00,WAS,TE,27,12,9,0,0,0,0,0,0,0,,0,17,9,89,9.89,0,9,17.4,12.4,,59,
376,Sam Gash\GashSa00,BUF,RB,34,16,10,0,0,0,0,0,1,3,3.00,0,13,11,83,7.55,0,9,19.1,13.1,,123,
377,Andre King\KingAn00,CLE,WR,30,15,0,0,0,0,0,0,0,0,,0,14,9,88,9.78,0,9,17.8,13.3,,137,
378,Shaun King\KingSh00,TAM,QB,26,3,0,15,22,130,1,1,4,20,5.00,0,0,0,0,,0,9,10.2,10.2,,56,
379,Brian Kozlowski\KozlBr00,ATL,TE,33,16,9,0,0,0,0,0,0,0,,0,27,10,87,8.70,0,9,18.2,12.7,,60,
380,Kevin Swayne\SwayKe00,NYJ,WR,28,15,0,0,0,0,0,0,0,0,,0,10,2,29,14.50,1,9,10.9,9.9,,136,
381,Marques Tuiasosopo\TuiaMa00,OAK,QB,24,4,1,25,45,324,0,3,6,22,3.67,0,0,0,0,,0,9,14.2,10.2,,57,
382,John Avery\AverJo00,MIN,RB,27,6,0,0,0,0,0,0,1,0,0.00,0,4,2,24,12.00,1,8,9.9,8.4,,124,
383,Woodrow Dantzler\DantWo00,ATL,RB,24,9,0,0,1,0,0,0,8,21,2.63,1,0,0,0,,0,8,8.1,8.1,,125,
384,Will Heller\HellWi00,TAM,TE,22,9,1,0,0,0,0,0,0,0,,0,4,2,15,7.50,1,8,9.5,8.5,,63,
385,Jabari Holloway\HollJa01,HOU,TE,25,15,9,0,0,0,0,0,0,0,,0,10,8,84,10.50,0,8,16.4,12.4,,61,
386,Bryan Johnson\JohnBr01,WAS,RB,25,16,11,0,0,0,0,0,2,5,2.50,0,12,9,71,7.89,0,8,16.6,12.1,,126,
387,Kevin Lockett\LockKe00,NYJ,WR,29,3,0,0,0,0,0,0,0,0,,0,7,5,76,15.20,0,8,12.6,10.1,,139,
388,Dustin Lyman\LymaDu00,CHI,TE,27,9,1,0,0,0,0,0,0,0,,0,13,11,80,7.27,0,8,19.0,13.5,,62,
389,Adrian Peterson\PeteAd00,CHI,RB,24,6,1,0,0,0,0,0,22,70,3.18,0,1,1,5,5.00,0,8,8.5,8.0,,127,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
390,Dave Ragone\RagoDa00,HOU,QB,24,2,2,20,40,135,0,1,6,51,8.50,0,1,1,-5,-5.00,0,8,8.0,5.5,,58,
391,Mark Bruener\BrueMa00,PIT,TE,31,14,0,0,0,0,0,0,0,0,,0,6,2,12,6.00,1,7,9.2,8.2,,64,
392,Jesse Chatman\ChatJe00,SDG,RB,24,16,0,0,0,0,0,0,8,17,2.13,0,5,5,54,10.80,0,7,12.1,9.6,,128,
393,Clarence Coleman\ColeCl00,BUF,WR,23,14,0,0,0,0,0,0,0,0,,0,17,8,69,8.63,0,7,14.9,10.9,,140,
394,David Garrard\GarrDa00,JAX,QB,25,2,0,9,12,86,1,0,0,0,,0,0,0,0,,0,7,7.4,7.4,,59,
395,Shaun McDonald\McDoSh00,STL,WR,22,8,1,0,0,0,0,0,2,7,3.50,0,21,10,62,6.20,0,7,16.4,10.9,,141,
396,Jimmy Redmond\RedmJi00,JAX,WR,26,12,0,0,0,0,0,0,0,0,,0,7,3,67,22.33,0,7,9.7,8.2,,142,
397,O.J. Santiago\SantO.00,OAK,TE,29,12,7,0,0,0,0,0,0,0,,0,7,5,69,13.80,0,7,11.9,9.4,,66,
398,Jerramy Stevens\StevJe00,SEA,TE,24,16,3,0,0,0,0,0,0,0,,0,19,6,72,12.00,0,7,13.2,10.2,,65,
399,R.J. Bowers\BoweRJ00,CLE,RB,29,1,0,0,0,0,0,0,0,0,,0,2,1,2,2.00,1,6,7.2,6.7,,130,
400,Avon Cobourne\CoboAv00,DET,RB,24,7,0,0,0,0,0,0,10,27,2.70,0,9,4,30,7.50,0,6,9.7,7.7,,133,
401,Heath Evans\EvanHe00,SEA,RB,25,14,0,0,0,0,0,0,7,24,3.43,0,2,2,34,17.00,0,6,7.8,6.8,,132,
402,Ryan Neufeld\NeufRy00,BUF,WR,28,16,1,0,0,0,0,0,1,14,14.00,0,5,3,41,13.67,0,6,8.5,7.0,,144,
403,Kendall Newson\NewsKe00,MIA,WR,23,6,0,0,0,0,0,0,0,0,,0,6,2,55,27.50,0,6,7.0,5.5,,143,
404,Walter Rasby\RasbWa00,NOR,TE,31,16,7,0,0,0,0,0,0,0,,0,7,6,55,9.17,0,6,11.5,8.5,,67,
405,Sage Rosenfels\RoseSa00,MIA,QB,25,2,0,4,6,50,1,0,1,-1,-1.00,0,0,0,0,,0,6,5.9,5.9,,60,
406,Rod Smart\SmarRo00,CAR,RB,26,16,0,0,0,0,0,0,20,49,2.45,0,3,3,11,3.67,0,6,14.0,11.5,,131,
407,Lamar Smith\SmitLa00,NOR,RB,33,4,0,0,0,0,0,0,11,61,5.55,0,1,1,2,2.00,0,6,7.3,6.8,,129,
408,Obafemi Ayanbadejo\AyanOb00,MIA,RB,28,16,2,0,0,0,0,0,1,-2,-2.00,0,13,12,53,4.42,0,5,16.6,10.1,,134,
409,Travis Brown\BrowTr01,BUF,QB,26,2,0,14,18,160,0,1,1,5,5.00,0,0,0,0,,0,5,5.9,5.9,,61,
410,Oronde Gadsden\GadsOr00,MIA,WR,32,6,0,0,0,0,0,0,0,0,,0,9,4,48,12.00,0,5,8.8,6.8,,149,
411,Hunter Goodwin\GoodHu00,MIN,TE,31,16,5,0,0,0,0,0,0,0,,0,5,4,26,6.50,0,5,8.6,6.6,,69,
412,Shawn Jefferson\JeffSh00,DET,WR,34,7,3,0,0,0,0,0,1,3,3.00,0,11,6,46,7.67,0,5,10.9,7.9,,148,
413,Delvin Joyce\JoycDe00,NYG,RB,25,16,0,0,0,0,0,0,11,39,3.55,0,5,3,7,2.33,0,5,7.1,5.1,,137,
414,David Kircus\KircDa00,DET,WR,23,5,2,0,0,0,0,0,0,0,,0,12,3,53,17.67,0,5,8.3,6.8,,145,
415,Jason McAddley\McAdJa00,ARI,WR,24,2,0,0,0,0,0,0,0,0,,0,12,4,53,13.25,0,5,9.3,7.3,,146,
416,Ahmad Merritt\MerrAh00,CHI,WR,26,15,1,0,0,0,0,0,0,0,,0,10,3,50,16.67,0,5,7.5,5.5,,147,
417,Patrick Pass\PassPa00,NWE,RB,26,13,1,0,0,0,0,0,6,27,4.50,0,8,4,21,5.25,0,5,8.8,6.8,,136,
418,Robert Royal\RoyaRo00,WAS,TE,24,6,6,0,0,0,0,0,0,0,,0,11,5,48,9.60,0,5,9.3,6.3,,68,
419,Paul Smith\SmitPa00,DET,RB,25,7,0,0,0,0,0,0,2,5,2.50,0,6,5,45,9.00,0,5,10.0,7.5,,135,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
420,Zuriel Smith\SmitZu00,DAL,WR,23,9,0,0,0,0,0,0,0,0,,0,3,3,46,15.33,0,5,6.1,3.1,,150,
421,Sam Aiken\AikeSa00,BUF,WR,23,5,0,0,0,0,0,0,0,0,,0,8,3,35,11.67,0,4,6.5,5.0,,154,
422,Doug Chapman\ChapDo00,MIN,RB,26,4,0,0,0,0,0,0,15,33,2.20,0,1,1,8,8.00,0,4,5.1,4.6,,138,
423,Chris Cole\ColeCh00,DEN,WR,26,11,0,0,0,0,0,0,2,8,4.00,0,8,3,36,12.00,0,4,6.9,4.9,,151,
424,James Fenderson\FendJa00,NOR,RB,27,9,0,0,0,0,0,0,4,14,3.50,0,1,1,5,5.00,0,4,4.9,4.4,,140,
425,Rob Johnson\JohnRo00,2TM,QB,30,4,0,11,20,93,0,1,3,21,7.00,0,0,0,0,,0,4,4.8,4.8,,62,
426,Tee Martin\MartTe00,OAK,QB,25,2,0,6,16,69,0,1,5,28,5.60,0,0,0,0,,0,4,3.1,1.6,,63,
427,Moran Norris\NorrMo00,HOU,RB,25,16,9,0,0,0,0,0,0,0,,0,10,7,40,5.71,0,4,11.0,7.5,,139,
428,Willie Ponder\PondWi00,NYG,WR,23,4,0,0,0,0,0,0,0,0,,0,11,7,35,5.00,0,4,10.5,7.0,,153,
429,J.R. Redmond\RedmJ.00,OAK,RB,26,1,0,0,0,0,0,0,9,30,3.33,0,2,1,6,6.00,0,4,4.6,4.1,,141,
430,Mike Seidman\SeidMi00,CAR,TE,22,12,5,0,0,0,0,0,0,0,,0,10,5,35,7.00,0,4,8.5,6.0,,70,
431,Edell Shepherd\ShepEd00,TAM,WR,23,2,0,0,0,0,0,0,0,0,,0,6,4,38,9.50,0,4,7.8,5.8,,152,
432,Charlie Batch\BatcCh00,PIT,QB,29,4,0,4,8,47,0,0,1,11,11.00,0,0,0,0,,0,3,2.5,2.0,,65,
433,Byron Chamberlain\ChamBy00,WAS,TE,32,4,1,0,0,0,0,0,0,0,,0,4,4,29,7.25,0,3,6.9,4.9,,74,
434,Ronald Curry\CurrRo01,OAK,WR,24,16,2,0,0,0,0,0,1,0,0.00,0,10,5,31,6.20,0,3,7.6,4.6,,155,
435,Trent Dilfer\DilfTr00,SEA,QB,31,5,0,4,8,31,1,1,2,-1,-0.50,0,0,0,0,,0,3,3.1,2.1,,64,
436,Talman Gardner\GardTa00,NOR,WR,23,10,1,0,0,0,0,0,0,0,,0,15,3,29,9.67,0,3,5.9,4.4,,156,
437,Karl Hankton\HankKa00,CAR,WR,33,14,0,0,0,0,0,0,0,0,,0,4,2,27,13.50,0,3,4.7,3.7,,158,
438,Patrick Hape\HapePa00,DEN,TE,29,16,0,0,0,0,0,0,0,0,,0,4,3,30,10.00,0,3,6.0,4.5,,72,
439,Frisman Jackson\JackFr01,CLE,WR,24,5,0,0,1,0,0,0,0,0,,0,5,2,29,14.50,0,3,4.9,3.9,,157,
440,Leon Johnson\JohnLe00,SDG,RB,29,14,0,0,0,0,0,0,4,26,6.50,0,2,0,0,,0,3,2.1,1.6,,147,
441,Chris Luzar\LuzaCh00,JAX,TE,24,11,1,0,0,0,0,0,0,0,,0,4,3,30,10.00,0,3,6.0,4.5,,73,
442,Mike McMahon\McMaMi00,DET,QB,24,3,0,9,31,87,0,2,5,32,6.40,0,0,0,0,,0,3,4.2,3.7,,66,
443,Chad Mustard\MustCh00,CLE,TE,26,10,0,0,0,0,0,0,0,0,,0,6,4,29,7.25,0,3,6.9,4.9,,75,
444,Jeb Putzier\PutzJe00,DEN,TE,24,4,0,0,0,0,0,0,0,0,,0,5,4,34,8.50,0,3,7.4,5.4,,71,
445,Cecil Sapp\SappCe00,DEN,RB,25,1,0,0,0,0,0,0,12,31,2.58,0,0,0,0,,0,3,3.1,3.1,,143,
446,John Simon\SimoJo00,WAS,RB,25,4,0,0,0,0,0,0,3,9,3.00,0,3,3,21,7.00,0,3,5.5,3.5,,144,
447,Terrelle Smith\SmitTe00,NOR,RB,25,15,10,0,0,0,0,0,0,0,,0,10,6,28,4.67,0,3,8.8,5.8,,146,
448,Charles Stackhouse\StacCh00,MIN,RB,23,14,2,0,0,0,0,0,1,0,0.00,0,7,6,30,5.00,0,3,9.0,6.0,,145,
449,Jonathan Wells\WellJo00,HOU,RB,24,13,0,0,0,0,0,0,5,14,2.80,0,4,2,17,8.50,0,3,5.1,4.1,,142,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
450,Stephen Alexander\AlexSt00,SDG,,28,3,0,0,0,0,0,0,0,0,,0,6,0,0,,0,2,2.0,2.0,,77,
451,Bill Baber\BabeBi00,KAN,TE,24,16,0,0,0,0,0,0,0,0,,0,1,1,20,20.00,0,2,3.0,2.5,,78,
452,Antonio Brown\BrowAn01,BUF,WR,25,16,0,0,0,0,0,0,1,17,17.00,0,0,0,0,,0,2,1.2,0.7,,163,
453,Todd Collins\CollTo00,KAN,QB,32,5,0,9,12,74,0,0,8,-7,-0.88,0,0,0,0,,0,2,2.3,2.3,,67,
454,Joe Davenport\DaveJo00,IND,TE,27,16,2,0,0,0,0,0,0,0,,0,8,3,23,7.67,0,2,5.3,3.8,,76,
455,Darnell Dinkins\DinkDa00,NYG,TE,26,7,0,0,0,0,0,0,0,0,,0,5,2,16,8.00,0,2,3.6,2.6,,80,
456,Kevin Dyson\DysoKe00,CAR,WR,28,1,0,0,0,0,0,0,0,0,,0,2,2,15,7.50,0,2,3.5,2.5,,165,
457,Omar Easy\EasyOm00,KAN,RB,26,15,0,0,0,0,0,0,0,0,,0,5,3,19,6.33,0,2,4.9,3.4,,150,
458,Doug Gabriel\GabrDo00,OAK,WR,23,12,0,0,0,0,0,0,0,0,,0,1,1,17,17.00,0,2,8.7,8.2,,162,
459,Chris Hetherington\HethCh00,OAK,RB,31,14,1,0,0,0,0,0,0,0,,0,4,2,23,11.50,0,2,4.3,3.3,,148,
460,Keenan Howry\HowrKe00,MIN,WR,22,16,1,0,0,0,0,0,0,0,,0,6,2,15,7.50,0,2,3.5,2.5,,166,
461,Brock Huard\HuarBr00,IND,QB,27,2,0,2,3,22,0,0,3,8,2.67,0,0,0,0,,0,2,1.2,0.7,,68,
462,Kevin Kasper\KaspKe00,ARI,WR,26,7,0,0,0,0,0,0,1,-4,-4.00,0,6,1,23,23.00,0,2,2.9,2.4,,160,
463,George Layne\LaynGe00,ATL,RB,25,3,0,0,0,0,0,0,1,15,15.00,0,2,1,3,3.00,0,2,2.8,2.3,,151,
464,Adrian Madise\MadiAd00,DEN,WR,23,11,0,0,0,0,0,0,1,10,10.00,0,3,2,10,5.00,0,2,3.5,2.0,,159,
465,Jamar Martin\MartJa01,DAL,RB,23,14,1,0,0,0,0,0,4,7,1.75,0,4,2,9,4.50,0,2,3.6,2.6,,152,
466,Lee Mays\MaysLe00,PIT,WR,25,16,0,0,0,0,0,0,0,0,,0,3,2,17,8.50,0,2,3.7,2.7,,164,
467,Fred McCrary\McCrFr00,NWE,RB,31,6,3,0,0,0,0,0,3,3,1.00,0,5,2,12,6.00,0,2,3.5,2.5,,153,
468,Sultan McCullough\McCuSu00,WAS,RB,23,1,0,0,0,0,0,0,1,9,9.00,0,3,3,13,4.33,0,2,5.2,3.7,,149,
469,Kevin Walter\WaltKe00,CIN,WR,22,11,0,0,0,0,0,0,0,0,,0,4,3,18,6.00,0,2,4.8,3.3,,161,
470,Kevin Ware\WareKe00,WAS,TE,23,11,2,0,0,0,0,0,0,0,,0,7,3,17,5.67,0,2,4.7,3.2,,79,
471,Nick Luchey\WillNi00,GNB,RB,26,11,2,0,0,0,0,0,1,3,3.00,0,2,1,12,12.00,0,2,2.5,2.0,,154,
472,B.J. Askew\AskeB.00,NYJ,RB,23,16,0,0,0,0,0,0,2,9,4.50,0,0,0,0,,0,1,0.9,0.9,,156,
473,Darian Barnes\BarnDa00,TAM,RB,23,14,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,1,1.6,1.1,,159,
474,Arnaz Battle\BattAr00,SFO,WR,23,8,0,0,0,0,0,0,2,14,7.00,0,1,0,0,,0,1,1.4,1.4,,167,
475,Kevin Curtis\CurtKe00,STL,WR,25,4,1,0,0,0,0,0,0,0,,0,5,4,13,3.25,0,1,5.3,3.3,,168,
476,Rohan Davey\DaveRo01,NWE,QB,25,1,0,3,7,31,0,0,0,0,,0,0,0,0,,0,1,1.2,1.2,,70,
477,Koy Detmer\DetmKo00,PHI,QB,30,16,0,3,5,32,0,0,0,0,,0,0,0,0,,0,1,1.3,1.3,,69,
478,Terrence Edwards\EdwaTe00,ATL,WR,24,6,0,0,0,0,0,0,0,0,,0,5,1,10,10.00,0,1,2.0,1.5,,170,
479,Larry Foster\FostLa00,ARI,WR,27,1,1,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,1,1.7,1.2,,172,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
480,Jarious Jackson\JackJa01,DEN,QB,26,1,1,4,9,41,0,1,1,9,9.00,0,0,0,0,,0,1,1.5,1.5,,72,
481,Ron Johnson\JohnRo03,BAL,WR,23,6,0,0,0,0,0,0,0,0,,0,3,1,12,12.00,0,1,2.2,1.7,,169,
482,Derrick Lewis\LewiDe00,NOR,WR,28,3,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,1,1.7,1.2,,173,
483,Reno Mahe\MaheRe00,PHI,RB,23,2,0,0,0,0,0,0,0,0,,0,2,1,5,5.00,0,1,1.5,1.0,,160,
484,Fred McAfee\McAfFr00,NOR,RB,35,14,0,0,0,0,0,0,1,13,13.00,0,0,0,0,,0,1,0.8,0.3,,155,
485,Spencer Nead\NeadSp00,STL,TE,26,10,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,1,1.1,0.1,,81,
486,Rodney Peete\PeetRo00,CAR,QB,37,1,1,4,10,19,0,0,0,0,,0,0,0,0,,0,1,0.8,0.8,,71,
487,Cliff Russell\RussCl00,WAS,WR,24,3,0,0,0,0,0,0,0,0,,0,2,2,10,5.00,0,1,3.0,2.0,,171,
488,Josh Scobey\ScobJo00,ARI,RB,24,15,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,1,7.9,7.4,,157,
489,Aaron Shea\SheaAa00,CLE,RB,27,4,2,0,0,0,0,0,0,0,,0,5,2,9,4.50,0,1,2.9,1.9,,158,
490,Charlie Adams\AdamCh00,DEN,,24,4,0,0,0,0,0,0,0,0,,0,4,0,0,,0,,,,,191,
491,Dan Alexander\AlexDa21,STL,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,173,
492,Brian Allen\AlleBr20,IND,,23,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,169,
493,Richard Angulo\AnguRi00,STL,,23,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,95,
494,Karsten Bailey\BailKa00,GNB,,26,1,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,190,
495,Eugene Baker\BakeEu00,CAR,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,177,
496,Mike Banks\BankMi20,ARI,,24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,115,
497,Bradford Banta\BantBr00,DET,,33,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100,
498,Mike Bartrum\BartMi00,PHI,,33,16,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,107,
499,Marco Battaglia\BattMa00,CAR,,30,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,116,
500,Fred Baxter\BaxtFr00,NWE,,32,12,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,91,
501,Sean Berton\BertSe00,MIN,,24,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,114,
502,Sean Brewer\BrewSe20,ATL,,26,9,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,88,
503,Dee Brown\BrowDe02,PIT,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,166,
504,Arland Bruce\BrucAr20,SFO,,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,-0.5,-1.0,,188,
505,Kerry Carter\CartKe01,SEA,RB,23,16,0,0,0,0,0,0,3,-2,-0.67,0,0,0,0,,0,,-0.2,-0.2,,175,
506,Kenny Clark\ClarKe22,MIN,,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,184,
507,Greg Comella\ComeGr00,HOU,,28,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,8,
508,Phillip Crosby\CrosPh00,BUF,,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,2,
509,Dan Curley\CurlDa20,STL,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,9,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
510,Matt Cushing\CushMa00,PIT,,28,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,85,
511,Chris Davis\DaviCh24,SEA,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,6,
512,James Dearth\DearJa00,NYJ,,27,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,96,
513,Ty Detmer\DetmTy00,DET,,36,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,76,
514,Kori Dickerson\DickKo20,PHI,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,84,
515,Eddie Drummond\DrumEd00,DET,WR,23,6,0,0,0,0,0,0,1,1,1.00,0,0,0,0,,0,,5.6,5.1,,176,
516,LaTarence Dunbar\DunbLa20,ATL,,23,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,198,
517,Chris Edmonds\EdmoCh20,CIN,,25,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,15,
518,John Gilmore\GilmJo00,CHI,,24,15,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,106,
519,Joey Goodspeed\GoodJo00,STL,,25,8,4,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,7,
520,Gibran Hamdan\HamdGi00,WAS,QB,22,1,0,1,2,7,0,0,0,0,,0,0,0,0,,0,,0.3,0.3,,73,
521,Lawrence Hamilton\HamiLa20,CIN,,23,5,1,0,0,0,0,0,0,0,,0,3,0,0,,0,,,,,181,
522,Ryan Hannam\HannRy00,SEA,,23,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,93,
523,Dwone Hicks\HickDw20,TEN,,22,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,171,
524,Darrell Hill\HillDa20,TEN,,24,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,197,
525,Zachary Hilton\HiltZa00,NOR,,23,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,86,
526,Nathan Hodel\HodeNa20,ARI,,26,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,90,
527,T.J. Houshmandzadeh\HousTJ00,CIN,,26,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,189,
528,Damon Huard\HuarDa00,NWE,QB,30,2,0,0,1,0,0,0,1,-1,-1.00,0,0,0,0,,0,,-0.1,-0.1,,77,
529,Chad Hutchinson\HutcCh00,DAL,QB,26,1,0,1,2,8,0,0,2,-3,-1.50,0,0,0,0,,0,,,,,75,
530,Jasen Isom\IsomJa00,SFO,,26,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,13,
531,Chris Jackson\JackCh23,GNB,,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,187,
532,Nate Jackson\JackNa00,DEN,,24,1,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,186,
533,Ray Jackson\JackRa21,TEN,,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,170,
534,Terry Jackson\JackTe00,SFO,,27,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,4,
535,Brian Jennings\JennBr00,SFO,,27,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,104,
