,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
351,Tim Rattay\RattTi00,ARI,QB,30,4,0,15,27,164,3,3,2,5,2.50,0,0,0,0,,0,13,15.1,14.1,,63,
352,Cory Ross\RossCo00,BAL,RB,25,6,0,0,0,0,0,0,12,72,6.00,1,0,0,0,,0,13,12.2,11.2,,101,
353,Marcel Shipp\ShipMa00,ARI,RB,29,16,0,0,0,0,0,0,15,41,2.73,1,15,4,25,6.25,0,13,16.6,14.6,,103,
354,Craphonso Thorpe\ThorCr00,IND,WR,24,5,0,0,0,0,0,0,0,0,,0,20,12,70,5.83,1,13,25.0,19.0,,124,
355,Daniel Coats\CoatDa00,CIN,TE,23,15,3,0,0,0,0,0,0,0,,0,16,12,122,10.17,0,12,27.2,18.2,,63,
356,Carey Davis\DaviCa00,PIT,RB,26,16,7,0,0,0,0,0,17,68,4.00,0,14,12,49,4.08,0,12,23.7,17.7,,105,
357,Adam Jennings\JennAd00,ATL,WR,25,16,2,0,0,0,0,0,0,0,,0,6,6,62,10.33,1,12,17.7,14.2,,126,
358,Jeremi Johnson\JohnJe00,CIN,RB,27,16,9,0,0,0,0,0,7,25,3.57,0,7,6,32,5.33,1,12,17.7,14.7,,104,
359,Byron Leftwich\LeftBy00,ATL,QB,27,3,2,32,58,279,1,2,6,7,1.17,0,0,0,0,,0,12,10.9,7.9,,64,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
360,Ashley Lelie\LeliAs00,SFO,WR,27,15,3,0,0,0,0,0,0,0,,0,27,10,115,11.50,0,12,24.0,15.5,,127,
361,Lorenzo Neal*+\NealLo00,SDG,RB,37,13,8,0,0,0,0,0,13,32,2.46,0,11,8,23,2.88,1,12,19.0,14.5,,106,
362,Charlie Batch\BatcCh00,PIT,QB,33,7,1,17,36,232,2,3,12,-7,-0.58,0,0,0,0,,0,11,13.6,13.6,,65,
363,Jackie Battle\BattJa00,KAN,RB,24,3,0,0,0,0,0,0,14,47,3.36,1,5,1,4,4.00,0,11,12.1,11.6,,107,
364,Troy Bienemann\BienTr00,ARI,TE,24,16,4,0,0,0,0,0,0,0,,0,11,7,46,6.57,1,11,17.6,14.1,,64,
365,Eddie Kennison\KennEd00,KAN,WR,34,8,8,0,0,0,0,0,1,5,5.00,0,26,13,101,7.77,0,11,26.1,16.1,,128,
366,Deuce McAllister\McAlDe00,NOR,RB,29,3,3,0,0,0,0,0,24,92,3.83,0,5,4,15,3.75,0,11,14.2,11.7,,110,
367,Jason McKie\McKiJa00,CHI,RB,27,16,11,0,0,0,0,0,6,17,2.83,1,15,9,33,3.67,0,11,19.5,14.5,,109,
368,Dwayne Wright\WrigDw01,BUF,RB,24,15,0,0,0,0,0,0,29,94,3.24,0,3,3,17,5.67,0,11,13.6,11.6,,108,
369,Devin Aromashodu\AromDe00,IND,WR,23,6,1,0,0,0,0,0,0,0,,0,17,7,96,13.71,0,10,16.6,13.1,,133,
370,Steve Breaston\BreaSt00,ARI,WR,24,16,0,0,0,0,0,0,2,8,4.00,0,14,8,92,11.50,0,10,24.0,20.0,,130,
371,Adimchinobe Echemandu\EcheAd00,2TM,RB,27,9,0,0,0,0,0,0,20,85,4.25,0,2,2,11,5.50,0,10,11.1,9.6,,116,
372,Malcom Floyd\FloyMa00,SDG,WR,26,6,1,0,0,0,0,0,0,0,,0,13,7,97,13.86,0,10,16.7,13.2,,131,
373,Bryan Gilmore\GilmBr00,SFO,WR,29,10,0,0,0,0,0,0,1,-8,-8.00,0,19,7,111,15.86,0,10,20.3,13.8,,129,
374,Marques Hagans\HagaMa00,STL,WR,25,4,1,0,0,0,0,0,2,-4,-2.00,0,15,8,101,12.63,0,10,19.7,11.7,,132,
375,Steve Heiden\HeidSt00,CLE,TE,31,16,6,0,0,0,0,0,0,0,,0,21,12,104,8.67,0,10,25.4,16.4,,65,
376,Brad Hoover\HoovBr00,CAR,RB,31,16,12,0,0,0,0,0,12,39,3.25,0,14,10,58,5.80,0,10,19.7,14.7,,115,
377,Jim Kleinsasser\KleiJi00,MIN,TE,30,16,10,0,0,0,0,0,0,0,,0,10,4,43,10.75,1,10,14.3,12.3,,66,
378,Joe Klopfenstein\KlopJo00,STL,TE,24,16,11,0,0,0,0,0,0,0,,0,3,2,37,18.50,1,10,11.7,10.7,,68,
379,Luke Lawton\LawtLu00,IND,RB,27,11,0,0,0,0,0,0,5,13,2.60,0,4,4,29,7.25,1,10,14.2,12.2,,114,
380,Ovie Mughelli\MughOv00,ATL,RB,27,16,7,0,0,0,0,0,6,7,1.17,1,10,6,36,6.00,0,10,16.3,13.3,,112,
381,Jeb Putzier\PutzJe00,HOU,TE,28,8,1,0,0,0,0,0,0,0,,0,10,6,39,6.50,1,10,15.9,12.9,,67,
382,Tony Richardson*\RichTo00,MIN,RB,36,14,3,0,0,0,0,0,7,13,1.86,0,16,11,89,8.09,0,10,21.2,15.7,,113,
383,Jason Snelling\SnelJa00,ATL,RB,24,7,0,0,0,0,0,0,13,43,3.31,1,0,0,0,,0,10,10.3,10.3,,111,
384,Mike Anderson\AndeMi00,BAL,RB,34,8,0,0,0,0,0,0,15,62,4.13,0,4,4,26,6.50,0,9,11.8,8.8,,119,
385,Nate Jackson\JackNa00,DEN,WR,28,5,1,0,0,0,0,0,0,0,,0,4,3,34,11.33,1,9,12.4,10.9,,134,
386,Taylor Jacobs\JacoTa00,2TM,WR,26,10,0,0,0,0,0,0,1,-8,-8.00,0,9,3,40,13.33,1,9,12.2,10.7,,135,
387,Jim Sorgi\SorgJi00,IND,QB,27,4,0,18,36,132,1,0,6,-4,-0.67,0,0,0,0,,0,9,8.9,8.9,,66,
388,Mack Strong\StroMa00,SEA,RB,36,5,2,0,0,0,0,0,4,19,4.75,0,12,9,72,8.00,0,9,18.1,13.6,,117,
389,LaBrandon Toefield\ToefLa00,JAX,RB,27,2,1,0,0,0,0,0,13,27,2.08,1,1,1,4,4.00,0,9,10.1,9.6,,118,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
390,Mike Williams\WillMi03,2TM,WR,23,8,1,0,0,0,0,0,0,0,,0,23,7,90,12.86,0,9,15.5,11.5,,136,
391,Wallace Wright\WrigWa00,NYJ,WR,23,16,1,0,0,0,0,0,0,0,,0,11,6,87,14.50,0,9,14.7,11.7,,137,
392,Tony Hunt\HuntTo01,PHI,RB,22,8,0,0,0,0,0,0,10,16,1.60,1,0,0,0,,0,8,7.6,7.6,,120,
393,Dwayne Jarrett\JarrDw00,CAR,WR,21,7,0,0,0,0,0,0,1,11,11.00,0,13,6,73,12.17,0,8,14.4,11.4,,138,
394,Joe Kowalewski\KowaJo00,NYJ,TE,25,13,2,0,0,0,0,0,0,0,,0,9,5,18,3.60,1,8,12.8,10.3,,69,
395,Chad Lucas\LucaCh00,TAM,WR,26,2,1,0,0,0,0,0,0,0,,0,5,5,82,16.40,0,8,13.2,10.7,,139,
396,Craig Nall\NallCr00,GNB,QB,28,1,0,7,15,88,1,0,5,6,1.20,0,0,0,0,,0,8,7.1,6.1,,68,
397,Chris Weinke\WeinCh00,SFO,QB,35,2,1,13,22,104,1,0,0,0,,0,0,0,0,,0,8,8.2,8.2,,67,
398,Daniel Wilcox\WilcDa01,BAL,TE,30,5,2,0,0,0,0,0,0,0,,0,11,6,18,3.00,1,8,13.8,10.8,,70,
399,Brian Calhoun\CalhBr00,DET,RB,23,4,0,0,0,0,0,0,7,35,5.00,0,5,5,35,7.00,0,7,12.0,9.5,,121,
400,Matt Cassel\CassMa00,NWE,QB,25,6,0,4,7,38,0,1,4,12,3.00,1,0,0,0,,0,7,7.2,6.7,,69,
401,Ahmard Hall\HallAh00,TEN,RB,28,11,4,0,0,0,0,0,1,8,8.00,0,12,9,60,6.67,0,7,15.8,11.3,,122,
402,Aaron Moorehead\MoorAa00,IND,WR,27,8,2,0,0,0,0,0,0,0,,0,22,8,65,8.13,0,7,14.5,10.5,,142,
403,Legedu Naanee\NaanLe00,SDG,WR,24,13,0,0,0,0,0,0,0,0,,0,13,8,69,8.63,0,7,14.9,10.9,,140,
404,Peerless Price\PricPe00,BUF,WR,31,4,4,0,0,0,0,0,0,0,,0,13,7,68,9.71,0,7,13.8,10.3,,141,
405,Thomas Tapeh\TapeTh00,PHI,RB,27,16,8,0,0,0,0,0,5,18,3.60,0,11,8,50,6.25,0,7,14.8,10.8,,123,
406,Jerame Tuman\TumaJe00,PIT,TE,31,6,1,0,0,0,0,0,0,0,,0,2,1,9,9.00,1,7,7.9,7.4,,71,
407,Deon Anderson\AndeDe01,DAL,RB,24,8,4,0,0,0,0,0,0,0,,0,6,6,55,9.17,0,6,11.5,8.5,,127,
408,Jameel Cook\CookJa00,HOU,RB,28,16,0,0,0,0,0,0,8,24,3.00,0,8,8,40,5.00,0,6,14.4,10.4,,124,
409,Jeff Dugan\DugaJe00,MIN,TE,26,16,3,0,0,0,0,0,2,7,3.50,0,8,7,57,8.14,0,6,12.9,8.9,,72,
410,Chad Mustard\MustCh00,DEN,TE,30,12,2,0,0,0,0,0,0,0,,0,7,5,62,12.40,0,6,11.2,8.7,,73,
411,Moran Norris\NorrMo00,SFO,RB,29,16,5,0,0,0,0,0,7,17,2.43,0,11,6,38,6.33,0,6,11.5,8.5,,126,
412,Steve Smith\SmitSt02,NYG,WR,22,5,0,0,0,0,0,0,0,0,,0,14,8,63,7.88,0,6,14.3,10.3,,143,
413,Terrelle Smith\SmitTe00,ARI,RB,29,16,10,0,0,0,0,0,1,3,3.00,0,11,7,59,8.43,0,6,13.2,9.7,,125,
414,Dwayne Blakley\BlakDw00,ATL,TE,28,12,3,0,0,0,0,0,0,0,,0,9,7,48,6.86,0,5,11.8,8.3,,75,
415,Bruce Gradkowski\GradBr00,TAM,QB,24,4,0,13,24,130,0,1,7,20,2.86,0,0,0,0,,0,5,6.2,6.2,,70,
416,Korey Hall\HallKo99,GNB,RB,24,14,10,0,0,0,0,0,0,0,,0,11,8,49,6.13,0,5,12.9,8.9,,130,
417,Gilbert Harris\HarrGi00,KAN,RB,23,4,0,0,0,0,0,0,9,9,1.00,0,4,3,38,12.67,0,5,7.2,5.2,,131,
418,Madison Hedgecock\HedgMa00,2TM,RB,26,16,9,0,0,0,0,0,0,0,,0,12,7,52,7.43,0,5,12.2,8.7,,129,
419,Martrez Milner\MilnMa00,ATL,TE,23,8,2,0,0,0,0,0,0,0,,0,9,9,50,5.56,0,5,14.0,9.5,,74,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
420,J.T. O'Sullivan\OSulJ.00,DET,QB,28,4,0,13,26,148,1,2,4,-10,-2.50,0,0,0,0,,0,5,5.4,3.9,,71,
421,Artose Pinner\PinnAr00,ATL,RB,29,7,0,0,0,0,0,0,5,46,9.20,0,0,0,0,,0,5,4.6,4.6,,132,
422,Willie Reid\ReidWi00,PIT,WR,25,6,0,0,0,0,0,0,0,0,,0,6,4,54,13.50,0,5,8.9,6.4,,144,
423,Sean Ryan\RyanSe00,NYJ,TE,27,10,1,0,0,0,0,0,0,0,,0,5,3,46,15.33,0,5,7.6,6.1,,77,
424,Tyson Thompson\ThomTy00,DAL,RB,26,8,0,0,0,0,0,0,14,54,3.86,0,0,0,0,,0,5,4.9,4.4,,128,
425,Ben Troupe\TrouBe00,TEN,TE,25,16,2,0,0,0,0,0,1,-1,-1.00,0,9,5,47,9.40,0,5,9.6,7.1,,76,
426,Dominique Byrd\ByrdDo00,STL,TE,23,9,0,0,0,0,0,0,0,0,,0,5,4,44,11.00,0,4,8.4,6.4,,78,
427,Yamon Figurs\FiguYa00,BAL,WR,24,14,0,0,0,0,0,0,1,-1,-1.00,0,3,1,36,36.00,0,4,14.5,12.0,,149,
428,Dane Looker\LookDa00,STL,WR,31,13,0,0,0,0,0,0,0,0,,0,14,6,38,6.33,0,4,9.8,6.8,,147,
429,Anthony Mix\MixxAn00,2TM,WR,24,9,0,0,0,0,0,0,0,0,,0,5,3,39,13.00,0,4,6.9,5.4,,145,
430,Courtney Taylor\TaylCo00,SEA,WR,23,8,0,0,0,0,0,0,0,0,,0,6,5,38,7.60,0,4,8.8,6.3,,146,
431,David Tyree\TyreDa00,NYG,WR,27,12,0,0,0,0,0,0,0,0,,0,5,4,35,8.75,0,4,7.5,5.5,,148,
432,Brock Berlin\BerlBr00,STL,QB,26,1,1,17,28,153,0,1,3,-16,-5.33,0,0,0,0,,0,3,2.5,1.5,,73,
433,Kenneth Darby\DarbKe00,TAM,RB,25,1,0,0,0,0,0,0,2,9,4.50,0,3,2,16,8.00,0,3,4.5,3.5,,134,
434,Skyler Green\GreeSk20,CIN,WR,23,7,0,0,0,0,0,0,1,1,1.00,0,4,3,33,11.00,0,3,6.4,4.9,,150,
435,Brad Johnson\JohnBr00,DAL,QB,39,16,0,7,11,79,0,0,5,-5,-1.00,0,0,0,0,,0,3,2.7,2.7,,72,
436,Michael Matthews\MattMi00,NYG,TE,24,16,6,0,0,0,0,0,0,0,,0,13,6,28,4.67,0,3,8.8,5.8,,79,
437,Garrett Mills\MillGa01,MIN,RB,24,1,0,0,0,0,0,0,0,0,,0,3,2,26,13.00,0,3,4.6,3.6,,133,
438,Chris Barclay\BarcCh00,2TM,RB,24,5,0,0,0,0,0,0,1,3,3.00,0,3,2,13,6.50,0,2,3.6,2.6,,141,
439,Jon Bradley\BradJo20,DET,RB,26,15,6,0,0,0,0,0,5,9,1.80,0,4,2,10,5.00,0,2,3.4,1.9,,137,
440,Brian Clark\ClarBr00,2TM,WR,24,5,0,0,0,0,0,0,0,0,,0,6,4,23,5.75,0,2,5.3,2.3,,152,
441,Justin Green\GreeJu00,BAL,RB,25,15,0,0,0,0,0,0,0,0,,0,2,2,16,8.00,0,2,3.6,2.6,,140,
442,Alex Haynes\HaynAl00,CAR,RB,25,10,0,0,0,0,0,0,3,3,1.00,0,3,3,14,4.67,0,2,4.7,3.2,,139,
443,Dan Kreider\KreiDa00,PIT,RB,30,10,4,0,0,0,0,0,1,2,2.00,0,3,1,15,15.00,0,2,2.7,2.2,,138,
444,Jerome Mathis\MathJe00,HOU,WR,24,3,0,0,0,0,0,0,0,0,,0,1,1,15,15.00,0,2,8.5,8.0,,155,
445,Chris McFoy\McFoCh00,OAK,WR,24,3,0,0,0,0,0,0,0,0,,0,2,1,19,19.00,0,2,2.9,2.4,,153,
446,Kassim Osgood*\OsgoKa00,SDG,WR,27,16,0,0,0,0,0,0,0,0,,0,3,2,23,11.50,0,2,4.3,3.3,,151,
447,Tab Perry\PerrTa00,CIN,WR,25,2,1,0,0,0,0,0,1,9,9.00,0,5,1,7,7.00,0,2,2.1,1.1,,154,
448,Brady Quinn\QuinBr00,CLE,QB,23,1,0,3,8,45,0,0,0,0,,0,0,0,0,,0,2,1.8,1.8,,74,
449,Gary Russell\RussGa00,PIT,RB,21,3,0,0,0,0,0,0,7,21,3.00,0,0,0,0,,0,2,2.1,2.1,,136,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
450,Derek Schouman\SchoDe00,BUF,TE,22,3,1,0,0,0,0,0,0,0,,0,3,3,19,6.33,0,2,4.9,3.4,,80,
451,Naufahu Tahi\TahiNa00,MIN,RB,26,10,0,0,0,0,0,0,6,15,2.50,0,1,1,7,7.00,0,2,3.2,2.7,,135,
452,Andrew Walter\WaltAn00,OAK,QB,25,1,0,5,8,38,0,0,0,0,,0,0,0,0,,0,2,1.5,1.5,,75,
453,Ricky Williams\WillRi00,MIA,RB,30,1,0,0,0,0,0,0,6,15,2.50,0,0,0,0,,0,2,1.0,0.5,,142,
454,Sam Aiken\AikeSa00,BUF,WR,27,12,0,0,0,0,0,0,0,0,,0,2,1,10,10.00,0,1,2.0,1.5,,159,
455,Mike Bell\BellMi00,DEN,RB,24,5,0,0,0,0,0,0,6,3,0.50,0,1,1,7,7.00,0,1,1.5,0.5,,145,
456,Shaun Bodiford\BodiSh00,GNB,WR,25,6,0,0,0,0,0,0,0,0,,0,1,1,13,13.00,0,1,2.3,1.8,,157,
457,Chris Davis\DaviCh03,NYJ,WR,24,2,0,0,0,0,0,0,1,3,3.00,0,1,1,3,3.00,0,1,1.6,1.1,,161,
458,Darnell Dinkins\DinkDa00,CLE,TE,30,15,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,1,1.8,1.3,,89,
459,Jason Dunn\DunnJa00,KAN,TE,34,16,3,0,0,0,0,0,0,0,,0,3,2,9,4.50,0,1,2.9,1.9,,88,
460,Biren Ealy\EalyBi00,TEN,WR,23,4,0,0,0,0,0,0,0,0,,0,3,1,6,6.00,0,1,1.6,1.1,,160,
461,John Gilmore\GilmJo00,CHI,TE,28,15,1,0,0,0,0,0,0,0,,0,7,3,14,4.67,0,1,4.4,2.9,,81,
462,Aaron Halterman\HaltAa00,MIA,TE,25,9,0,0,0,0,0,0,0,0,,0,3,1,7,7.00,0,1,1.7,1.2,,90,
463,Verron Haynes\HaynVe00,PIT,RB,28,1,0,0,0,0,0,0,0,0,,0,2,1,12,12.00,0,1,2.2,1.7,,143,
464,Jason Hill\HillJa00,SFO,WR,22,5,0,0,0,0,0,0,0,0,,0,2,1,6,6.00,0,1,1.6,1.1,,162,
465,Brian Kozlowski\KozlBr00,WAS,TE,37,3,0,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,1,1.5,1.0,,93,
466,Ryan Krause\KrauRy00,GNB,TE,26,9,0,0,0,0,0,0,0,0,,0,2,2,11,5.50,0,1,3.1,2.1,,85,
467,John Kuhn\KuhnJo00,GNB,RB,25,16,1,0,0,0,0,0,0,0,,0,3,2,7,3.50,0,1,2.7,1.7,,146,
468,Brandon Lloyd\LloyBr00,WAS,WR,26,8,1,0,0,0,0,0,0,0,,0,11,2,14,7.00,0,1,3.4,2.4,,156,
469,Jared Lorenzen\LoreJa00,NYG,QB,26,2,0,4,8,28,0,0,1,2,2.00,0,0,0,0,,0,1,1.3,1.3,,76,
470,Reagan Maui'a\MauiRe00,MIA,RB,23,16,9,0,0,0,0,0,4,5,1.25,0,3,2,5,2.50,0,1,2.5,1.0,,144,
471,Marcus Maxwell\MaxwMa00,CIN,WR,24,5,0,0,0,0,0,0,0,0,,0,2,1,5,5.00,0,1,1.5,1.0,,164,
472,Ryan Neufeld\NeufRy00,BUF,TE,32,9,1,0,0,0,0,0,0,0,,0,2,2,14,7.00,0,1,3.4,2.4,,82,
473,John Owens\OwenJo00,2TM,TE,27,15,0,0,0,0,0,0,0,0,,0,3,2,13,6.50,0,1,3.3,2.3,,83,
474,Richard Owens\OwenRi00,STL,TE,27,14,1,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,1,1.9,1.4,,87,
475,Andrew Pinnock\PinnAn00,SDG,RB,27,10,3,0,0,0,0,0,4,1,0.25,0,4,1,5,5.00,0,1,1.6,1.1,,147,
476,Jason Pociask\PociJa00,NYJ,TE,24,4,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,1,1.7,1.2,,91,
477,Isaac Smolko\SmolIs00,JAX,TE,24,6,0,0,0,0,0,0,0,0,,0,2,1,5,5.00,0,1,1.5,1.0,,92,
478,Derek Stanley\StanDe00,STL,WR,22,3,0,0,0,0,0,0,1,5,5.00,0,1,0,0,,0,1,,-0.5,,163,
479,David Thomas\ThomDa02,NWE,TE,24,2,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,1,1.9,1.4,,86,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
480,Aaron Walker\WalkAa00,STL,TE,27,7,3,0,0,0,0,0,0,0,,0,3,2,13,6.50,0,1,3.3,2.3,,84,
481,Matt Willis\WillMa00,BAL,WR,23,5,0,0,0,0,0,0,0,0,,0,1,1,11,11.00,0,1,2.1,1.6,,158,
482,Rich Alexis\AlexRi00,STL,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,157,
483,Charles Ali\AlixCh00,CLE,,23,13,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,159,
484,Courtney Anderson\AndeCo00,2TM,,27,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,98,
485,Billy Bajema\BajeBi00,SFO,,25,14,2,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,97,
486,Darian Barnes\BarnDa00,NYJ,,27,5,3,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,3,
487,Todd Bouman\BoumTo00,STL,,35,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,80,
488,Jamaal Branch\BranJa00,NOR,,26,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,152,
489,Troy Brown\BrowTr00,NWE,,36,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,-0.5,-1.0,,182,
490,Mark Bruener\BrueMa00,HOU,,35,14,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,117,
491,Dan Campbell\CampDa00,DET,TE,31,2,1,0,0,0,0,0,0,0,,0,1,1,1,1.00,0,,1.1,0.6,,96,
492,Rock Cartwright\CartRo01,WAS,RB,28,15,0,0,0,0,0,0,2,0,0.00,0,0,0,0,,0,,,,,168,
493,Scott Chandler\ChanSc00,SDG,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,108,
494,Brad Cieslak\CiesBr00,BUF,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,111,
495,Casey Cramer\CramCa00,TEN,,25,5,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,156,
496,Zack Crockett\CrocZa00,TAM,RB,35,1,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,,,,,155,
497,P.J. Daniels\DaniP.00,BAL,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,165,
498,James Dearth\DearJa00,NYJ,,31,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,120,
499,John Dekker\DekkJo00,PIT,,24,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,119,
500,Ken Dorsey\DorsKe00,CLE,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,82,
501,Robert Douglas\DougRo00,NYG,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,153,
502,Patrick Estes\EstePa00,SFO,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,102,
503,Tim Euhus\EuhuTi00,ARI,,27,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,101,
504,Kevin Everett\EverKe00,BUF,TE,25,1,1,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,,1.3,0.8,,95,
505,Jimmy Farris\FarrJi00,WAS,,29,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,174,
506,Ryan Fitzpatrick\FitzRy00,CIN,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,79,
507,Chris Francies\FranCh00,GNB,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,177,
508,Quinton Ganther\GantQu00,TEN,,23,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,162,
509,Michael Gasperson\GaspMi00,PHI,,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,171,
Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
510,Lionel Gates\GateLi00,TAM,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,161,
511,Chas Gessner\GessCh00,TAM,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,176,
512,Ronnie Ghent\GhenRo00,NOR,,27,8,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,116,
513,Terry Glenn\GlenTe00,DAL,,33,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,178,
514,Nick Goings\GoinNi00,CAR,,29,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,-0.5,-1.0,,151,
515,Roy Hall\HallRo02,IND,,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,168,
516,Mike Hass\HassMi00,CHI,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,166,
517,Tim Hasselbeck\HassTi00,ARI,QB,29,1,0,0,0,0,0,0,1,-1,-1.00,0,0,0,0,,0,,-0.1,-0.1,,83,
518,Keith Heinrich\HeinKe00,TAM,,28,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,113,
519,Domenik Hixon\HixoDo00,2TM,WR,23,16,1,0,0,0,0,0,1,-8,-8.00,0,1,1,5,5.00,0,,6.2,5.2,,187,
520,Nathan Hodel\HodeNa20,ARI,,30,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,115,
521,Carlyle Holiday\HoliCa00,GNB,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,167,
522,Oliver Hoyte\HoytOl20,DAL,RB,23,10,9,0,0,0,0,0,0,0,,0,4,1,2,2.00,0,,1.2,0.7,,149,
523,Chad Jackson\JackCh00,NWE,,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,169,
524,Justin Jenkins\JenkJu00,BUF,,27,11,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,181,
525,Brian Jennings\JennBr00,SFO,,31,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,99,
526,Kyle Johnson\JohnKy00,DEN,,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,164,
527,Bennie Joppru\JoppBe00,SEA,,27,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,112,
528,David Kirtman\KirtDa00,SEA,,24,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,169,
529,Kevin Kolb\KolbKe00,PHI,QB,23,1,0,0,0,0,0,0,3,-2,-0.67,0,0,0,0,,0,,-0.7,-1.2,,84,
530,Nate Lawrie\LawrNa00,CIN,,26,3,2,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,121,
531,Mike Leach\LeacMi00,DEN,,31,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,107,
532,Jamie Martin\MartJa00,NOR,QB,37,3,0,0,0,0,0,0,3,-3,-1.00,0,0,0,0,,0,,-0.3,-0.3,,85,
533,Tim Massaquoi\MassTi20,BUF,,25,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,110,
534,Corey McIntyre\McInCo00,ATL,,28,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,1,
535,Matt Murphy\MurpMa00,BUF,,27,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,103,
536,Jake Nordin\NordJa00,BAL,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,106,
537,Oren O'Neal\ONeaOr00,OAK,RB,24,14,1,0,0,0,0,0,0,0,,0,1,1,1,1.00,0,,1.1,0.6,,150,
